GeographyCode,LC5101NI0001,LC5101NI0002,LC5101NI0003,LC5101NI0004,LC5101NI0005,LC5101NI0006,LC5101NI0007,LC5101NI0008,LC5101NI0009,LC5101NI0010,LC5101NI0011,LC5101NI0012,LC5101NI0013,LC5101NI0014,LC5101NI0015,LC5101NI0016,LC5101NI0017,LC5101NI0018,LC5101NI0019,LC5101NI0020,LC5101NI0021,LC5101NI0022,LC5101NI0023,LC5101NI0024,LC5101NI0025,LC5101NI0026,LC5101NI0027,LC5101NI0028,LC5101NI0029,LC5101NI0030,LC5101NI0031,LC5101NI0032,LC5101NI0033,LC5101NI0034,LC5101NI0035,LC5101NI0036,LC5101NI0037,LC5101NI0038,LC5101NI0039,LC5101NI0040,LC5101NI0041,LC5101NI0042,LC5101NI0043,LC5101NI0044,LC5101NI0045,LC5101NI0046,LC5101NI0047,LC5101NI0048,LC5101NI0049
N00002533,717,268,93,94,97,129,36,97,22,12,28,24,9,2,147,19,15,30,34,41,8,123,32,25,20,21,19,6,112,53,19,5,6,25,4,99,39,16,6,9,17,12,139,103,6,5,3,18,4
N00002534,355,140,35,52,39,69,20,56,17,7,14,12,5,1,65,11,4,16,13,19,2,49,10,10,7,5,16,1,55,17,7,8,5,15,3,66,37,4,4,2,10,9,64,48,3,3,2,4,4
N00002535,394,78,50,65,57,115,29,84,9,9,25,19,20,2,57,3,8,8,12,25,1,27,4,5,2,7,8,1,86,10,16,16,9,29,6,94,26,7,11,9,25,16,46,26,5,3,1,8,3
N00002536,450,104,71,76,68,97,34,59,8,16,17,10,5,3,122,9,18,15,33,41,6,80,12,16,14,16,16,6,73,18,13,15,1,16,10,61,26,6,8,5,12,4,55,31,2,7,3,7,5
N00002537,1261,477,137,170,152,219,106,213,36,31,66,47,19,14,202,35,20,31,34,61,21,288,75,47,37,40,68,21,210,85,26,25,21,30,23,162,97,5,6,6,31,17,186,149,8,5,4,10,10
N00002538,532,102,75,78,71,171,35,76,10,14,24,17,9,2,105,8,14,17,18,43,5,134,16,17,17,17,62,5,90,16,19,10,12,25,8,73,24,8,6,4,23,8,54,28,3,4,3,9,7
N00002539,218,99,31,26,19,28,15,31,7,7,12,3,2,0,44,8,10,5,7,10,4,27,8,5,5,5,3,1,39,19,8,2,3,4,3,38,25,0,1,1,5,6,39,32,1,1,0,4,1
N00002540,1389,302,142,246,214,401,84,240,42,23,79,57,31,8,276,17,24,44,54,127,10,401,50,46,80,57,145,23,262,77,33,33,29,67,23,113,53,10,8,13,17,12,97,63,6,2,4,14,8
N00002541,1070,299,112,166,158,237,98,128,14,24,32,33,19,6,157,11,13,35,44,44,10,153,18,20,34,29,43,9,174,39,26,30,30,37,12,238,84,22,26,17,56,33,220,133,7,9,5,38,28
N00002542,267,49,32,46,39,77,24,49,4,6,16,19,4,0,42,2,1,10,10,15,4,31,1,6,3,3,18,0,54,12,12,6,3,16,5,52,14,4,7,4,15,8,39,16,3,4,0,9,7
N00002543,213,63,23,45,25,42,15,34,11,5,10,4,2,2,52,9,4,15,5,15,4,47,7,7,13,9,9,2,32,12,3,4,3,9,1,27,12,2,2,2,6,3,21,12,2,1,2,1,3
N00002544,499,91,58,80,77,151,42,59,4,9,20,11,9,6,124,11,14,22,30,42,5,130,16,18,21,19,50,6,75,14,10,10,11,23,7,63,17,4,5,6,18,13,48,29,3,2,0,9,5
N00002545,228,54,25,47,39,46,17,36,7,5,14,7,2,1,69,7,8,14,16,20,4,57,7,4,8,14,17,7,29,10,7,8,1,2,1,24,12,1,3,1,4,3,13,11,0,0,0,1,1
N00002546,201,45,31,29,27,49,20,39,5,11,8,8,5,2,44,6,4,6,7,19,2,47,7,9,6,6,15,4,36,10,4,8,4,3,7,21,9,3,1,2,3,3,14,8,0,0,0,4,2
N00002547,828,292,93,117,102,154,70,93,20,12,33,18,9,1,119,7,23,18,25,37,9,150,25,27,30,19,37,12,130,32,18,18,18,31,13,127,66,6,11,12,18,14,209,142,7,7,10,22,21
N00002548,485,218,57,60,49,65,36,57,13,15,13,8,7,1,67,11,7,13,17,16,3,76,20,15,11,9,18,3,86,35,9,13,7,15,7,69,42,7,8,5,4,3,130,97,4,2,3,5,19
N00002549,197,67,26,26,17,44,17,13,1,1,4,4,1,2,19,3,3,4,2,7,0,31,5,8,7,4,6,1,27,3,7,3,2,10,2,32,10,6,4,2,6,4,75,45,1,4,3,14,8
N00002550,233,56,36,34,31,55,21,27,2,7,10,3,3,2,36,2,3,7,10,14,0,38,4,11,5,9,9,0,39,6,5,7,2,15,4,32,12,3,4,5,4,4,61,30,7,1,2,10,11
N00002551,281,105,39,49,27,38,23,42,10,7,16,7,1,1,49,7,8,10,10,11,3,43,9,10,8,6,8,2,34,12,7,4,1,6,4,34,10,5,7,1,7,4,79,57,2,4,2,5,9
N00002552,225,81,37,36,18,31,22,31,8,6,7,6,3,1,53,11,11,11,6,7,7,49,8,9,11,4,14,3,42,18,8,6,1,2,7,21,12,1,1,1,3,3,29,24,2,0,0,2,1
N00002553,214,97,22,21,23,40,11,20,0,7,3,7,3,0,30,0,3,6,7,13,1,26,4,4,5,1,9,3,32,10,6,2,3,8,3,25,13,1,3,3,3,2,81,70,1,2,2,4,2
N00002554,291,61,36,59,52,58,25,53,1,10,21,12,8,1,48,4,7,9,15,11,2,58,6,8,12,7,22,3,61,13,10,10,9,8,11,33,18,0,4,3,4,4,38,19,1,3,6,5,4
N00002555,286,80,46,62,35,38,25,51,5,10,19,12,4,1,39,2,8,15,4,8,2,59,11,9,14,8,11,6,71,24,15,8,7,12,5,32,13,0,6,4,3,6,34,25,4,0,0,0,5
N00002556,242,91,39,38,31,30,13,41,5,7,9,13,5,2,61,12,12,10,9,17,1,43,14,9,9,3,4,4,35,16,8,4,2,2,3,35,23,3,4,2,1,2,27,21,0,2,2,1,1
N00002557,275,91,34,44,32,45,29,43,7,8,10,8,7,3,61,6,12,17,10,12,4,47,15,8,10,6,5,3,52,20,5,3,5,14,5,26,14,0,2,3,2,5,46,29,1,2,0,5,9
N00002558,242,89,25,41,27,41,19,35,7,6,10,7,5,0,44,5,6,15,10,6,2,43,8,4,10,5,12,4,52,25,7,2,3,9,6,35,18,1,4,1,5,6,33,26,1,0,1,4,1
N00002559,230,103,37,35,15,22,18,31,6,6,7,5,4,3,41,4,7,17,2,10,1,37,16,10,5,5,0,1,37,14,9,5,1,4,4,26,13,1,1,0,2,9,58,50,4,0,2,2,0
N00002560,369,53,31,50,50,155,30,66,5,11,18,20,10,2,33,2,1,4,3,22,1,63,6,6,4,6,38,3,97,11,6,13,11,42,14,76,16,6,9,10,29,6,34,13,1,2,0,14,4
N00002561,268,62,23,35,26,106,16,28,2,0,8,6,11,1,35,1,2,4,6,20,2,34,5,3,6,4,14,2,54,7,10,8,6,20,3,45,14,3,6,1,20,1,72,33,5,3,3,21,7
N00002562,282,49,25,40,32,112,24,41,9,4,14,8,6,0,44,1,4,4,11,22,2,46,6,3,7,4,26,0,57,8,8,5,4,24,8,42,5,4,6,2,22,3,52,20,2,4,3,12,11
N00002563,297,63,30,41,39,104,20,61,12,8,17,17,5,2,34,2,4,2,7,17,2,62,7,3,10,9,29,4,44,8,7,5,4,17,3,48,14,5,5,2,18,4,48,20,3,2,0,18,5
N00002564,221,68,27,33,24,38,31,31,3,4,10,7,5,2,34,5,8,6,4,8,3,32,6,6,6,3,8,3,25,2,2,5,1,8,7,48,21,3,1,9,6,8,51,31,4,5,0,3,8
N00002565,239,89,27,33,27,45,18,40,5,6,16,6,6,1,37,1,5,8,6,14,3,29,10,3,5,3,7,1,40,10,8,1,9,10,2,40,21,3,2,2,5,7,53,42,2,1,1,3,4
N00002566,260,72,19,29,37,81,22,22,7,2,4,5,3,1,42,2,2,7,8,19,4,29,4,4,2,4,14,1,31,9,4,5,6,6,1,46,11,3,5,5,20,2,90,39,4,6,9,19,13
N00002567,261,81,35,39,28,65,13,44,7,6,19,8,4,0,44,7,9,3,4,19,2,50,13,6,10,5,14,2,48,13,4,6,5,16,4,32,9,6,0,5,9,3,43,32,4,1,1,3,2
N00002568,260,78,36,29,26,62,29,42,8,9,9,7,7,2,31,1,6,5,2,16,1,43,2,9,5,5,16,6,42,12,6,2,6,13,3,29,10,3,4,1,4,7,73,45,3,4,5,6,10
N00002569,269,69,18,34,17,110,21,30,3,5,9,6,7,0,29,0,4,3,4,18,0,20,7,1,3,2,7,0,44,7,2,8,1,24,2,58,22,3,6,2,19,6,88,30,3,5,2,35,13
N00002570,224,86,15,19,27,64,13,25,2,3,2,9,7,2,20,2,0,2,5,11,0,23,3,2,4,3,11,0,27,7,2,5,2,11,0,33,13,2,4,3,8,3,96,59,6,2,5,16,8
N00002571,308,68,26,38,52,108,16,50,3,2,14,21,10,0,41,2,6,1,11,21,0,23,3,1,4,3,12,0,58,15,4,6,9,20,4,79,17,10,8,5,29,10,57,28,3,5,3,16,2
N00002572,296,50,21,35,41,136,13,36,2,2,5,15,12,0,43,2,3,4,6,27,1,42,1,2,5,9,23,2,46,3,6,12,3,19,3,48,13,4,3,5,21,2,81,29,4,6,3,34,5
N00002573,248,95,24,36,30,46,17,29,5,6,8,8,1,1,43,4,3,11,8,15,2,46,16,9,3,3,12,3,38,12,5,5,7,7,2,26,12,0,3,2,7,2,66,46,1,6,2,4,7
N00002574,250,93,31,39,25,46,16,29,2,5,11,6,3,2,60,12,6,14,8,17,3,43,9,9,9,5,9,2,39,15,7,3,5,6,3,40,23,3,1,1,8,4,39,32,1,1,0,3,2
N00002575,250,122,24,30,29,27,18,41,9,5,9,10,5,3,50,12,6,9,12,8,3,43,16,8,6,3,6,4,47,33,4,3,2,2,3,21,17,0,0,1,2,1,48,35,1,3,1,4,4
N00002576,678,192,64,92,77,205,48,115,25,16,34,16,13,11,156,17,12,20,26,73,8,101,37,10,10,16,22,6,123,34,17,18,6,41,7,107,41,8,6,9,35,8,76,38,1,4,4,21,8
N00002577,471,120,35,88,71,118,39,98,12,8,28,33,12,5,113,5,11,38,18,34,7,56,13,4,4,6,22,7,69,14,6,10,7,22,10,61,23,3,6,7,18,4,74,53,3,2,0,10,6
N00002578,246,79,34,30,45,42,16,45,11,10,8,12,2,2,65,5,5,11,16,25,3,51,20,8,6,6,6,5,42,15,8,5,5,5,4,20,10,2,0,3,4,1,23,18,1,0,3,0,1
N00002579,306,145,39,45,36,28,13,79,24,18,21,11,5,0,34,8,4,3,10,6,3,61,25,7,14,7,7,1,52,25,9,4,7,4,3,28,21,1,1,1,3,1,52,42,0,2,0,3,5
N00002580,251,77,31,25,40,64,14,40,6,9,7,10,5,3,37,2,3,3,9,20,0,31,7,7,3,8,5,1,38,11,5,7,6,8,1,49,17,4,3,5,18,2,56,34,3,2,2,8,7
N00002581,285,93,20,39,25,83,25,34,6,2,8,6,9,3,31,1,5,6,3,14,2,39,3,1,5,8,18,4,48,16,5,5,5,12,5,57,19,4,11,1,16,6,76,48,3,4,2,14,5
N00002582,1086,548,147,156,99,81,55,238,56,54,63,35,19,11,187,60,28,41,26,26,6,209,95,38,32,16,16,12,172,107,15,15,14,13,8,97,68,5,4,5,6,9,183,162,7,1,3,1,9
N00002583,218,87,32,35,29,28,7,47,10,8,12,8,6,3,60,13,9,15,13,10,0,35,12,9,2,4,7,1,36,21,5,4,2,2,2,33,27,0,2,1,2,1,7,4,1,0,1,1,0
N00002584,256,95,40,45,34,29,13,70,15,12,22,15,4,2,47,11,12,8,8,8,0,41,14,7,10,4,6,0,54,22,6,3,6,9,8,29,22,3,2,1,0,1,15,11,0,0,0,2,2
N00002585,198,89,22,25,27,26,9,36,13,5,7,8,3,0,46,10,9,9,10,7,1,26,11,3,4,2,4,2,28,15,4,2,2,3,2,35,22,1,2,4,5,1,27,18,0,1,1,4,3
N00002586,253,114,32,42,26,26,13,41,12,5,14,7,2,1,61,12,11,11,13,14,0,48,26,6,8,3,3,2,39,17,7,7,0,4,4,40,27,3,1,3,3,3,24,20,0,1,0,0,3
N00002587,553,236,86,77,66,56,32,116,28,23,33,20,11,1,142,41,26,23,30,15,7,99,37,20,14,6,16,6,69,31,13,5,6,6,8,80,61,2,1,4,4,8,47,38,2,1,0,4,2
N00002588,205,92,30,34,24,13,12,41,5,9,15,8,1,3,61,19,9,13,12,3,5,31,15,5,3,2,4,2,29,20,2,1,2,3,1,31,23,3,2,0,2,1,12,10,2,0,0,0,0
N00002589,232,90,40,32,27,27,16,45,11,15,8,5,4,2,57,8,11,9,12,14,3,46,14,9,9,6,4,4,27,15,3,3,2,3,1,35,24,1,1,2,2,5,22,18,1,2,0,0,1
N00002590,1043,350,151,195,125,163,59,244,58,45,82,38,12,9,244,40,45,45,50,57,7,241,78,33,47,20,44,19,165,84,19,12,13,27,10,84,44,6,5,3,16,10,65,46,3,4,1,7,4
N00002591,835,202,103,167,122,189,52,184,29,22,67,48,17,1,186,28,21,28,42,61,6,181,42,24,39,11,46,19,177,48,31,26,16,44,12,62,29,3,6,4,15,5,45,26,2,1,1,6,9
N00002592,369,56,40,68,54,131,20,78,8,9,20,22,15,4,45,1,4,9,8,23,0,69,8,11,10,10,23,7,115,15,11,21,9,52,7,43,12,3,8,4,15,1,19,12,2,0,1,3,1
N00002593,243,70,34,39,23,65,12,45,8,6,15,12,4,0,43,4,6,3,5,20,5,38,6,6,8,3,13,2,44,13,10,8,3,8,2,32,14,4,2,0,12,0,41,25,2,3,0,8,3
N00002594,256,101,42,40,26,32,15,59,13,12,19,5,7,3,61,14,10,9,11,12,5,44,17,8,6,8,4,1,43,21,8,4,1,6,3,25,21,0,0,1,1,2,24,15,4,2,0,2,1
N00002595,303,117,37,37,36,57,19,81,24,11,14,15,15,2,39,11,7,4,7,10,0,62,20,9,9,8,15,1,61,28,7,5,3,8,10,38,18,2,3,3,8,4,22,16,1,2,0,1,2
N00002596,327,82,34,51,61,72,27,58,6,10,11,18,11,2,72,6,4,14,21,22,5,28,7,5,2,6,6,2,63,15,8,12,9,13,6,66,22,7,9,5,15,8,40,26,0,3,2,5,4
N00002597,257,65,32,48,36,55,21,63,8,15,17,14,7,2,42,4,5,7,6,19,1,46,12,3,9,5,12,5,58,17,6,10,6,10,9,38,17,3,5,3,7,3,10,7,0,0,2,0,1
N00002598,198,86,24,26,28,24,10,43,10,6,5,14,7,1,42,8,6,9,5,13,1,28,10,4,4,5,2,3,42,26,6,5,2,0,3,28,20,1,3,2,1,1,15,12,1,0,0,1,1
N00002599,327,86,53,49,59,60,20,62,5,9,21,23,2,2,52,7,7,5,15,16,2,46,5,14,5,7,14,1,73,17,16,14,10,13,3,56,26,5,3,4,12,6,38,26,2,1,0,3,6
N00002600,245,60,31,39,50,50,15,57,4,9,17,17,9,1,17,1,0,2,7,5,2,31,2,4,4,8,11,2,64,8,13,10,13,13,7,43,22,4,3,5,7,2,33,23,1,3,0,5,1
N00002601,302,67,31,51,43,85,25,56,7,9,15,13,10,2,48,4,4,14,6,18,2,36,9,2,4,4,12,5,57,5,7,6,11,23,5,59,16,6,10,7,15,5,46,26,3,2,2,7,6
N00002602,288,61,24,50,51,90,12,65,6,8,18,21,12,0,39,2,3,3,11,19,1,31,5,3,4,7,11,1,78,14,8,13,8,30,5,44,18,1,5,2,15,3,31,16,1,7,2,3,2
N00002603,775,266,89,109,102,137,72,209,37,31,45,57,19,20,151,22,24,28,19,42,16,110,36,14,18,12,20,10,109,48,14,10,8,20,9,79,45,4,5,5,13,7,117,78,2,3,1,23,10
N00002604,300,64,36,30,55,94,21,90,8,18,10,34,17,3,72,8,9,10,9,30,6,46,12,5,2,6,16,5,37,10,2,4,6,12,3,24,10,1,2,0,10,1,31,16,1,2,0,9,3
N00002605,228,69,22,35,20,51,31,41,10,5,12,4,3,7,66,10,6,14,4,23,9,42,9,6,7,5,11,4,40,16,4,1,5,6,8,21,10,1,1,1,6,2,18,14,0,0,1,2,1
N00002606,327,170,35,34,29,41,18,40,10,7,8,7,5,3,55,12,7,13,9,12,2,69,25,12,9,7,11,5,39,19,5,3,3,5,4,43,37,3,1,1,1,0,81,67,1,0,2,7,4
N00002607,147,75,17,20,12,18,5,16,1,5,4,4,2,0,21,4,3,6,3,5,0,21,7,4,6,1,3,0,40,23,3,2,4,6,2,27,22,2,1,0,1,1,22,18,0,1,0,1,2
N00002608,230,60,23,30,33,68,16,45,3,6,11,15,7,3,55,3,4,8,10,27,3,27,5,5,5,4,7,1,37,13,3,3,2,11,5,29,16,2,1,1,8,1,37,20,3,2,1,8,3
N00002609,821,80,23,109,354,214,41,481,3,9,76,326,52,15,82,0,0,9,11,59,3,29,1,1,2,2,17,6,31,6,3,8,3,10,1,80,8,4,12,5,46,5,118,62,6,2,7,30,11
N00002610,254,64,27,39,49,57,18,63,2,7,10,33,7,4,53,4,4,13,9,19,4,44,13,8,2,3,16,2,40,14,4,8,3,9,2,29,15,3,5,1,4,1,25,16,1,1,0,2,5
N00002611,120,39,14,8,13,35,11,17,2,5,2,4,4,0,24,4,1,1,4,10,4,17,6,1,1,3,5,1,22,8,2,2,0,9,1,14,4,3,1,1,4,1,26,15,2,1,1,3,4
N00002612,253,58,27,46,38,63,21,72,12,12,16,16,9,7,68,9,6,21,10,17,5,41,7,5,5,5,16,3,26,12,2,0,4,7,1,23,5,2,3,3,6,4,23,13,0,1,0,8,1
N00002613,592,212,76,74,71,104,55,93,14,13,27,19,10,10,106,13,12,16,22,30,13,122,27,27,19,12,28,9,96,36,15,8,12,16,9,65,40,3,3,3,9,7,110,82,6,1,3,11,7
N00002614,307,123,38,47,35,44,20,48,12,9,16,9,2,0,44,7,8,6,8,12,3,78,26,10,11,8,14,9,59,23,6,9,7,9,5,36,21,3,5,1,4,2,42,34,2,0,2,3,1
N00002615,241,97,32,39,29,30,14,51,9,8,18,12,4,0,45,6,12,7,6,10,4,38,14,8,5,3,5,3,48,24,3,7,7,5,2,35,23,1,1,1,4,5,24,21,0,1,0,2,0
N00002616,276,108,50,30,34,37,17,35,8,6,13,4,2,2,61,11,12,9,12,14,3,52,13,15,2,10,9,3,75,39,13,3,5,11,4,25,16,1,3,2,1,2,28,21,3,0,1,0,3
N00002617,380,153,37,57,39,71,23,54,6,10,17,10,7,4,67,11,4,17,11,21,3,50,11,7,9,7,16,0,66,22,7,10,7,13,7,41,20,4,3,1,9,4,102,83,5,1,3,5,5
N00002618,181,92,16,28,14,25,6,28,4,6,6,7,5,0,33,8,4,7,4,9,1,22,11,1,6,0,4,0,39,23,4,6,2,3,1,27,16,1,2,1,3,4,32,30,0,1,0,1,0
N00002619,523,160,63,75,63,115,47,82,16,15,23,16,7,5,149,21,15,24,24,50,15,103,32,20,12,10,21,8,72,29,5,10,6,15,7,58,25,6,5,4,13,5,59,37,2,1,3,9,7
N00002620,404,128,52,59,46,79,40,79,14,20,19,15,7,4,107,16,15,18,18,32,8,85,16,7,13,8,27,14,54,24,7,6,4,8,5,24,15,1,1,1,4,2,55,43,2,2,0,1,7
N00002621,182,81,18,26,12,30,15,24,3,6,4,4,4,3,25,4,3,5,2,11,0,31,11,6,6,3,3,2,31,12,3,5,2,7,2,22,12,0,2,1,4,3,49,39,0,4,0,1,5
N00002622,245,75,38,25,30,60,17,43,6,12,11,8,5,1,54,14,7,6,7,13,7,45,12,8,2,6,14,3,43,11,6,6,8,11,1,32,17,3,0,1,7,4,28,15,2,0,0,10,1
N00002623,223,110,26,30,22,21,14,30,4,4,13,5,4,0,30,3,6,8,6,7,0,25,6,5,1,5,5,3,45,20,10,6,3,3,3,36,28,1,1,1,1,4,57,49,0,1,2,1,4
N00002624,211,63,30,29,28,43,18,22,4,3,8,4,3,0,66,8,9,10,14,20,5,36,5,8,3,5,12,3,31,14,3,4,3,4,3,27,12,4,4,1,3,3,29,20,3,0,1,1,4
N00002625,257,112,41,31,23,34,16,40,10,11,8,6,3,2,50,7,11,6,7,15,4,72,27,12,12,6,13,2,33,18,2,4,4,2,3,23,19,2,0,0,0,2,39,31,3,1,0,1,3
N00002626,609,166,72,107,73,169,22,110,26,16,40,16,10,2,161,16,20,24,28,71,2,168,33,25,28,21,52,9,102,36,10,14,7,32,3,37,28,1,1,1,3,3,31,27,0,0,0,1,3
N00002627,260,154,22,26,20,21,17,32,11,6,7,2,3,3,26,9,6,4,5,2,0,36,14,4,7,4,5,2,54,30,4,6,5,5,4,39,26,1,2,4,4,2,73,64,1,0,0,2,6
N00002628,791,305,80,109,83,170,44,116,15,14,39,32,11,5,125,21,20,22,21,33,8,133,28,14,11,14,57,9,161,68,22,23,9,30,9,99,52,6,12,4,22,3,157,121,4,2,3,17,10
N00002629,194,104,26,31,13,13,7,28,2,9,10,5,1,1,31,7,4,12,3,4,1,16,9,0,2,3,2,0,36,16,9,5,2,2,2,27,21,3,1,0,2,0,56,49,1,1,0,2,3
N00002630,212,105,33,23,19,23,9,44,13,11,13,4,3,0,39,14,10,3,4,8,0,34,19,4,3,2,5,1,45,22,6,2,6,4,5,24,16,1,1,2,2,2,26,21,1,1,1,1,1
N00002631,262,113,38,34,29,31,17,58,9,17,15,10,5,2,37,8,7,6,8,8,0,49,20,5,4,6,9,5,41,18,5,6,3,6,3,27,12,3,3,2,3,4,50,46,1,0,0,0,3
N00002632,299,81,43,66,36,48,25,57,12,19,13,7,5,1,66,14,5,20,14,7,6,56,14,9,13,10,6,4,50,15,8,8,3,7,9,20,4,1,9,0,5,1,50,22,1,3,2,18,4
N00002633,350,103,48,68,40,77,14,71,15,10,26,11,6,3,59,5,7,14,13,18,2,41,12,9,7,6,6,1,58,21,11,6,5,12,3,54,17,6,10,3,17,1,67,33,5,5,2,18,4
N00002634,273,50,37,46,26,88,26,40,3,9,12,9,4,3,24,1,3,6,3,9,2,23,3,5,2,2,7,4,49,6,10,6,6,19,2,54,7,5,10,2,21,9,83,30,5,10,4,28,6
N00002635,275,127,31,33,27,32,25,45,9,10,8,9,8,1,35,8,3,8,7,4,5,36,15,3,5,5,5,3,45,23,5,7,3,5,2,48,26,7,3,2,3,7,66,46,3,2,1,7,7
N00002636,324,112,43,44,41,53,31,57,9,13,21,10,3,1,52,15,6,5,7,14,5,59,15,11,12,10,7,4,46,14,3,4,9,7,9,57,23,8,2,5,10,9,53,36,2,0,0,12,3
N00002637,389,104,44,50,55,100,36,47,8,10,10,11,4,4,77,3,5,12,21,33,3,75,8,10,10,15,22,10,58,18,9,7,5,14,5,62,21,8,9,3,16,5,70,46,2,2,0,11,9
N00002638,359,104,32,50,63,75,35,47,7,6,12,17,4,1,69,3,8,10,19,22,7,79,16,7,15,15,15,11,45,19,7,6,6,4,3,64,22,4,4,4,23,7,55,37,0,3,2,7,6
N00002639,236,89,28,33,22,43,21,24,8,5,5,4,2,0,42,8,9,5,9,7,4,46,6,6,6,6,18,4,32,10,4,7,1,4,6,47,26,3,7,1,7,3,45,31,1,3,1,5,4
N00002640,299,57,27,38,34,113,30,43,5,2,14,11,10,1,30,2,3,2,5,17,1,33,5,3,8,7,7,3,41,6,8,2,4,18,3,62,11,8,6,4,26,7,90,28,3,6,3,35,15
N00002641,270,38,34,51,43,83,21,43,9,4,16,10,4,0,47,2,8,7,8,17,5,65,6,10,12,14,19,4,60,5,8,9,7,24,7,39,9,3,6,2,14,5,16,7,1,1,2,5,0
N00002642,377,60,26,67,58,134,32,56,6,6,21,15,6,2,34,1,1,7,7,14,4,64,5,6,7,15,29,2,66,7,5,16,9,26,3,65,13,4,7,6,29,6,92,28,4,9,6,30,15
N00002643,326,32,25,71,44,137,17,56,2,4,17,16,14,3,44,1,3,7,5,28,0,35,2,3,7,5,17,1,68,2,4,16,9,36,1,71,10,6,14,5,30,6,52,15,5,10,4,12,6
N00002644,266,112,32,50,24,31,17,52,7,8,21,9,3,4,44,10,6,10,8,9,1,35,9,7,6,3,7,3,38,13,9,5,2,5,4,33,21,2,5,0,4,1,64,52,0,3,2,3,4
N00002645,246,58,25,46,30,69,18,35,7,7,12,7,1,1,39,4,2,7,8,16,2,48,7,13,8,6,11,3,44,11,0,9,6,16,2,24,6,1,4,2,9,2,56,23,2,6,1,16,8
N00002646,293,113,26,49,30,37,38,30,4,4,11,6,1,4,50,4,3,9,14,12,8,42,4,6,9,4,14,5,57,22,9,11,4,5,6,36,20,2,4,2,2,6,78,59,2,5,0,3,9
N00002647,597,147,84,110,63,124,69,82,9,10,34,16,7,6,103,11,9,17,17,38,11,106,15,21,17,12,26,15,128,26,28,20,12,31,11,76,17,13,18,4,13,11,102,69,3,4,2,9,15
N00002648,174,34,16,31,25,50,18,31,2,3,11,7,4,4,26,2,3,3,8,9,1,23,3,6,5,3,4,2,26,5,2,4,5,8,2,26,8,1,5,2,9,1,42,14,1,3,0,16,8
N00002649,421,171,47,46,42,72,43,57,8,10,16,18,1,4,40,6,5,3,9,16,1,79,12,12,16,8,18,13,64,23,11,7,5,10,8,49,17,5,2,1,16,8,132,105,4,2,1,11,9
N00002650,243,105,26,43,22,18,29,52,15,7,16,8,2,4,32,7,1,7,7,5,5,49,15,8,8,3,6,9,53,25,8,8,2,4,6,25,16,0,4,1,1,3,32,27,2,0,1,0,2
N00002651,351,65,40,68,40,102,36,38,4,6,13,9,2,4,49,3,3,8,4,27,4,91,3,16,16,14,36,6,52,5,7,13,6,17,4,40,8,6,8,3,10,5,81,42,2,10,4,10,13
N00002652,231,111,34,29,24,22,11,34,11,5,8,7,2,1,37,5,8,6,8,7,3,45,13,12,7,5,5,3,50,26,7,6,4,6,1,28,23,1,1,0,1,2,37,33,1,1,0,1,1
N00002653,341,78,29,48,47,105,34,44,3,6,13,13,5,4,88,7,7,14,19,36,5,64,3,10,11,9,30,1,49,14,2,6,3,21,3,32,16,1,2,2,7,4,64,35,3,2,1,6,17
N00002654,274,105,32,34,34,52,17,46,12,8,12,8,5,1,50,9,6,8,12,13,2,38,6,7,5,7,11,2,39,11,9,5,3,8,3,33,20,0,3,2,4,4,68,47,2,1,2,11,5
N00002655,253,106,37,42,16,31,21,48,7,12,15,3,7,4,39,9,4,10,7,5,4,36,12,9,5,4,5,1,47,27,8,5,1,3,3,25,14,1,2,0,5,3,58,37,3,5,1,6,6
N00002656,485,131,69,81,61,102,41,87,17,19,27,13,5,6,150,20,25,26,28,40,11,99,13,8,17,14,33,14,66,28,9,8,3,13,5,43,27,6,2,0,8,0,40,26,2,1,3,3,5
N00002657,285,99,38,47,34,39,28,53,15,9,17,6,1,5,59,14,10,8,13,8,6,34,5,4,8,5,9,3,52,15,11,11,3,7,5,36,17,2,3,3,4,7,51,33,2,0,4,10,2
N00002658,304,98,37,54,46,40,29,58,17,10,15,10,2,4,94,14,10,24,23,15,8,55,9,11,7,8,14,6,40,21,4,4,3,5,3,27,17,2,2,0,2,4,30,20,0,2,2,2,4
N00002659,242,101,27,42,25,26,21,63,21,9,16,11,1,5,59,17,11,12,8,7,4,46,15,3,8,4,12,4,33,21,2,2,1,5,2,20,12,2,3,1,0,2,21,15,0,1,0,1,4
N00002660,343,82,34,51,47,91,38,54,8,7,12,16,7,4,50,6,3,9,9,21,2,52,3,9,8,7,17,8,52,7,11,9,6,12,7,37,7,3,6,3,13,5,98,51,1,7,6,21,12
N00002661,383,141,49,54,46,59,34,50,19,10,10,5,4,2,97,13,10,19,22,33,0,69,20,9,9,12,10,9,56,18,15,7,5,3,8,48,30,3,2,2,4,7,63,41,2,7,0,5,8
N00002662,299,82,33,42,41,76,25,29,2,5,11,8,2,1,80,6,7,18,14,29,6,52,8,7,8,9,15,5,52,15,8,4,5,17,3,26,13,5,0,2,1,5,60,38,1,1,3,12,5
N00002663,250,50,24,54,32,59,31,32,6,3,12,4,5,2,52,4,1,11,11,18,7,65,9,9,16,10,15,6,34,5,6,5,5,11,2,41,10,5,7,2,8,9,26,16,0,3,0,2,5
