GeographyCode,KS403NI0001,KS403NI0002,KS403NI0003,KS403NI0004,KS403NI0005,KS403NI0006,KS403NI0007,KS403NI0008,KS403NI0009,KS403NI0010,KS403NI0011,KS403NI0012,KS403NI0013,KS403NI0014,KS403NI0015,KS403NI0016,KS403NI0017,KS403NI0018
N00001992,132,61,34,18,12,6,1,0,0,2.02,46.21,25.76,13.64,9.09,4.55,0.76,0,0
N00001993,117,50,36,13,9,5,1,3,0,2.13,42.74,30.77,11.11,7.69,4.27,0.85,2.56,0
N00001994,131,29,36,29,21,13,3,0,0,2.71,22.14,27.48,22.14,16.03,9.92,2.29,0,0
N00001995,138,44,35,32,17,6,3,0,1,2.43,31.88,25.36,23.19,12.32,4.35,2.17,0,0.72
N00001996,126,29,46,25,14,7,3,2,0,2.53,23.02,36.51,19.84,11.11,5.56,2.38,1.59,0
N00001997,145,33,48,29,24,10,1,0,0,2.54,22.76,33.10,20.00,16.55,6.90,0.69,0,0
N00001998,110,39,37,17,14,2,1,0,0,2.15,35.45,33.64,15.45,12.73,1.82,0.91,0,0
N00001999,409,89,94,90,92,38,3,2,1,2.80,21.76,22.98,22.00,22.49,9.29,0.73,0.49,0.24
N00002000,128,22,56,19,14,12,3,2,0,2.65,17.19,43.75,14.84,10.94,9.38,2.34,1.56,0
N00002001,137,27,42,32,19,10,6,1,0,2.74,19.71,30.66,23.36,13.87,7.30,4.38,0.73,0
N00002002,116,26,46,16,11,14,3,0,0,2.57,22.41,39.66,13.79,9.48,12.07,2.59,0,0
N00002003,113,22,45,20,14,9,3,0,0,2.58,19.47,39.82,17.70,12.39,7.96,2.65,0,0
N00002004,144,39,38,28,27,9,3,0,0,2.57,27.08,26.39,19.44,18.75,6.25,2.08,0,0
N00002005,97,40,39,9,4,5,0,0,0,1.92,41.24,40.21,9.28,4.12,5.15,0,0,0
N00002006,119,43,49,13,7,7,0,0,0,2.04,36.13,41.18,10.92,5.88,5.88,0,0,0
N00002007,113,43,50,7,8,4,1,0,0,1.96,38.05,44.25,6.19,7.08,3.54,0.88,0,0
N00002008,273,96,85,40,25,18,9,0,0,2.31,35.16,31.14,14.65,9.16,6.59,3.30,0,0
N00002009,135,49,39,21,17,9,0,0,0,2.24,36.30,28.89,15.56,12.59,6.67,0,0,0
N00002010,155,20,55,23,25,19,9,2,2,3.08,12.90,35.48,14.84,16.13,12.26,5.81,1.29,1.29
N00002011,177,39,35,30,27,30,11,1,4,3.19,22.03,19.77,16.95,15.25,16.95,6.21,0.56,2.26
N00002012,164,47,26,29,25,18,12,5,2,3.05,28.66,15.85,17.68,15.24,10.98,7.32,3.05,1.22
N00002013,123,33,35,25,15,12,2,0,1,2.59,26.83,28.46,20.33,12.20,9.76,1.63,0,0.81
N00002014,356,62,133,62,60,20,16,2,1,2.74,17.42,37.36,17.42,16.85,5.62,4.49,0.56,0.28
N00002015,126,42,39,23,12,7,2,0,1,2.32,33.33,30.95,18.25,9.52,5.56,1.59,0,0.79
N00002016,115,41,37,20,11,3,3,0,0,2.19,35.65,32.17,17.39,9.57,2.61,2.61,0,0
N00002017,127,31,53,17,18,5,3,0,0,2.39,24.41,41.73,13.39,14.17,3.94,2.36,0,0
N00002018,573,162,204,77,84,39,3,1,3,2.41,28.27,35.60,13.44,14.66,6.81,0.52,0.17,0.52
N00002019,122,50,38,17,10,6,1,0,0,2.07,40.98,31.15,13.93,8.20,4.92,0.82,0,0
N00002020,123,30,43,17,24,8,1,0,0,2.51,24.39,34.96,13.82,19.51,6.50,0.81,0,0
N00002021,150,28,41,14,36,19,10,2,0,3.10,18.67,27.33,9.33,24.00,12.67,6.67,1.33,0
N00002022,146,34,55,17,23,12,4,1,0,2.59,23.29,37.67,11.64,15.75,8.22,2.74,0.68,0
N00002023,153,23,53,21,26,20,10,0,0,2.98,15.03,34.64,13.73,16.99,13.07,6.54,0,0
N00002024,159,25,41,36,25,18,12,1,1,3.11,15.72,25.79,22.64,15.72,11.32,7.55,0.63,0.63
N00002025,121,63,32,13,8,2,2,1,0,1.88,52.07,26.45,10.74,6.61,1.65,1.65,0.83,0
N00002026,168,33,59,41,20,9,4,2,0,2.60,19.64,35.12,24.40,11.90,5.36,2.38,1.19,0
N00002027,105,31,40,12,14,3,2,2,1,2.40,29.52,38.10,11.43,13.33,2.86,1.90,1.90,0.95
N00002028,430,79,113,84,103,44,6,1,0,2.87,18.37,26.28,19.53,23.95,10.23,1.40,0.23,0
N00002029,229,61,61,49,43,12,1,2,0,2.54,26.64,26.64,21.40,18.78,5.24,0.44,0.87,0
N00002030,120,19,43,26,19,10,2,0,1,2.75,15.83,35.83,21.67,15.83,8.33,1.67,0,0.83
N00002031,123,22,31,28,30,10,2,0,0,2.85,17.89,25.20,22.76,24.39,8.13,1.63,0,0
N00002032,194,39,70,36,35,12,2,0,0,2.57,20.10,36.08,18.56,18.04,6.19,1.03,0,0
N00002033,105,27,35,26,12,4,1,0,0,2.37,25.71,33.33,24.76,11.43,3.81,0.95,0,0
N00002034,120,22,40,30,21,6,1,0,0,2.60,18.33,33.33,25.00,17.50,5.00,0.83,0,0
N00002035,136,28,49,33,18,4,4,0,0,2.51,20.59,36.03,24.26,13.24,2.94,2.94,0,0
N00002036,136,28,44,37,18,3,3,2,1,2.60,20.59,32.35,27.21,13.24,2.21,2.21,1.47,0.74
N00002037,184,19,60,27,51,16,7,4,0,3.12,10.33,32.61,14.67,27.72,8.70,3.80,2.17,0
N00002038,157,39,53,29,22,11,2,1,0,2.51,24.84,33.76,18.47,14.01,7.01,1.27,0.64,0
N00002039,126,40,36,21,19,7,2,0,1,2.43,31.75,28.57,16.67,15.08,5.56,1.59,0,0.79
N00002040,125,21,47,23,19,9,5,1,0,2.74,16.80,37.60,18.40,15.20,7.20,4.00,0.80,0
N00002041,121,24,37,15,21,17,6,1,0,2.93,19.83,30.58,12.40,17.36,14.05,4.96,0.83,0
N00002042,123,35,58,15,7,5,3,0,0,2.17,28.46,47.15,12.20,5.69,4.07,2.44,0,0
N00002043,141,45,44,19,22,7,4,0,0,2.39,31.91,31.21,13.48,15.60,4.96,2.84,0,0
N00002044,272,99,104,41,18,7,3,0,0,2.04,36.40,38.24,15.07,6.62,2.57,1.10,0,0
N00002045,133,29,51,20,22,11,0,0,0,2.51,21.80,38.35,15.04,16.54,8.27,0,0,0
N00002046,110,19,55,15,14,4,2,1,0,2.45,17.27,50.00,13.64,12.73,3.64,1.82,0.91,0
N00002047,122,61,38,12,7,3,1,0,0,1.82,50.00,31.15,9.84,5.74,2.46,0.82,0,0
N00002048,107,58,23,15,5,3,3,0,0,1.89,54.21,21.50,14.02,4.67,2.80,2.80,0,0
N00002049,117,49,47,13,4,4,0,0,0,1.86,41.88,40.17,11.11,3.42,3.42,0,0,0
N00002050,104,54,29,11,6,4,0,0,0,1.82,51.92,27.88,10.58,5.77,3.85,0,0,0
N00002051,249,129,70,27,14,6,3,0,0,1.82,51.81,28.11,10.84,5.62,2.41,1.20,0,0
N00002052,108,43,29,19,10,4,1,2,0,2.20,39.81,26.85,17.59,9.26,3.70,0.93,1.85,0
N00002053,109,42,35,15,12,3,2,0,0,2.13,38.53,32.11,13.76,11.01,2.75,1.83,0,0
N00002054,161,30,55,30,27,10,6,2,1,2.77,18.63,34.16,18.63,16.77,6.21,3.73,1.24,0.62
N00002055,166,38,41,31,21,19,13,1,2,2.98,22.89,24.70,18.67,12.65,11.45,7.83,0.60,1.20
N00002056,167,28,59,29,27,18,5,1,0,2.80,16.77,35.33,17.37,16.17,10.78,2.99,0.60,0
N00002057,139,29,41,16,31,15,4,1,2,2.91,20.86,29.50,11.51,22.30,10.79,2.88,0.72,1.44
N00002058,191,36,39,30,40,24,16,2,4,3.30,18.85,20.42,15.71,20.94,12.57,8.38,1.05,2.09
N00002059,126,59,33,13,13,7,1,0,0,2.04,46.83,26.19,10.32,10.32,5.56,0.79,0,0
N00002060,430,231,113,42,25,15,3,0,1,1.82,53.72,26.28,9.77,5.81,3.49,0.70,0,0.23
N00002061,307,123,91,35,34,20,4,0,0,2.18,40.07,29.64,11.40,11.07,6.51,1.30,0,0
N00002062,112,51,35,7,13,4,2,0,0,2.02,45.54,31.25,6.25,11.61,3.57,1.79,0,0
N00002063,129,24,54,15,12,21,2,0,1,2.73,18.60,41.86,11.63,9.30,16.28,1.55,0,0.78
N00002064,293,83,106,45,29,24,4,2,0,2.40,28.33,36.18,15.36,9.90,8.19,1.37,0.68,0
N00002065,105,27,33,21,14,7,0,3,0,2.55,25.71,31.43,20.00,13.33,6.67,0,2.86,0
N00002066,125,35,45,12,18,8,3,2,2,2.57,28.00,36.00,9.60,14.40,6.40,2.40,1.60,1.60
N00002067,372,100,89,69,63,40,11,0,0,2.70,26.88,23.92,18.55,16.94,10.75,2.96,0,0
N00002068,104,31,38,17,7,7,2,1,1,2.38,29.81,36.54,16.35,6.73,6.73,1.92,0.96,0.96
N00002069,162,35,53,25,33,10,5,1,0,2.69,21.60,32.72,15.43,20.37,6.17,3.09,0.62,0
N00002070,422,95,125,81,76,30,13,2,0,2.69,22.51,29.62,19.19,18.01,7.11,3.08,0.47,0
N00002071,136,31,61,18,18,7,1,0,0,2.35,22.79,44.85,13.24,13.24,5.15,0.74,0,0
N00002072,113,28,36,24,17,5,2,1,0,2.51,24.78,31.86,21.24,15.04,4.42,1.77,0.88,0
N00002073,119,44,33,23,13,5,1,0,0,2.20,36.97,27.73,19.33,10.92,4.20,0.84,0,0
N00002074,324,62,119,63,57,15,8,0,0,2.59,19.14,36.73,19.44,17.59,4.63,2.47,0,0
N00002075,130,21,44,21,31,12,1,0,0,2.78,16.15,33.85,16.15,23.85,9.23,0.77,0,0
N00002076,104,39,32,13,16,4,0,0,0,2.17,37.50,30.77,12.50,15.38,3.85,0,0,0
N00002077,108,33,45,17,10,3,0,0,0,2.12,30.56,41.67,15.74,9.26,2.78,0,0,0
N00002078,119,33,46,22,15,3,0,0,0,2.24,27.73,38.66,18.49,12.61,2.52,0,0,0
N00002079,289,98,97,43,33,11,5,1,1,2.26,33.91,33.56,14.88,11.42,3.81,1.73,0.35,0.35
N00002080,131,37,48,19,12,10,3,1,1,2.45,28.24,36.64,14.50,9.16,7.63,2.29,0.76,0.76
N00002081,129,51,42,15,9,8,2,2,0,2.19,39.53,32.56,11.63,6.98,6.20,1.55,1.55,0
N00002082,294,70,88,59,45,26,6,0,0,2.62,23.81,29.93,20.07,15.31,8.84,2.04,0,0
N00002083,130,30,51,22,12,13,2,0,0,2.48,23.08,39.23,16.92,9.23,10.00,1.54,0,0
N00002084,171,32,68,34,25,9,2,0,1,2.56,18.71,39.77,19.88,14.62,5.26,1.17,0,0.58
N00002085,208,26,82,33,45,14,6,2,0,2.83,12.50,39.42,15.87,21.63,6.73,2.88,0.96,0
N00002086,177,17,84,30,27,16,2,1,0,2.72,9.60,47.46,16.95,15.25,9.04,1.13,0.56,0
N00002087,123,70,27,11,8,6,1,0,0,1.83,56.91,21.95,8.94,6.50,4.88,0.81,0,0
N00002088,143,45,42,28,18,9,1,0,0,2.35,31.47,29.37,19.58,12.59,6.29,0.70,0,0
N00002089,136,24,51,25,17,12,5,1,1,2.75,17.65,37.50,18.38,12.50,8.82,3.68,0.74,0.74
N00002090,154,31,36,18,34,21,12,2,0,3.14,20.13,23.38,11.69,22.08,13.64,7.79,1.30,0
N00002091,314,63,75,47,58,47,14,8,2,3.12,20.06,23.89,14.97,18.47,14.97,4.46,2.55,0.64
N00002092,177,38,47,31,28,22,8,2,1,2.92,21.47,26.55,17.51,15.82,12.43,4.52,1.13,0.56
N00002093,191,40,41,31,31,31,16,1,0,3.13,20.94,21.47,16.23,16.23,16.23,8.38,0.52,0
N00002094,277,77,80,55,43,15,4,2,1,2.51,27.80,28.88,19.86,15.52,5.42,1.44,0.72,0.36
N00002095,155,32,34,23,35,16,11,3,1,3.13,20.65,21.94,14.84,22.58,10.32,7.10,1.94,0.65
N00002096,161,31,52,26,28,17,5,2,0,2.82,19.25,32.30,16.15,17.39,10.56,3.11,1.24,0
N00002097,129,24,42,19,24,15,5,0,0,2.84,18.60,32.56,14.73,18.60,11.63,3.88,0,0
N00002098,132,32,35,13,21,20,7,2,2,3.01,24.24,26.52,9.85,15.91,15.15,5.30,1.52,1.52
N00002099,139,27,29,24,30,18,7,2,2,3.17,19.42,20.86,17.27,21.58,12.95,5.04,1.44,1.44
N00002100,147,28,28,20,24,23,18,6,0,3.44,19.05,19.05,13.61,16.33,15.65,12.24,4.08,0
N00002101,153,23,24,25,27,32,18,3,1,3.60,15.03,15.69,16.34,17.65,20.92,11.76,1.96,0.65
N00002102,133,20,34,17,25,18,14,4,1,3.38,15.04,25.56,12.78,18.80,13.53,10.53,3.01,0.75
N00002103,267,41,73,58,48,33,13,0,1,3.01,15.36,27.34,21.72,17.98,12.36,4.87,0,0.37
N00002104,114,34,35,22,11,8,3,0,1,2.46,29.82,30.70,19.30,9.65,7.02,2.63,0,0.88
N00002105,149,33,42,30,26,9,6,0,3,2.80,22.15,28.19,20.13,17.45,6.04,4.03,0,2.01
N00002106,118,23,33,29,19,10,3,1,0,2.77,19.49,27.97,24.58,16.10,8.47,2.54,0.85,0
N00002107,172,25,42,34,39,23,7,2,0,3.13,14.53,24.42,19.77,22.67,13.37,4.07,1.16,0
N00002108,154,32,47,35,18,16,4,2,0,2.73,20.78,30.52,22.73,11.69,10.39,2.60,1.30,0
N00002109,162,30,30,29,33,28,9,3,0,3.23,18.52,18.52,17.90,20.37,17.28,5.56,1.85,0
N00002110,175,41,35,28,40,18,10,2,1,3.03,23.43,20.00,16.00,22.86,10.29,5.71,1.14,0.57
N00002111,155,30,24,23,38,21,10,4,5,3.45,19.35,15.48,14.84,24.52,13.55,6.45,2.58,3.23
N00002112,144,24,36,20,25,24,13,2,0,3.25,16.67,25.00,13.89,17.36,16.67,9.03,1.39,0
N00002113,167,28,40,27,38,21,9,2,2,3.18,16.77,23.95,16.17,22.75,12.57,5.39,1.20,1.20
N00002114,145,46,41,16,26,11,4,1,0,2.52,31.72,28.28,11.03,17.93,7.59,2.76,0.69,0
N00002115,111,38,41,15,7,6,3,0,1,2.24,34.23,36.94,13.51,6.31,5.41,2.70,0,0.90
N00002116,118,37,41,26,7,4,3,0,0,2.23,31.36,34.75,22.03,5.93,3.39,2.54,0,0
N00002117,119,27,33,24,22,8,5,0,0,2.71,22.69,27.73,20.17,18.49,6.72,4.20,0,0
N00002118,135,21,40,23,30,14,4,2,1,3.01,15.56,29.63,17.04,22.22,10.37,2.96,1.48,0.74
N00002119,109,30,34,17,19,4,3,1,1,2.55,27.52,31.19,15.60,17.43,3.67,2.75,0.92,0.92
N00002120,110,35,35,16,14,9,0,1,0,2.37,31.82,31.82,14.55,12.73,8.18,0,0.91,0
N00002121,149,27,38,26,31,17,7,2,1,3.05,18.12,25.50,17.45,20.81,11.41,4.70,1.34,0.67
N00002122,157,27,39,18,30,21,17,3,2,3.33,17.20,24.84,11.46,19.11,13.38,10.83,1.91,1.27
N00002123,148,28,28,31,32,21,5,3,0,3.11,18.92,18.92,20.95,21.62,14.19,3.38,2.03,0
N00002124,118,22,34,24,19,11,5,1,2,2.93,18.64,28.81,20.34,16.10,9.32,4.24,0.85,1.69
N00002125,481,108,159,71,66,53,19,3,2,2.74,22.45,33.06,14.76,13.72,11.02,3.95,0.62,0.42
N00002126,170,30,60,23,33,16,7,1,0,2.82,17.65,35.29,13.53,19.41,9.41,4.12,0.59,0
N00002127,316,77,113,51,43,15,13,1,3,2.57,24.37,35.76,16.14,13.61,4.75,4.11,0.32,0.95
N00002128,321,93,113,45,51,12,5,1,1,2.38,28.97,35.20,14.02,15.89,3.74,1.56,0.31,0.31
N00002129,460,186,136,63,41,27,6,0,1,2.15,40.43,29.57,13.70,8.91,5.87,1.30,0,0.22
N00002130,166,51,54,26,19,10,5,0,1,2.42,30.72,32.53,15.66,11.45,6.02,3.01,0,0.60
N00002131,136,19,40,20,26,24,6,1,0,3.13,13.97,29.41,14.71,19.12,17.65,4.41,0.74,0
N00002132,111,24,23,9,15,22,15,1,2,3.43,21.62,20.72,8.11,13.51,19.82,13.51,0.90,1.80
N00002133,172,35,41,27,38,26,4,0,1,2.98,20.35,23.84,15.70,22.09,15.12,2.33,0,0.58
N00002134,121,34,26,16,23,15,7,0,0,2.83,28.10,21.49,13.22,19.01,12.40,5.79,0,0
N00002135,159,35,27,20,32,31,12,2,0,3.26,22.01,16.98,12.58,20.13,19.50,7.55,1.26,0
N00002136,149,64,39,27,12,4,2,1,0,2.08,42.95,26.17,18.12,8.05,2.68,1.34,0.67,0
N00002137,112,17,47,27,14,7,0,0,0,2.53,15.18,41.96,24.11,12.50,6.25,0,0,0
N00002138,132,44,38,29,9,10,1,1,0,2.32,33.33,28.79,21.97,6.82,7.58,0.76,0.76,0
N00002139,245,42,59,42,63,27,10,2,0,3.05,17.14,24.08,17.14,25.71,11.02,4.08,0.82,0
N00002140,113,26,42,20,15,9,1,0,0,2.49,23.01,37.17,17.70,13.27,7.96,0.88,0,0
N00002141,120,57,41,7,10,4,1,0,0,1.88,47.50,34.17,5.83,8.33,3.33,0.83,0,0
N00002142,111,53,25,20,9,3,1,0,0,1.98,47.75,22.52,18.02,8.11,2.70,0.90,0,0
N00002143,146,32,30,20,30,19,15,0,0,3.13,21.92,20.55,13.70,20.55,13.01,10.27,0,0
N00002144,190,47,41,25,40,20,9,7,1,3.03,24.74,21.58,13.16,21.05,10.53,4.74,3.68,0.53
N00002145,144,23,29,21,30,20,17,2,2,3.46,15.97,20.14,14.58,20.83,13.89,11.81,1.39,1.39
N00002146,143,39,43,22,14,15,9,0,1,2.69,27.27,30.07,15.38,9.79,10.49,6.29,0,0.70
N00002147,153,48,38,26,23,13,2,1,2,2.58,31.37,24.84,16.99,15.03,8.50,1.31,0.65,1.31
N00002148,134,24,33,31,20,17,6,2,1,3.03,17.91,24.63,23.13,14.93,12.69,4.48,1.49,0.75
N00002149,143,31,34,25,27,14,6,3,3,3.03,21.68,23.78,17.48,18.88,9.79,4.20,2.10,2.10
N00002150,133,27,48,24,22,11,1,0,0,2.59,20.30,36.09,18.05,16.54,8.27,0.75,0,0
N00002151,103,18,33,17,22,8,3,2,0,2.86,17.48,32.04,16.50,21.36,7.77,2.91,1.94,0
N00002152,129,43,47,19,9,6,5,0,0,2.25,33.33,36.43,14.73,6.98,4.65,3.88,0,0
N00002153,143,20,45,19,32,12,13,1,1,3.14,13.99,31.47,13.29,22.38,8.39,9.09,0.70,0.70
N00002154,132,26,39,18,24,16,5,2,2,2.98,19.70,29.55,13.64,18.18,12.12,3.79,1.52,1.52
N00002155,152,25,23,28,32,25,13,6,0,3.47,16.45,15.13,18.42,21.05,16.45,8.55,3.95,0
N00002156,143,38,43,23,18,14,6,1,0,2.64,26.57,30.07,16.08,12.59,9.79,4.20,0.70,0
N00002157,133,52,40,18,15,3,4,1,0,2.20,39.10,30.08,13.53,11.28,2.26,3.01,0.75,0
N00002158,139,23,27,27,27,26,5,3,1,3.27,16.55,19.42,19.42,19.42,18.71,3.60,2.16,0.72
N00002159,160,22,34,27,28,32,10,6,1,3.48,13.75,21.25,16.88,17.50,20.00,6.25,3.75,0.63
N00002160,125,20,32,24,25,15,7,2,0,3.10,16.00,25.60,19.20,20.00,12.00,5.60,1.60,0
N00002161,148,25,34,16,34,22,13,3,1,3.34,16.89,22.97,10.81,22.97,14.86,8.78,2.03,0.68
N00002162,143,29,29,22,22,25,11,4,1,3.28,20.28,20.28,15.38,15.38,17.48,7.69,2.80,0.70
N00002163,206,47,65,31,38,18,6,0,1,2.70,22.82,31.55,15.05,18.45,8.74,2.91,0,0.49
N00002164,126,43,35,22,15,8,3,0,0,2.36,34.13,27.78,17.46,11.90,6.35,2.38,0,0
N00002165,118,19,23,30,17,19,7,2,1,3.24,16.10,19.49,25.42,14.41,16.10,5.93,1.69,0.85
N00002166,123,23,35,28,20,12,4,1,0,2.83,18.70,28.46,22.76,16.26,9.76,3.25,0.81,0
N00002167,149,57,43,14,19,11,4,0,1,2.34,38.26,28.86,9.40,12.75,7.38,2.68,0,0.67
N00002168,110,26,28,26,16,13,1,0,0,2.68,23.64,25.45,23.64,14.55,11.82,0.91,0,0
N00002169,183,56,54,29,20,18,6,0,0,2.50,30.60,29.51,15.85,10.93,9.84,3.28,0,0
N00002170,128,40,37,20,20,7,4,0,0,2.45,31.25,28.91,15.63,15.63,5.47,3.13,0,0
N00002171,161,18,37,30,41,27,6,2,0,3.30,11.18,22.98,18.63,25.47,16.77,3.73,1.24,0
N00002172,192,28,43,30,48,31,9,2,1,3.28,14.58,22.40,15.63,25.00,16.15,4.69,1.04,0.52
N00002173,148,21,32,37,24,24,8,1,1,3.22,14.19,21.62,25.00,16.22,16.22,5.41,0.68,0.68
N00002174,173,34,41,26,33,26,9,4,0,3.11,19.65,23.70,15.03,19.08,15.03,5.20,2.31,0
N00002175,249,41,69,50,47,30,9,3,0,2.98,16.47,27.71,20.08,18.88,12.05,3.61,1.20,0
N00002176,178,23,46,26,48,27,7,0,1,3.20,12.92,25.84,14.61,26.97,15.17,3.93,0,0.56
N00002177,183,22,41,35,45,24,12,0,4,3.37,12.02,22.40,19.13,24.59,13.11,6.56,0,2.19
N00002178,167,26,35,40,41,17,7,1,0,3.08,15.57,20.96,23.95,24.55,10.18,4.19,0.60,0
N00002179,139,41,48,23,14,9,3,1,0,2.39,29.50,34.53,16.55,10.07,6.47,2.16,0.72,0
N00002180,105,46,36,15,4,4,0,0,0,1.90,43.81,34.29,14.29,3.81,3.81,0,0,0
N00002181,243,34,68,51,60,25,4,1,0,2.96,13.99,27.98,20.99,24.69,10.29,1.65,0.41,0
N00002182,136,31,43,25,20,12,5,0,0,2.66,22.79,31.62,18.38,14.71,8.82,3.68,0,0
N00002183,162,97,42,13,8,2,0,0,0,1.62,59.88,25.93,8.02,4.94,1.23,0,0,0
N00002184,130,74,31,19,5,0,0,1,0,1.69,56.92,23.85,14.62,3.85,0,0,0.77,0
N00002185,217,111,56,25,16,6,2,1,0,1.89,51.15,25.81,11.52,7.37,2.76,0.92,0.46,0
N00002186,116,51,31,21,9,4,0,0,0,2.00,43.97,26.72,18.10,7.76,3.45,0,0,0
N00002187,119,31,32,40,11,4,0,1,0,2.40,26.05,26.89,33.61,9.24,3.36,0,0.84,0
N00002188,108,60,26,11,10,1,0,0,0,1.76,55.56,24.07,10.19,9.26,0.93,0,0,0
N00002189,108,30,49,14,11,3,1,0,0,2.18,27.78,45.37,12.96,10.19,2.78,0.93,0,0
N00002190,217,60,68,47,26,7,6,3,0,2.46,27.65,31.34,21.66,11.98,3.23,2.76,1.38,0
N00002191,101,46,25,12,12,3,3,0,0,2.11,45.54,24.75,11.88,11.88,2.97,2.97,0,0
N00002192,196,46,71,40,22,11,3,2,1,2.52,23.47,36.22,20.41,11.22,5.61,1.53,1.02,0.51
N00002193,115,52,31,10,15,5,2,0,0,2.10,45.22,26.96,8.70,13.04,4.35,1.74,0,0
N00002194,120,65,26,18,8,2,1,0,0,1.83,54.17,21.67,15.00,6.67,1.67,0.83,0,0
N00002195,127,44,37,15,15,8,7,1,0,2.46,34.65,29.13,11.81,11.81,6.30,5.51,0.79,0
N00002196,204,32,66,40,36,21,8,0,1,2.89,15.69,32.35,19.61,17.65,10.29,3.92,0,0.49
N00002197,212,25,52,51,52,26,5,1,0,3.10,11.79,24.53,24.06,24.53,12.26,2.36,0.47,0
N00002198,118,34,36,21,18,6,2,1,0,2.46,28.81,30.51,17.80,15.25,5.08,1.69,0.85,0
N00002199,122,24,42,27,21,4,4,0,0,2.60,19.67,34.43,22.13,17.21,3.28,3.28,0,0
N00002200,161,46,47,28,25,8,3,3,1,2.55,28.57,29.19,17.39,15.53,4.97,1.86,1.86,0.62
N00002201,120,55,34,14,9,5,3,0,0,2.03,45.83,28.33,11.67,7.50,4.17,2.50,0,0
N00002202,153,27,52,26,28,12,7,1,0,2.81,17.65,33.99,16.99,18.30,7.84,4.58,0.65,0
N00002203,421,95,127,81,79,33,6,0,0,2.63,22.57,30.17,19.24,18.76,7.84,1.43,0,0
N00002204,156,29,54,22,35,11,2,3,0,2.76,18.59,34.62,14.10,22.44,7.05,1.28,1.92,0
N00002205,249,37,45,42,80,38,7,0,0,3.23,14.86,18.07,16.87,32.13,15.26,2.81,0,0
N00002206,129,33,38,26,26,3,2,1,0,2.52,25.58,29.46,20.16,20.16,2.33,1.55,0.78,0
N00002207,118,30,37,26,14,6,4,1,0,2.53,25.42,31.36,22.03,11.86,5.08,3.39,0.85,0
N00002208,123,36,43,13,9,10,7,1,4,2.72,29.27,34.96,10.57,7.32,8.13,5.69,0.81,3.25
N00002209,122,17,40,23,24,13,3,0,2,2.96,13.93,32.79,18.85,19.67,10.66,2.46,0,1.64
N00002210,136,20,35,28,28,19,6,0,0,3.07,14.71,25.74,20.59,20.59,13.97,4.41,0,0
N00002211,131,59,40,22,8,2,0,0,0,1.89,45.04,30.53,16.79,6.11,1.53,0,0,0
N00002212,107,27,39,20,14,6,0,0,1,2.42,25.23,36.45,18.69,13.08,5.61,0,0,0.93
N00002213,278,46,88,52,58,27,4,3,0,2.84,16.55,31.65,18.71,20.86,9.71,1.44,1.08,0
N00002214,138,27,48,29,23,10,1,0,0,2.59,19.57,34.78,21.01,16.67,7.25,0.72,0,0
N00002215,120,39,39,23,11,7,1,0,0,2.26,32.50,32.50,19.17,9.17,5.83,0.83,0,0
N00002216,124,39,45,25,11,3,1,0,0,2.17,31.45,36.29,20.16,8.87,2.42,0.81,0,0
N00002217,111,39,38,20,10,4,0,0,0,2.12,35.14,34.23,18.02,9.01,3.60,0,0,0
N00002218,109,37,43,12,12,2,3,0,0,2.16,33.94,39.45,11.01,11.01,1.83,2.75,0,0
N00002219,114,47,38,18,8,3,0,0,0,1.96,41.23,33.33,15.79,7.02,2.63,0,0,0
N00002220,176,41,53,47,25,8,2,0,0,2.50,23.30,30.11,26.70,14.20,4.55,1.14,0,0
N00002221,197,58,72,34,22,10,1,0,0,2.27,29.44,36.55,17.26,11.17,5.08,0.51,0,0
N00002222,120,44,32,16,17,8,3,0,0,2.35,36.67,26.67,13.33,14.17,6.67,2.50,0,0
N00002223,71,34,23,5,5,2,1,1,0,1.94,47.89,32.39,7.04,7.04,2.82,1.41,1.41,0
N00002224,89,36,23,13,12,3,1,0,1,2.22,40.45,25.84,14.61,13.48,3.37,1.12,0,1.12
N00002225,193,113,46,19,10,2,2,1,0,1.72,58.55,23.83,9.84,5.18,1.04,1.04,0.52,0
N00002226,99,29,37,17,10,5,1,0,0,2.27,29.29,37.37,17.17,10.10,5.05,1.01,0,0
N00002227,112,38,38,17,13,4,2,0,0,2.22,33.93,33.93,15.18,11.61,3.57,1.79,0,0
N00002228,120,48,29,24,13,6,0,0,0,2.17,40.00,24.17,20.00,10.83,5.00,0,0,0
N00002229,340,71,71,75,69,34,15,3,2,2.98,20.88,20.88,22.06,20.29,10.00,4.41,0.88,0.59
N00002230,120,46,31,19,8,10,4,1,1,2.41,38.33,25.83,15.83,6.67,8.33,3.33,0.83,0.83
N00002231,145,51,38,26,16,6,7,1,0,2.40,35.17,26.21,17.93,11.03,4.14,4.83,0.69,0
N00002232,324,97,101,60,37,23,5,1,0,2.40,29.94,31.17,18.52,11.42,7.10,1.54,0.31,0
N00002233,140,57,34,22,15,11,1,0,0,2.23,40.71,24.29,15.71,10.71,7.86,0.71,0,0
N00002234,120,54,30,22,6,6,2,0,0,2.05,45.00,25.00,18.33,5.00,5.00,1.67,0,0
N00002235,137,54,33,26,12,8,1,2,1,2.29,39.42,24.09,18.98,8.76,5.84,0.73,1.46,0.73
N00002236,328,186,74,33,21,9,5,0,0,1.80,56.71,22.56,10.06,6.40,2.74,1.52,0,0
