GeographyCode,KS102NI0001,KS102NI0002,KS102NI0003,KS102NI0004,KS102NI0005,KS102NI0006,KS102NI0007,KS102NI0008,KS102NI0009,KS102NI0010,KS102NI0011,KS102NI0012,KS102NI0013,KS102NI0014,KS102NI0015,KS102NI0016,KS102NI0017,KS102NI0018,KS102NI0019,KS102NI0020,KS102NI0021,KS102NI0022,KS102NI0023,KS102NI0024,KS102NI0025,KS102NI0026,KS102NI0027,KS102NI0028,KS102NI0029,KS102NI0030,KS102NI0031,KS102NI0032,KS102NI0033,KS102NI0034,KS102NI0035
N00002126,480,48,33,18,30,7,8,6,15,31,140,50,18,47,26,0,3,34.82,34,10.00,6.88,3.75,6.25,1.46,1.67,1.25,3.13,6.46,29.17,10.42,3.75,9.79,5.42,0,0.63
N00002127,812,86,31,24,46,9,22,18,53,89,177,143,22,48,30,9,5,33.97,31,10.59,3.82,2.96,5.67,1.11,2.71,2.22,6.53,10.96,21.80,17.61,2.71,5.91,3.69,1.11,0.62
N00002128,763,58,21,25,33,12,15,13,45,75,188,123,31,64,48,10,2,37.96,36,7.60,2.75,3.28,4.33,1.57,1.97,1.70,5.90,9.83,24.64,16.12,4.06,8.39,6.29,1.31,0.26
N00002129,1023,67,34,23,49,16,25,28,88,82,231,167,51,74,71,10,7,37.96,36,6.55,3.32,2.25,4.79,1.56,2.44,2.74,8.60,8.02,22.58,16.32,4.99,7.23,6.94,0.98,0.68
N00002130,401,28,19,5,18,3,7,5,28,36,105,61,23,37,20,6,0,38.11,35,6.98,4.74,1.25,4.49,0.75,1.75,1.25,6.98,8.98,26.18,15.21,5.74,9.23,4.99,1.50,0
N00002131,426,33,17,18,34,2,15,10,18,24,92,66,21,49,23,4,0,37.30,37,7.75,3.99,4.23,7.98,0.47,3.52,2.35,4.23,5.63,21.60,15.49,4.93,11.50,5.40,0.94,0
N00002132,381,21,16,7,32,9,18,20,53,13,75,64,13,27,10,2,1,33.36,30,5.51,4.20,1.84,8.40,2.36,4.72,5.25,13.91,3.41,19.69,16.80,3.41,7.09,2.62,0.52,0.26
N00002133,513,46,20,21,35,6,17,16,31,28,116,96,24,34,19,4,0,34.81,36,8.97,3.90,4.09,6.82,1.17,3.31,3.12,6.04,5.46,22.61,18.71,4.68,6.63,3.70,0.78,0
N00002134,343,16,14,9,21,7,10,11,25,23,72,53,18,40,18,5,1,38.93,39,4.66,4.08,2.62,6.12,2.04,2.92,3.21,7.29,6.71,20.99,15.45,5.25,11.66,5.25,1.46,0.29
N00002135,518,41,25,17,50,10,19,11,37,32,105,96,20,24,25,4,2,33.78,31,7.92,4.83,3.28,9.65,1.93,3.67,2.12,7.14,6.18,20.27,18.53,3.86,4.63,4.83,0.77,0.39
N00002136,310,22,9,9,29,4,10,5,23,27,85,45,12,13,13,0,4,34.03,31,7.10,2.90,2.90,9.35,1.29,3.23,1.61,7.42,8.71,27.42,14.52,3.87,4.19,4.19,0,1.29
N00002137,283,19,9,6,12,5,10,5,26,15,57,69,13,29,6,2,0,37.77,39,6.71,3.18,2.12,4.24,1.77,3.53,1.77,9.19,5.30,20.14,24.38,4.59,10.25,2.12,0.71,0
N00002138,306,14,8,4,16,2,5,6,19,14,44,78,28,39,21,3,5,45.16,49,4.58,2.61,1.31,5.23,0.65,1.63,1.96,6.21,4.58,14.38,25.49,9.15,12.75,6.86,0.98,1.63
N00002139,747,69,49,26,67,9,19,23,51,72,212,98,22,16,12,0,2,29.15,29,9.24,6.56,3.48,8.97,1.20,2.54,3.08,6.83,9.64,28.38,13.12,2.95,2.14,1.61,0,0.27
N00002140,281,15,12,7,17,3,9,7,11,13,49,63,15,31,18,9,2,42.68,44,5.34,4.27,2.49,6.05,1.07,3.20,2.49,3.91,4.63,17.44,22.42,5.34,11.03,6.41,3.20,0.71
N00002141,226,13,6,0,10,2,4,5,19,10,48,42,9,31,23,3,1,43.91,44,5.75,2.65,0,4.42,0.88,1.77,2.21,8.41,4.42,21.24,18.58,3.98,13.72,10.18,1.33,0.44
N00002142,220,21,5,2,6,2,3,7,28,26,36,38,10,21,10,5,0,37.53,31,9.55,2.27,0.91,2.73,0.91,1.36,3.18,12.73,11.82,16.36,17.27,4.55,9.55,4.55,2.27,0
N00002143,457,36,23,12,29,7,19,13,37,33,87,84,22,27,21,7,0,35.01,33,7.88,5.03,2.63,6.35,1.53,4.16,2.84,8.10,7.22,19.04,18.38,4.81,5.91,4.60,1.53,0
N00002144,575,52,21,14,48,11,19,18,46,67,115,102,22,23,12,5,0,31.93,29,9.04,3.65,2.43,8.35,1.91,3.30,3.13,8.00,11.65,20.00,17.74,3.83,4.00,2.09,0.87,0
N00002145,498,40,19,8,48,11,14,22,41,30,90,107,13,28,18,6,3,34.26,32,8.03,3.82,1.61,9.64,2.21,2.81,4.42,8.23,6.02,18.07,21.49,2.61,5.62,3.61,1.20,0.60
N00002146,385,22,10,3,26,4,15,7,30,25,70,78,19,46,19,9,2,40.46,39,5.71,2.60,0.78,6.75,1.04,3.90,1.82,7.79,6.49,18.18,20.26,4.94,11.95,4.94,2.34,0.52
N00002147,394,27,14,8,31,4,16,12,36,39,91,67,18,21,3,3,4,33.18,31,6.85,3.55,2.03,7.87,1.02,4.06,3.05,9.14,9.90,23.10,17.01,4.57,5.33,0.76,0.76,1.02
N00002148,406,22,17,13,25,3,13,10,31,26,76,85,30,29,19,7,0,38.47,39,5.42,4.19,3.20,6.16,0.74,3.20,2.46,7.64,6.40,18.72,20.94,7.39,7.14,4.68,1.72,0
N00002149,434,27,27,17,37,6,15,12,25,16,89,76,34,28,21,3,1,36.11,37,6.22,6.22,3.92,8.53,1.38,3.46,2.76,5.76,3.69,20.51,17.51,7.83,6.45,4.84,0.69,0.23
N00002150,344,29,17,10,20,2,7,7,10,15,83,57,17,46,17,5,2,39.65,41,8.43,4.94,2.91,5.81,0.58,2.03,2.03,2.91,4.36,24.13,16.57,4.94,13.37,4.94,1.45,0.58
N00002151,295,12,4,3,15,4,13,7,22,15,48,70,16,36,24,3,3,43.45,45,4.07,1.36,1.02,5.08,1.36,4.41,2.37,7.46,5.08,16.27,23.73,5.42,12.20,8.14,1.02,1.02
N00002152,338,15,5,2,14,3,19,35,34,13,65,48,27,42,13,3,0,38.74,38,4.44,1.48,0.59,4.14,0.89,5.62,10.36,10.06,3.85,19.23,14.20,7.99,12.43,3.85,0.89,0
N00002153,449,19,22,13,22,6,11,17,41,30,87,95,26,29,25,3,3,38.27,38,4.23,4.90,2.90,4.90,1.34,2.45,3.79,9.13,6.68,19.38,21.16,5.79,6.46,5.57,0.67,0.67
N00002154,394,15,15,7,34,10,16,18,37,19,67,83,18,29,22,3,1,37.28,38,3.81,3.81,1.78,8.63,2.54,4.06,4.57,9.39,4.82,17.01,21.07,4.57,7.36,5.58,0.76,0.25
N00002155,528,37,20,15,49,9,24,18,52,22,93,106,30,29,17,4,3,34.70,34,7.01,3.79,2.84,9.28,1.70,4.55,3.41,9.85,4.17,17.61,20.08,5.68,5.49,3.22,0.76,0.57
N00002156,378,25,14,3,20,1,11,9,40,38,74,57,24,41,16,3,2,38.03,33,6.61,3.70,0.79,5.29,0.26,2.91,2.38,10.58,10.05,19.58,15.08,6.35,10.85,4.23,0.79,0.53
N00002157,292,16,19,9,22,7,5,7,17,16,75,43,20,30,5,1,0,35.60,35,5.48,6.51,3.08,7.53,2.40,1.71,2.40,5.82,5.48,25.68,14.73,6.85,10.27,1.71,0.34,0
N00002158,455,41,22,16,21,7,14,10,34,33,96,78,30,36,16,1,0,35.39,34,9.01,4.84,3.52,4.62,1.54,3.08,2.20,7.47,7.25,21.10,17.14,6.59,7.91,3.52,0.22,0
N00002159,556,64,25,16,42,11,17,19,42,33,118,104,20,23,16,3,3,32.32,31,11.51,4.50,2.88,7.55,1.98,3.06,3.42,7.55,5.94,21.22,18.71,3.60,4.14,2.88,0.54,0.54
N00002160,387,30,11,12,31,6,12,12,34,20,85,71,15,23,15,6,4,35.42,32,7.75,2.84,3.10,8.01,1.55,3.10,3.10,8.79,5.17,21.96,18.35,3.88,5.94,3.88,1.55,1.03
N00002161,523,40,24,16,53,7,9,11,29,42,101,85,30,31,24,11,10,36.69,34,7.65,4.59,3.06,10.13,1.34,1.72,2.10,5.54,8.03,19.31,16.25,5.74,5.93,4.59,2.10,1.91
N00002162,469,39,13,16,34,9,17,12,41,25,102,95,17,25,16,3,5,34.56,33,8.32,2.77,3.41,7.25,1.92,3.62,2.56,8.74,5.33,21.75,20.26,3.62,5.33,3.41,0.64,1.07
N00002163,556,71,29,10,29,12,11,12,38,67,156,74,17,21,5,3,1,29.94,29,12.77,5.22,1.80,5.22,2.16,1.98,2.16,6.83,12.05,28.06,13.31,3.06,3.78,0.90,0.54,0.18
N00002164,297,7,7,7,15,5,9,8,16,31,42,78,26,21,17,3,5,42.20,45,2.36,2.36,2.36,5.05,1.68,3.03,2.69,5.39,10.44,14.14,26.26,8.75,7.07,5.72,1.01,1.68
N00002165,382,33,15,9,40,12,21,10,26,27,83,69,14,16,6,1,0,31.10,29,8.64,3.93,2.36,10.47,3.14,5.50,2.62,6.81,7.07,21.73,18.06,3.66,4.19,1.57,0.26,0
N00002166,371,17,17,9,18,6,8,10,24,29,51,78,30,34,27,9,4,42.13,43,4.58,4.58,2.43,4.85,1.62,2.16,2.70,6.47,7.82,13.75,21.02,8.09,9.16,7.28,2.43,1.08
N00002167,349,17,13,8,20,4,4,8,17,28,82,51,14,38,33,9,3,42.06,38,4.87,3.72,2.29,5.73,1.15,1.15,2.29,4.87,8.02,23.50,14.61,4.01,10.89,9.46,2.58,0.86
N00002168,360,10,1,7,24,4,9,6,33,23,44,79,23,30,32,18,17,47.13,48,2.78,0.28,1.94,6.67,1.11,2.50,1.67,9.17,6.39,12.22,21.94,6.39,8.33,8.89,5.00,4.72
N00002169,457,27,10,8,20,9,12,11,38,41,109,91,18,36,17,7,3,38.02,35,5.91,2.19,1.75,4.38,1.97,2.63,2.41,8.32,8.97,23.85,19.91,3.94,7.88,3.72,1.53,0.66
N00002170,313,12,7,5,26,4,7,11,22,24,49,74,14,37,20,0,1,40.63,42,3.83,2.24,1.60,8.31,1.28,2.24,3.51,7.03,7.67,15.65,23.64,4.47,11.82,6.39,0,0.32
N00002171,531,25,35,13,40,10,19,9,43,32,117,113,26,21,20,5,3,35.89,37,4.71,6.59,2.45,7.53,1.88,3.58,1.69,8.10,6.03,22.03,21.28,4.90,3.95,3.77,0.94,0.56
N00002172,630,68,44,13,53,9,21,11,39,42,160,105,18,28,16,3,0,31.20,31,10.79,6.98,2.06,8.41,1.43,3.33,1.75,6.19,6.67,25.40,16.67,2.86,4.44,2.54,0.48,0
N00002173,476,24,15,18,33,9,22,15,34,28,67,114,33,32,23,7,2,38.24,40,5.04,3.15,3.78,6.93,1.89,4.62,3.15,7.14,5.88,14.08,23.95,6.93,6.72,4.83,1.47,0.42
N00002174,538,43,24,14,48,9,15,18,29,27,107,113,19,31,35,5,1,35.96,37,7.99,4.46,2.60,8.92,1.67,2.79,3.35,5.39,5.02,19.89,21.00,3.53,5.76,6.51,0.93,0.19
N00002175,742,83,37,18,52,11,16,17,53,56,198,103,17,47,28,4,2,32.59,31,11.19,4.99,2.43,7.01,1.48,2.16,2.29,7.14,7.55,26.68,13.88,2.29,6.33,3.77,0.54,0.27
N00002176,570,40,24,16,53,7,17,17,51,33,124,123,23,35,5,2,0,33.47,33,7.02,4.21,2.81,9.30,1.23,2.98,2.98,8.95,5.79,21.75,21.58,4.04,6.14,0.88,0.35,0
N00002177,617,57,35,19,50,5,19,17,45,27,150,107,25,35,25,1,0,33.49,34,9.24,5.67,3.08,8.10,0.81,3.08,2.76,7.29,4.38,24.31,17.34,4.05,5.67,4.05,0.16,0
N00002178,514,36,24,18,49,7,10,19,34,37,125,85,15,25,25,4,1,33.85,33,7.00,4.67,3.50,9.53,1.36,1.95,3.70,6.61,7.20,24.32,16.54,2.92,4.86,4.86,0.78,0.19
N00002179,332,14,7,10,29,1,12,8,30,24,77,69,13,15,17,5,1,36.95,34,4.22,2.11,3.01,8.73,0.30,3.61,2.41,9.04,7.23,23.19,20.78,3.92,4.52,5.12,1.51,0.30
N00002180,199,12,1,4,4,2,2,3,16,23,43,47,12,18,9,1,2,41.42,40,6.03,0.50,2.01,2.01,1.01,1.01,1.51,8.04,11.56,21.61,23.62,6.03,9.05,4.52,0.50,1.01
N00002181,719,94,50,25,53,10,20,10,28,43,212,101,35,26,8,3,1,30.07,31,13.07,6.95,3.48,7.37,1.39,2.78,1.39,3.89,5.98,29.49,14.05,4.87,3.62,1.11,0.42,0.14
N00002182,362,20,8,4,17,3,6,6,28,19,56,73,32,43,34,9,4,45.28,48,5.52,2.21,1.10,4.70,0.83,1.66,1.66,7.73,5.25,15.47,20.17,8.84,11.88,9.39,2.49,1.10
N00002183,280,15,4,1,6,1,3,6,24,27,81,55,15,25,16,1,0,41.04,39,5.36,1.43,0.36,2.14,0.36,1.07,2.14,8.57,9.64,28.93,19.64,5.36,8.93,5.71,0.36,0
N00002184,220,10,4,1,10,1,3,3,16,23,36,48,14,20,24,5,2,44.61,46,4.55,1.82,0.45,4.55,0.45,1.36,1.36,7.27,10.45,16.36,21.82,6.36,9.09,10.91,2.27,0.91
N00002185,412,30,7,2,17,2,11,4,37,49,87,75,27,39,17,6,2,39.13,36,7.28,1.70,0.49,4.13,0.49,2.67,0.97,8.98,11.89,21.12,18.20,6.55,9.47,4.13,1.46,0.49
N00002186,232,24,10,4,12,2,4,1,19,30,61,31,5,14,9,4,2,34.56,32,10.34,4.31,1.72,5.17,0.86,1.72,0.43,8.19,12.93,26.29,13.36,2.16,6.03,3.88,1.72,0.86
N00002187,286,33,6,5,16,2,4,6,21,28,74,45,12,17,13,3,1,34.78,33,11.54,2.10,1.75,5.59,0.70,1.40,2.10,7.34,9.79,25.87,15.73,4.20,5.94,4.55,1.05,0.35
N00002188,190,9,7,5,12,2,2,3,11,15,38,24,13,26,18,3,2,42.89,42,4.74,3.68,2.63,6.32,1.05,1.05,1.58,5.79,7.89,20.00,12.63,6.84,13.68,9.47,1.58,1.05
N00002189,235,14,7,8,17,2,7,7,13,11,53,32,5,35,20,1,3,40.63,41,5.96,2.98,3.40,7.23,0.85,2.98,2.98,5.53,4.68,22.55,13.62,2.13,14.89,8.51,0.43,1.28
N00002190,533,78,25,16,38,3,12,17,63,69,118,53,16,16,6,2,1,27.18,26,14.63,4.69,3.00,7.13,0.56,2.25,3.19,11.82,12.95,22.14,9.94,3.00,3.00,1.13,0.38,0.19
N00002191,213,18,10,4,11,1,6,7,9,15,42,40,12,23,11,3,1,38.77,38,8.45,4.69,1.88,5.16,0.47,2.82,3.29,4.23,7.04,19.72,18.78,5.63,10.80,5.16,1.41,0.47
N00002192,493,49,20,8,27,7,11,7,28,50,121,70,30,35,20,7,3,35.93,34,9.94,4.06,1.62,5.48,1.42,2.23,1.42,5.68,10.14,24.54,14.20,6.09,7.10,4.06,1.42,0.61
N00002193,241,16,10,7,12,2,11,5,8,10,66,40,7,17,24,5,1,40.04,38,6.64,4.15,2.90,4.98,0.83,4.56,2.07,3.32,4.15,27.39,16.60,2.90,7.05,9.96,2.07,0.41
N00002194,219,14,3,5,7,5,4,4,17,14,60,34,15,14,19,3,1,40.37,38,6.39,1.37,2.28,3.20,2.28,1.83,1.83,7.76,6.39,27.40,15.53,6.85,6.39,8.68,1.37,0.46
N00002195,312,28,11,9,21,4,9,3,16,26,69,50,23,16,20,5,2,37.08,34,8.97,3.53,2.88,6.73,1.28,2.88,0.96,5.13,8.33,22.12,16.03,7.37,5.13,6.41,1.60,0.64
N00002196,589,44,17,15,54,7,24,22,43,45,114,113,28,38,15,8,2,34.93,33,7.47,2.89,2.55,9.17,1.19,4.07,3.74,7.30,7.64,19.35,19.19,4.75,6.45,2.55,1.36,0.34
N00002197,657,75,35,19,48,12,23,22,40,56,174,96,19,29,6,3,0,29.91,29,11.42,5.33,2.89,7.31,1.83,3.50,3.35,6.09,8.52,26.48,14.61,2.89,4.41,0.91,0.46,0
N00002198,290,24,11,3,15,2,4,7,32,25,36,55,14,37,19,6,0,39.84,38,8.28,3.79,1.03,5.17,0.69,1.38,2.41,11.03,8.62,12.41,18.97,4.83,12.76,6.55,2.07,0
N00002199,317,22,6,8,19,3,9,8,30,35,56,64,17,28,8,3,1,36.96,33,6.94,1.89,2.52,5.99,0.95,2.84,2.52,9.46,11.04,17.67,20.19,5.36,8.83,2.52,0.95,0.32
N00002200,411,34,11,6,29,5,10,10,38,38,62,86,18,35,23,4,2,37.56,33,8.27,2.68,1.46,7.06,1.22,2.43,2.43,9.25,9.25,15.09,20.92,4.38,8.52,5.60,0.97,0.49
N00002201,244,12,11,8,9,2,6,3,16,12,40,58,12,27,23,3,2,43.43,45,4.92,4.51,3.28,3.69,0.82,2.46,1.23,6.56,4.92,16.39,23.77,4.92,11.07,9.43,1.23,0.82
N00002202,477,30,16,7,27,4,11,16,29,39,68,92,22,45,46,19,6,42.42,43,6.29,3.35,1.47,5.66,0.84,2.31,3.35,6.08,8.18,14.26,19.29,4.61,9.43,9.64,3.98,1.26
N00002203,1147,51,38,22,80,21,36,26,76,58,207,289,74,77,55,24,13,40.38,42,4.45,3.31,1.92,6.97,1.83,3.14,2.27,6.63,5.06,18.05,25.20,6.45,6.71,4.80,2.09,1.13
N00002204,431,21,25,12,26,3,13,9,25,14,81,92,42,50,14,2,2,39.96,42,4.87,5.80,2.78,6.03,0.70,3.02,2.09,5.80,3.25,18.79,21.35,9.74,11.60,3.25,0.46,0.46
N00002205,805,91,48,42,69,14,26,15,36,22,239,142,22,31,8,0,0,30.08,33,11.30,5.96,5.22,8.57,1.74,3.23,1.86,4.47,2.73,29.69,17.64,2.73,3.85,0.99,0,0
N00002206,325,25,9,6,23,5,4,11,24,23,63,61,30,28,9,3,1,37.83,37,7.69,2.77,1.85,7.08,1.54,1.23,3.38,7.38,7.08,19.38,18.77,9.23,8.62,2.77,0.92,0.31
N00002207,299,17,13,6,15,5,11,9,21,16,51,69,24,27,11,3,1,39.33,42,5.69,4.35,2.01,5.02,1.67,3.68,3.01,7.02,5.35,17.06,23.08,8.03,9.03,3.68,1.00,0.33
N00002208,334,19,13,13,21,4,12,11,25,17,53,65,25,24,27,3,2,39.39,41,5.69,3.89,3.89,6.29,1.20,3.59,3.29,7.49,5.09,15.87,19.46,7.49,7.19,8.08,0.90,0.60
N00002209,361,20,21,13,29,3,15,15,23,15,84,79,19,20,5,0,0,34.01,37,5.54,5.82,3.60,8.03,0.83,4.16,4.16,6.37,4.16,23.27,21.88,5.26,5.54,1.39,0,0
N00002210,417,24,16,12,37,5,15,10,23,25,71,114,18,24,17,5,1,37.47,40,5.76,3.84,2.88,8.87,1.20,3.60,2.40,5.52,6.00,17.03,27.34,4.32,5.76,4.08,1.20,0.24
N00002211,247,19,4,3,11,0,6,5,22,19,45,49,17,32,10,3,2,41.06,41,7.69,1.62,1.21,4.45,0,2.43,2.02,8.91,7.69,18.22,19.84,6.88,12.96,4.05,1.21,0.81
N00002212,259,20,10,8,21,3,6,5,15,16,56,44,15,20,15,2,3,37.83,37,7.72,3.86,3.09,8.11,1.16,2.32,1.93,5.79,6.18,21.62,16.99,5.79,7.72,5.79,0.77,1.16
N00002213,790,85,30,13,66,11,30,24,47,83,159,133,23,53,26,6,1,32.63,30,10.76,3.80,1.65,8.35,1.39,3.80,3.04,5.95,10.51,20.13,16.84,2.91,6.71,3.29,0.76,0.13
N00002214,358,14,11,6,28,5,18,12,10,8,78,73,28,35,23,8,1,41.82,43,3.91,3.07,1.68,7.82,1.40,5.03,3.35,2.79,2.23,21.79,20.39,7.82,9.78,6.42,2.23,0.28
N00002215,271,14,4,3,12,4,5,7,17,15,59,53,12,43,18,2,3,43.25,44,5.17,1.48,1.11,4.43,1.48,1.85,2.58,6.27,5.54,21.77,19.56,4.43,15.87,6.64,0.74,1.11
N00002216,269,18,6,2,12,1,6,7,11,16,54,51,30,36,15,2,2,43.23,45,6.69,2.23,0.74,4.46,0.37,2.23,2.60,4.09,5.95,20.07,18.96,11.15,13.38,5.58,0.74,0.74
N00002217,235,7,6,3,8,3,6,4,13,12,34,48,20,37,25,8,1,47.70,51,2.98,2.55,1.28,3.40,1.28,2.55,1.70,5.53,5.11,14.47,20.43,8.51,15.74,10.64,3.40,0.43
N00002218,235,19,10,3,8,1,2,4,16,13,48,40,15,39,13,1,3,42.30,42,8.09,4.26,1.28,3.40,0.43,0.85,1.70,6.81,5.53,20.43,17.02,6.38,16.60,5.53,0.43,1.28
N00002219,224,17,5,2,5,1,5,6,22,10,25,55,14,44,9,3,1,43.63,48,7.59,2.23,0.89,2.23,0.45,2.23,2.68,9.82,4.46,11.16,24.55,6.25,19.64,4.02,1.34,0.45
N00002220,484,50,11,10,20,5,14,12,23,56,99,77,23,30,26,14,14,38.69,35,10.33,2.27,2.07,4.13,1.03,2.89,2.48,4.75,11.57,20.45,15.91,4.75,6.20,5.37,2.89,2.89
N00002221,448,31,17,7,21,5,12,18,23,34,69,70,19,75,42,5,0,41.90,42,6.92,3.79,1.56,4.69,1.12,2.68,4.02,5.13,7.59,15.40,15.63,4.24,16.74,9.38,1.12,0
N00002222,282,22,9,5,16,6,7,2,35,30,55,49,14,18,10,3,1,35.23,31,7.80,3.19,1.77,5.67,2.13,2.48,0.71,12.41,10.64,19.50,17.38,4.96,6.38,3.55,1.06,0.35
N00002223,138,11,7,2,5,4,3,1,7,12,30,25,7,13,8,2,1,39.33,39,7.97,5.07,1.45,3.62,2.90,2.17,0.72,5.07,8.70,21.74,18.12,5.07,9.42,5.80,1.45,0.72
N00002224,198,14,7,4,13,2,9,3,18,16,49,37,2,14,8,2,0,34.93,32,7.07,3.54,2.02,6.57,1.01,4.55,1.52,9.09,8.08,24.75,18.69,1.01,7.07,4.04,1.01,0
N00002225,331,18,5,3,15,6,7,7,19,21,54,66,16,39,37,14,4,45.98,46,5.44,1.51,0.91,4.53,1.81,2.11,2.11,5.74,6.34,16.31,19.94,4.83,11.78,11.18,4.23,1.21
N00002226,225,20,10,6,13,0,5,5,23,15,38,37,8,26,14,4,1,37.71,34,8.89,4.44,2.67,5.78,0,2.22,2.22,10.22,6.67,16.89,16.44,3.56,11.56,6.22,1.78,0.44
N00002227,249,22,7,3,8,3,6,6,17,14,42,40,6,39,30,5,1,43.35,44,8.84,2.81,1.20,3.21,1.20,2.41,2.41,6.83,5.62,16.87,16.06,2.41,15.66,12.05,2.01,0.40
N00002228,260,22,11,5,16,3,6,7,13,19,59,34,5,24,33,2,1,39.41,38,8.46,4.23,1.92,6.15,1.15,2.31,2.69,5.00,7.31,22.69,13.08,1.92,9.23,12.69,0.77,0.38
N00002229,1012,76,48,30,94,11,36,33,77,83,206,218,26,37,30,6,1,32.54,31,7.51,4.74,2.96,9.29,1.09,3.56,3.26,7.61,8.20,20.36,21.54,2.57,3.66,2.96,0.59,0.10
N00002230,289,26,15,7,16,2,7,5,26,27,55,58,13,14,15,3,0,35.00,33,9.00,5.19,2.42,5.54,0.69,2.42,1.73,9.00,9.34,19.03,20.07,4.50,4.84,5.19,1.04,0
N00002231,348,42,14,16,24,9,12,10,23,27,72,47,21,21,7,2,1,31.48,29,12.07,4.02,4.60,6.90,2.59,3.45,2.87,6.61,7.76,20.69,13.51,6.03,6.03,2.01,0.57,0.29
N00002232,799,68,34,24,50,10,10,26,63,78,183,132,31,38,31,4,17,34.94,33,8.51,4.26,3.00,6.26,1.25,1.25,3.25,7.88,9.76,22.90,16.52,3.88,4.76,3.88,0.50,2.13
N00002233,312,17,5,5,15,2,9,9,38,42,68,56,19,14,11,1,1,35.65,32,5.45,1.60,1.60,4.81,0.64,2.88,2.88,12.18,13.46,21.79,17.95,6.09,4.49,3.53,0.32,0.32
N00002234,246,12,10,2,15,3,6,8,24,19,52,67,9,8,9,2,0,36.57,37,4.88,4.07,0.81,6.10,1.22,2.44,3.25,9.76,7.72,21.14,27.24,3.66,3.25,3.66,0.81,0
N00002235,314,15,11,6,27,6,12,11,27,17,66,59,17,29,10,0,1,36.27,35,4.78,3.50,1.91,8.60,1.91,3.82,3.50,8.60,5.41,21.02,18.79,5.41,9.24,3.18,0,0.32
N00002236,611,33,19,10,17,4,14,27,47,43,111,102,47,67,51,13,6,42.86,43,5.40,3.11,1.64,2.78,0.65,2.29,4.42,7.69,7.04,18.17,16.69,7.69,10.97,8.35,2.13,0.98
N00002237,340,27,11,10,33,8,19,15,27,26,83,51,8,12,9,1,0,30.64,28,7.94,3.24,2.94,9.71,2.35,5.59,4.41,7.94,7.65,24.41,15.00,2.35,3.53,2.65,0.29,0
N00002238,274,31,13,9,20,6,11,11,28,26,57,44,7,8,2,1,0,28.63,26,11.31,4.74,3.28,7.30,2.19,4.01,4.01,10.22,9.49,20.80,16.06,2.55,2.92,0.73,0.36,0
N00002239,242,15,7,5,10,1,3,6,23,17,36,74,13,21,8,3,0,40.17,42,6.20,2.89,2.07,4.13,0.41,1.24,2.48,9.50,7.02,14.88,30.58,5.37,8.68,3.31,1.24,0
N00002240,329,24,16,11,32,7,9,14,21,11,79,60,6,30,8,0,1,33.58,34,7.29,4.86,3.34,9.73,2.13,2.74,4.26,6.38,3.34,24.01,18.24,1.82,9.12,2.43,0,0.30
N00002241,323,23,8,3,18,7,2,5,27,28,50,45,10,21,36,20,20,45.41,42,7.12,2.48,0.93,5.57,2.17,0.62,1.55,8.36,8.67,15.48,13.93,3.10,6.50,11.15,6.19,6.19
N00002242,276,13,7,7,10,2,6,9,24,21,46,56,20,26,25,2,2,41.87,43,4.71,2.54,2.54,3.62,0.72,2.17,3.26,8.70,7.61,16.67,20.29,7.25,9.42,9.06,0.72,0.72
N00002243,242,15,10,9,15,5,5,6,9,14,42,44,15,26,18,6,3,41.56,43,6.20,4.13,3.72,6.20,2.07,2.07,2.48,3.72,5.79,17.36,18.18,6.20,10.74,7.44,2.48,1.24
N00002244,299,23,8,4,21,1,7,9,23,15,49,55,22,34,26,2,0,40.94,41,7.69,2.68,1.34,7.02,0.33,2.34,3.01,7.69,5.02,16.39,18.39,7.36,11.37,8.70,0.67,0
N00002245,214,0,1,1,2,1,0,1,3,6,15,41,20,50,46,19,8,64.06,67,0,0.47,0.47,0.93,0.47,0,0.47,1.40,2.80,7.01,19.16,9.35,23.36,21.50,8.88,3.74
N00002246,467,30,24,12,35,6,14,12,37,21,90,102,25,38,19,0,2,36.76,38,6.42,5.14,2.57,7.49,1.28,3.00,2.57,7.92,4.50,19.27,21.84,5.35,8.14,4.07,0,0.43
N00002247,471,31,21,12,40,14,26,16,45,28,83,92,24,26,10,1,2,33.42,32,6.58,4.46,2.55,8.49,2.97,5.52,3.40,9.55,5.94,17.62,19.53,5.10,5.52,2.12,0.21,0.42
N00002248,778,74,38,28,58,11,19,24,49,50,202,142,26,39,17,1,0,32.24,32,9.51,4.88,3.60,7.46,1.41,2.44,3.08,6.30,6.43,25.96,18.25,3.34,5.01,2.19,0.13,0
N00002249,613,44,39,19,45,14,32,19,49,29,140,125,21,27,7,2,1,31.90,31,7.18,6.36,3.10,7.34,2.28,5.22,3.10,7.99,4.73,22.84,20.39,3.43,4.40,1.14,0.33,0.16
N00002250,351,24,18,7,33,7,16,8,25,20,68,80,12,26,6,0,1,34.08,34,6.84,5.13,1.99,9.40,1.99,4.56,2.28,7.12,5.70,19.37,22.79,3.42,7.41,1.71,0,0.28
N00002251,394,21,17,9,29,8,11,9,40,28,79,88,19,29,4,3,0,35.43,36,5.33,4.31,2.28,7.36,2.03,2.79,2.28,10.15,7.11,20.05,22.34,4.82,7.36,1.02,0.76,0
