GeographyCode,KS405NI0001,KS405NI0002,KS405NI0003,KS405NI0004,KS405NI0005,KS405NI0006,KS405NI0007,KS405NI0008,KS405NI0009,KS405NI0010,KS405NI0011,KS405NI0012
N00001478,132,14,66,43,7,2,181,10.61,50.00,32.58,5.30,1.52
N00001479,132,14,60,44,11,3,193,10.61,45.45,33.33,8.33,2.27
N00001480,240,121,85,32,2,0,155,50.42,35.42,13.33,0.83,0
N00001481,105,51,43,10,1,0,66,48.57,40.95,9.52,0.95,0
N00001482,139,30,81,26,2,0,139,21.58,58.27,18.71,1.44,0
N00001483,124,28,68,26,2,0,126,22.58,54.84,20.97,1.61,0
N00001484,112,52,46,8,6,0,80,46.43,41.07,7.14,5.36,0
N00001485,130,41,69,16,1,3,116,31.54,53.08,12.31,0.77,2.31
N00001486,127,23,52,43,7,2,167,18.11,40.94,33.86,5.51,1.57
N00001487,138,29,82,24,3,0,139,21.01,59.42,17.39,2.17,0
N00001488,117,24,73,18,2,0,115,20.51,62.39,15.38,1.71,0
N00001489,121,33,64,18,5,1,119,27.27,52.89,14.88,4.13,0.83
N00001490,101,46,45,10,0,0,65,45.54,44.55,9.90,0,0
N00001491,140,72,57,11,0,0,79,51.43,40.71,7.86,0,0
N00001492,115,57,48,9,1,0,69,49.57,41.74,7.83,0.87,0
N00001493,121,34,60,27,0,0,114,28.10,49.59,22.31,0,0
N00001494,96,26,55,14,0,1,87,27.08,57.29,14.58,0,1.04
N00001495,134,45,68,20,1,0,111,33.58,50.75,14.93,0.75,0
N00001496,150,48,84,16,2,0,122,32.00,56.00,10.67,1.33,0
N00001497,106,23,59,23,1,0,108,21.70,55.66,21.70,0.94,0
N00001498,198,105,75,15,2,1,115,53.03,37.88,7.58,1.01,0.51
N00001499,144,74,51,15,4,0,93,51.39,35.42,10.42,2.78,0
N00001500,147,96,40,8,2,1,67,65.31,27.21,5.44,1.36,0.68
N00001501,274,185,75,14,0,0,103,67.52,27.37,5.11,0,0
N00001502,196,80,100,14,2,0,134,40.82,51.02,7.14,1.02,0
N00001503,113,71,40,2,0,0,44,62.83,35.40,1.77,0,0
N00001504,106,72,26,8,0,0,42,67.92,24.53,7.55,0,0
N00001505,212,107,84,18,3,0,129,50.47,39.62,8.49,1.42,0
N00001506,128,77,36,14,1,0,67,60.16,28.13,10.94,0.78,0
N00001507,115,70,38,7,0,0,52,60.87,33.04,6.09,0,0
N00001508,207,109,82,15,0,1,116,52.66,39.61,7.25,0,0.48
N00001509,201,112,75,14,0,0,103,55.72,37.31,6.97,0,0
N00001510,122,41,67,14,0,0,95,33.61,54.92,11.48,0,0
N00001511,281,163,92,22,3,1,150,58.01,32.74,7.83,1.07,0.36
N00001512,137,72,50,13,2,0,82,52.55,36.50,9.49,1.46,0
N00001513,124,72,42,10,0,0,62,58.06,33.87,8.06,0,0
N00001514,109,29,53,21,4,2,115,26.61,48.62,19.27,3.67,1.83
N00001515,131,7,45,59,16,4,228,5.34,34.35,45.04,12.21,3.05
N00001516,127,9,55,57,4,2,189,7.09,43.31,44.88,3.15,1.57
N00001517,153,6,55,72,17,3,262,3.92,35.95,47.06,11.11,1.96
N00001518,174,5,65,81,17,6,303,2.87,37.36,46.55,9.77,3.45
N00001519,134,50,64,19,1,0,105,37.31,47.76,14.18,0.75,0
N00001520,114,63,42,5,3,1,65,55.26,36.84,4.39,2.63,0.88
N00001521,106,57,38,10,0,1,63,53.77,35.85,9.43,0,0.94
N00001522,115,24,59,29,3,0,126,20.87,51.30,25.22,2.61,0
N00001523,106,64,35,7,0,0,49,60.38,33.02,6.60,0,0
N00001524,111,62,38,9,2,0,62,55.86,34.23,8.11,1.80,0
N00001525,100,39,42,15,3,1,85,39.00,42.00,15.00,3.00,1.00
N00001526,112,48,55,8,0,1,75,42.86,49.11,7.14,0,0.89
N00001527,115,30,63,17,5,0,112,26.09,54.78,14.78,4.35,0
N00001528,123,15,76,29,3,0,143,12.20,61.79,23.58,2.44,0
N00001529,134,37,70,24,3,0,127,27.61,52.24,17.91,2.24,0
N00001530,165,22,65,68,9,1,232,13.33,39.39,41.21,5.45,0.61
N00001531,112,71,35,4,1,1,50,63.39,31.25,3.57,0.89,0.89
N00001532,148,40,72,25,10,1,156,27.03,48.65,16.89,6.76,0.68
N00001533,271,142,102,25,1,1,159,52.40,37.64,9.23,0.37,0.37
N00001534,132,80,40,9,1,2,69,60.61,30.30,6.82,0.76,1.52
N00001535,148,102,41,4,1,0,52,68.92,27.70,2.70,0.68,0
N00001536,126,51,55,15,5,0,100,40.48,43.65,11.90,3.97,0
N00001537,128,76,47,3,1,1,60,59.38,36.72,2.34,0.78,0.78
N00001538,128,38,70,19,1,0,111,29.69,54.69,14.84,0.78,0
N00001539,116,68,39,9,0,0,57,58.62,33.62,7.76,0,0
N00001540,136,68,47,16,5,0,94,50.00,34.56,11.76,3.68,0
N00001541,118,78,34,4,2,0,48,66.10,28.81,3.39,1.69,0
N00001542,121,78,40,2,1,0,47,64.46,33.06,1.65,0.83,0
N00001543,133,84,40,5,3,1,63,63.16,30.08,3.76,2.26,0.75
N00001544,115,64,43,5,2,1,63,55.65,37.39,4.35,1.74,0.87
N00001545,139,80,46,11,1,1,75,57.55,33.09,7.91,0.72,0.72
N00001546,125,66,50,8,1,0,69,52.80,40.00,6.40,0.80,0
N00001547,156,94,52,8,2,0,74,60.26,33.33,5.13,1.28,0
N00001548,179,126,39,13,0,1,69,70.39,21.79,7.26,0,0.56
N00001549,167,124,36,4,3,0,53,74.25,21.56,2.40,1.80,0
N00001550,108,75,27,6,0,0,39,69.44,25.00,5.56,0,0
N00001551,151,77,58,14,1,1,93,50.99,38.41,9.27,0.66,0.66
N00001552,156,65,74,15,2,0,110,41.67,47.44,9.62,1.28,0
N00001553,162,134,22,5,1,0,35,82.72,13.58,3.09,0.62,0
N00001554,151,82,56,12,1,0,83,54.30,37.09,7.95,0.66,0
N00001555,112,77,31,3,0,1,42,68.75,27.68,2.68,0,0.89
N00001556,96,49,36,9,2,0,60,51.04,37.50,9.38,2.08,0
N00001557,124,82,34,8,0,0,50,66.13,27.42,6.45,0,0
N00001558,106,64,40,1,1,0,45,60.38,37.74,0.94,0.94,0
N00001559,149,68,60,17,4,0,106,45.64,40.27,11.41,2.68,0
N00001560,101,49,47,5,0,0,57,48.51,46.53,4.95,0,0
N00001561,100,38,49,13,0,0,75,38.00,49.00,13.00,0,0
N00001562,110,70,33,4,1,2,52,63.64,30.00,3.64,0.91,1.82
N00001563,109,68,37,4,0,0,45,62.39,33.94,3.67,0,0
N00001564,140,73,52,14,1,0,83,52.14,37.14,10.00,0.71,0
N00001565,143,91,43,7,1,1,64,63.64,30.07,4.90,0.70,0.70
N00001566,141,72,65,3,1,0,74,51.06,46.10,2.13,0.71,0
N00001567,105,71,26,8,0,0,42,67.62,24.76,7.62,0,0
N00001568,107,51,50,6,0,0,62,47.66,46.73,5.61,0,0
N00001569,124,70,46,7,1,0,63,56.45,37.10,5.65,0.81,0
N00001570,418,250,158,9,1,0,179,59.81,37.80,2.15,0.24,0
N00001571,144,83,54,7,0,0,68,57.64,37.50,4.86,0,0
N00001572,126,85,33,8,0,0,49,67.46,26.19,6.35,0,0
N00001573,154,107,39,6,2,0,57,69.48,25.32,3.90,1.30,0
N00001574,118,71,40,6,1,0,55,60.17,33.90,5.08,0.85,0
N00001575,110,67,37,4,2,0,51,60.91,33.64,3.64,1.82,0
N00001576,124,75,39,9,0,1,62,60.48,31.45,7.26,0,0.81
N00001577,123,67,49,2,5,0,68,54.47,39.84,1.63,4.07,0
N00001578,114,76,29,5,3,1,52,66.67,25.44,4.39,2.63,0.88
N00001579,140,43,65,15,13,4,153,30.71,46.43,10.71,9.29,2.86
N00001580,158,29,79,45,2,3,192,18.35,50.00,28.48,1.27,1.90
N00001581,111,13,45,41,11,1,164,11.71,40.54,36.94,9.91,0.90
N00001582,107,16,57,26,3,5,141,14.95,53.27,24.30,2.80,4.67
N00001583,125,51,55,16,2,1,97,40.80,44.00,12.80,1.60,0.80
N00001584,107,53,39,12,2,1,74,49.53,36.45,11.21,1.87,0.93
N00001585,136,65,37,21,10,3,123,47.79,27.21,15.44,7.35,2.21
N00001586,142,58,61,20,1,2,112,40.85,42.96,14.08,0.70,1.41
N00001587,142,54,59,19,8,2,129,38.03,41.55,13.38,5.63,1.41
N00001588,135,64,45,21,5,0,102,47.41,33.33,15.56,3.70,0
N00001589,118,38,54,17,7,2,117,32.20,45.76,14.41,5.93,1.69
N00001590,147,54,47,29,12,5,164,36.73,31.97,19.73,8.16,3.40
N00001591,128,65,41,10,10,2,100,50.78,32.03,7.81,7.81,1.56
N00001592,140,71,54,7,3,5,99,50.71,38.57,5.00,2.14,3.57
N00001593,194,75,70,26,13,10,205,38.66,36.08,13.40,6.70,5.15
N00001594,142,59,62,19,0,2,108,41.55,43.66,13.38,0,1.41
N00001595,108,53,32,11,5,7,98,49.07,29.63,10.19,4.63,6.48
N00001596,126,63,33,16,9,5,115,50.00,26.19,12.70,7.14,3.97
N00001597,111,61,36,11,3,0,67,54.95,32.43,9.91,2.70,0
N00001598,139,63,42,25,6,3,123,45.32,30.22,17.99,4.32,2.16
N00001599,149,79,47,19,2,2,101,53.02,31.54,12.75,1.34,1.34
N00001600,134,52,51,27,2,2,120,38.81,38.06,20.15,1.49,1.49
N00001601,109,39,49,13,4,4,108,35.78,44.95,11.93,3.67,3.67
N00001602,145,51,69,17,5,3,130,35.17,47.59,11.72,3.45,2.07
N00001603,158,105,37,10,4,2,77,66.46,23.42,6.33,2.53,1.27
N00001604,146,73,61,12,0,0,85,50.00,41.78,8.22,0,0
N00001605,138,61,59,16,2,0,97,44.20,42.75,11.59,1.45,0
N00001606,104,39,56,7,2,0,76,37.50,53.85,6.73,1.92,0
N00001607,132,75,41,15,1,0,74,56.82,31.06,11.36,0.76,0
N00001608,123,52,56,14,0,1,88,42.28,45.53,11.38,0,0.81
N00001609,121,54,53,13,1,0,82,44.63,43.80,10.74,0.83,0
N00001610,125,56,53,12,4,0,89,44.80,42.40,9.60,3.20,0
N00001611,138,83,52,3,0,0,58,60.14,37.68,2.17,0,0
N00001612,130,82,36,10,2,0,62,63.08,27.69,7.69,1.54,0
N00001613,301,169,105,23,2,2,165,56.15,34.88,7.64,0.66,0.66
N00001614,132,81,44,6,1,0,59,61.36,33.33,4.55,0.76,0
N00001615,146,67,65,13,1,0,94,45.89,44.52,8.90,0.68,0
N00001616,146,81,60,5,0,0,70,55.48,41.10,3.42,0,0
N00001617,133,40,75,14,4,0,115,30.08,56.39,10.53,3.01,0
N00001618,119,52,57,9,1,0,78,43.70,47.90,7.56,0.84,0
N00001619,160,101,47,12,0,0,71,63.13,29.38,7.50,0,0
N00001620,138,73,53,10,1,1,80,52.90,38.41,7.25,0.72,0.72
N00001621,115,56,45,12,2,0,75,48.70,39.13,10.43,1.74,0
N00001622,106,57,36,13,0,0,62,53.77,33.96,12.26,0,0
N00001623,132,70,54,7,0,1,72,53.03,40.91,5.30,0,0.76
N00001624,94,64,29,1,0,0,31,68.09,30.85,1.06,0,0
N00001625,125,62,56,7,0,0,70,49.60,44.80,5.60,0,0
N00001626,122,64,45,12,1,0,72,52.46,36.89,9.84,0.82,0
N00001627,91,57,31,2,1,0,38,62.64,34.07,2.20,1.10,0
N00001628,119,51,55,13,0,0,81,42.86,46.22,10.92,0,0
N00001629,155,85,57,8,5,0,88,54.84,36.77,5.16,3.23,0
N00001630,107,69,29,6,3,0,50,64.49,27.10,5.61,2.80,0
N00001631,108,76,29,2,1,0,36,70.37,26.85,1.85,0.93,0
N00001632,118,63,45,10,0,0,65,53.39,38.14,8.47,0,0
N00001633,100,62,35,2,0,1,43,62.00,35.00,2.00,0,1.00
N00001634,122,80,36,5,1,0,49,65.57,29.51,4.10,0.82,0
N00001635,145,71,63,11,0,0,85,48.97,43.45,7.59,0,0
N00001636,84,53,30,1,0,0,32,63.10,35.71,1.19,0,0
N00001637,112,77,32,3,0,0,38,68.75,28.57,2.68,0,0
N00001638,132,94,34,2,2,0,44,71.21,25.76,1.52,1.52,0
N00001639,104,73,24,7,0,0,38,70.19,23.08,6.73,0,0
N00001640,111,71,35,4,1,0,46,63.96,31.53,3.60,0.90,0
N00001641,131,38,68,19,6,0,124,29.01,51.91,14.50,4.58,0
N00001642,124,4,49,55,11,5,217,3.23,39.52,44.35,8.87,4.03
N00001643,257,42,137,66,10,2,307,16.34,53.31,25.68,3.89,0.78
N00001644,125,8,58,50,8,1,187,6.40,46.40,40.00,6.40,0.80
N00001645,117,40,60,16,0,1,96,34.19,51.28,13.68,0,0.85
N00001646,136,40,64,26,6,0,134,29.41,47.06,19.12,4.41,0
N00001647,127,19,70,33,5,0,151,14.96,55.12,25.98,3.94,0
N00001648,143,18,77,40,6,2,183,12.59,53.85,27.97,4.20,1.40
N00001649,134,7,33,65,21,8,258,5.22,24.63,48.51,15.67,5.97
N00001650,118,9,67,37,4,1,157,7.63,56.78,31.36,3.39,0.85
N00001651,134,5,47,70,11,1,224,3.73,35.07,52.24,8.21,0.75
N00001652,132,3,36,63,26,4,257,2.27,27.27,47.73,19.70,3.03
N00001653,136,2,39,72,15,8,262,1.47,28.68,52.94,11.03,5.88
N00001654,139,8,61,54,14,2,219,5.76,43.88,38.85,10.07,1.44
N00001655,159,17,74,50,14,4,233,10.69,46.54,31.45,8.81,2.52
N00001656,118,25,58,26,8,1,138,21.19,49.15,22.03,6.78,0.85
N00001657,119,14,55,41,8,1,165,11.76,46.22,34.45,6.72,0.84
N00001658,95,32,30,25,8,0,104,33.68,31.58,26.32,8.42,0
N00001659,112,16,51,35,6,4,155,14.29,45.54,31.25,5.36,3.57
N00001660,123,12,60,39,10,2,176,9.76,48.78,31.71,8.13,1.63
N00001661,122,2,48,60,10,2,207,1.64,39.34,49.18,8.20,1.64
N00001662,125,8,61,45,11,0,184,6.40,48.80,36.00,8.80,0
N00001663,128,8,60,42,12,6,205,6.25,46.88,32.81,9.38,4.69
N00001664,118,7,51,46,10,4,189,5.93,43.22,38.98,8.47,3.39
N00001665,152,14,81,45,11,1,208,9.21,53.29,29.61,7.24,0.66
N00001666,125,6,36,55,21,7,238,4.80,28.80,44.00,16.80,5.60
N00001667,117,10,53,46,8,0,169,8.55,45.30,39.32,6.84,0
N00001668,156,31,49,59,13,4,223,19.87,31.41,37.82,8.33,2.56
N00001669,117,5,41,44,21,6,217,4.27,35.04,37.61,17.95,5.13
N00001670,125,62,46,14,1,2,85,49.60,36.80,11.20,0.80,1.60
N00001671,129,74,44,10,1,0,67,57.36,34.11,7.75,0.78,0
N00001672,134,34,66,29,5,0,139,25.37,49.25,21.64,3.73,0
N00001673,176,26,88,55,5,2,223,14.77,50.00,31.25,2.84,1.14
N00001674,114,51,55,6,2,0,73,44.74,48.25,5.26,1.75,0
N00001675,123,44,64,15,0,0,94,35.77,52.03,12.20,0,0
N00001676,107,42,49,14,1,1,84,39.25,45.79,13.08,0.93,0.93
N00001677,163,1,36,86,29,11,342,0.61,22.09,52.76,17.79,6.75
N00001678,148,5,41,67,23,12,296,3.38,27.70,45.27,15.54,8.11
N00001679,134,4,40,71,15,4,245,2.99,29.85,52.99,11.19,2.99
N00001680,170,4,50,96,16,4,307,2.35,29.41,56.47,9.41,2.35
N00001681,147,39,68,32,7,1,157,26.53,46.26,21.77,4.76,0.68
N00001682,127,13,67,41,5,1,168,10.24,52.76,32.28,3.94,0.79
N00001683,155,46,81,23,5,0,142,29.68,52.26,14.84,3.23,0
N00001684,286,14,73,164,31,4,519,4.90,25.52,57.34,10.84,1.40
N00001685,120,8,44,55,10,3,196,6.67,36.67,45.83,8.33,2.50
N00001686,114,15,64,32,3,0,137,13.16,56.14,28.07,2.63,0
N00001687,118,4,61,42,8,3,181,3.39,51.69,35.59,6.78,2.54
N00001688,158,57,74,25,2,0,130,36.08,46.84,15.82,1.27,0
N00001689,156,78,66,9,1,2,95,50.00,42.31,5.77,0.64,1.28
N00001690,141,33,56,41,9,2,174,23.40,39.72,29.08,6.38,1.42
N00001691,154,63,71,17,3,0,114,40.91,46.10,11.04,1.95,0
N00001692,124,45,62,17,0,0,96,36.29,50.00,13.71,0,0
N00001693,125,3,61,40,16,5,210,2.40,48.80,32.00,12.80,4.00
N00001694,104,7,36,42,15,4,182,6.73,34.62,40.38,14.42,3.85
N00001695,152,10,57,71,13,1,242,6.58,37.50,46.71,8.55,0.66
N00001696,168,12,79,63,8,6,257,7.14,47.02,37.50,4.76,3.57
N00001697,121,18,53,33,9,8,178,14.88,43.80,27.27,7.44,6.61
N00001698,131,34,65,25,4,3,141,25.95,49.62,19.08,3.05,2.29
N00001699,158,14,54,70,14,6,260,8.86,34.18,44.30,8.86,3.80
N00001700,124,39,52,26,5,2,127,31.45,41.94,20.97,4.03,1.61
N00001701,102,39,50,11,2,0,78,38.24,49.02,10.78,1.96,0
N00001702,140,27,66,36,6,5,180,19.29,47.14,25.71,4.29,3.57
N00001703,613,253,275,83,2,0,447,41.27,44.86,13.54,0.33,0
N00001704,450,185,212,49,3,1,323,41.11,47.11,10.89,0.67,0.22
N00001705,118,57,47,11,3,0,78,48.31,39.83,9.32,2.54,0
N00001706,166,4,52,85,23,2,299,2.41,31.33,51.20,13.86,1.20
N00001707,145,16,56,59,10,4,221,11.03,38.62,40.69,6.90,2.76
N00001708,241,23,88,104,20,6,383,9.54,36.51,43.15,8.30,2.49
N00001709,120,35,61,22,2,0,111,29.17,50.83,18.33,1.67,0
N00001710,136,6,32,73,19,6,263,4.41,23.53,53.68,13.97,4.41
N00001711,137,9,49,62,9,8,235,6.57,35.77,45.26,6.57,5.84
N00001712,158,55,85,15,3,0,124,34.81,53.80,9.49,1.90,0
N00001713,110,50,42,13,3,2,85,45.45,38.18,11.82,2.73,1.82
N00001714,260,94,135,26,5,0,202,36.15,51.92,10.00,1.92,0
N00001715,127,56,58,13,0,0,84,44.09,45.67,10.24,0,0
N00001716,124,14,55,42,10,3,184,11.29,44.35,33.87,8.06,2.42
N00001717,132,13,63,51,5,0,180,9.85,47.73,38.64,3.79,0
N00001718,125,20,57,39,7,2,164,16.00,45.60,31.20,5.60,1.60
N00001719,123,43,57,19,4,0,107,34.96,46.34,15.45,3.25,0
N00001720,122,22,62,30,6,2,150,18.03,50.82,24.59,4.92,1.64
N00001721,117,42,57,15,2,1,97,35.90,48.72,12.82,1.71,0.85
N00001722,148,60,70,17,1,0,107,40.54,47.30,11.49,0.68,0
N00001723,127,45,67,14,1,0,98,35.43,52.76,11.02,0.79,0
N00001724,105,41,53,10,1,0,76,39.05,50.48,9.52,0.95,0
N00001725,117,55,46,10,5,1,85,47.01,39.32,8.55,4.27,0.85
N00001726,119,49,43,21,6,0,103,41.18,36.13,17.65,5.04,0
N00001727,114,45,58,10,1,0,81,39.47,50.88,8.77,0.88,0
N00001728,137,51,65,19,2,0,109,37.23,47.45,13.87,1.46,0
N00001729,136,49,67,15,4,1,113,36.03,49.26,11.03,2.94,0.74
N00001730,133,55,57,15,6,0,105,41.35,42.86,11.28,4.51,0
N00001731,125,60,53,11,0,1,80,48.00,42.40,8.80,0,0.80
N00001732,351,13,116,157,46,19,646,3.70,33.05,44.73,13.11,5.41
N00001733,120,44,60,12,3,1,97,36.67,50.00,10.00,2.50,0.83
N00001734,120,21,64,28,7,0,141,17.50,53.33,23.33,5.83,0
N00001735,125,43,60,16,4,2,112,34.40,48.00,12.80,3.20,1.60
N00001736,199,105,76,16,1,1,115,52.76,38.19,8.04,0.50,0.50
N00001737,168,53,87,22,4,2,151,31.55,51.79,13.10,2.38,1.19
N00001738,133,11,60,46,14,2,202,8.27,45.11,34.59,10.53,1.50
N00001739,145,9,62,52,20,2,244,6.21,42.76,35.86,13.79,1.38
N00001740,292,47,146,74,22,3,374,16.10,50.00,25.34,7.53,1.03
N00001741,116,17,57,34,5,3,154,14.66,49.14,29.31,4.31,2.59
N00001742,109,42,49,14,1,3,96,38.53,44.95,12.84,0.92,2.75
N00001743,122,33,47,31,8,3,146,27.05,38.52,25.41,6.56,2.46
N00001744,128,5,52,62,6,3,208,3.91,40.63,48.44,4.69,2.34
N00001745,117,7,44,57,7,2,187,5.98,37.61,48.72,5.98,1.71
N00001746,118,5,62,38,9,4,183,4.24,52.54,32.20,7.63,3.39
N00001747,297,45,142,89,14,7,394,15.15,47.81,29.97,4.71,2.36
N00001748,148,5,39,52,37,15,317,3.38,26.35,35.14,25.00,10.14
N00001749,120,5,31,52,20,12,245,4.17,25.83,43.33,16.67,10.00
N00001750,115,14,52,37,12,0,162,12.17,45.22,32.17,10.43,0
N00001751,116,6,57,42,8,3,177,5.17,49.14,36.21,6.90,2.59
N00001752,128,5,64,46,9,4,200,3.91,50.00,35.94,7.03,3.13
N00001753,137,31,55,39,10,2,173,22.63,40.15,28.47,7.30,1.46
N00001754,130,7,38,62,22,1,232,5.38,29.23,47.69,16.92,0.77
N00001755,131,5,24,66,22,14,282,3.82,18.32,50.38,16.79,10.69
N00001756,131,5,47,50,20,9,248,3.82,35.88,38.17,15.27,6.87
N00001757,119,11,69,32,7,0,154,9.24,57.98,26.89,5.88,0
N00001758,132,15,66,40,9,2,181,11.36,50.00,30.30,6.82,1.52
N00001759,121,5,50,45,17,4,207,4.13,41.32,37.19,14.05,3.31
N00001760,389,26,143,180,36,4,629,6.68,36.76,46.27,9.25,1.03
N00001761,118,2,21,78,14,3,234,1.69,17.80,66.10,11.86,2.54
N00001762,133,45,62,22,2,2,120,33.83,46.62,16.54,1.50,1.50
N00001763,545,58,241,213,27,6,774,10.64,44.22,39.08,4.95,1.10
N00001764,128,62,48,16,1,1,88,48.44,37.50,12.50,0.78,0.78
N00001765,470,109,210,116,31,4,551,23.19,44.68,24.68,6.60,0.85
N00001766,128,34,73,19,1,1,118,26.56,57.03,14.84,0.78,0.78
N00001767,110,7,45,41,13,4,182,6.36,40.91,37.27,11.82,3.64
N00001768,114,10,45,52,6,1,171,8.77,39.47,45.61,5.26,0.88
N00001769,120,4,42,61,10,3,206,3.33,35.00,50.83,8.33,2.50
N00001770,89,1,19,64,3,2,165,1.12,21.35,71.91,3.37,2.25
N00001771,142,4,55,71,6,6,240,2.82,38.73,50.00,4.23,4.23
N00001772,118,7,60,46,5,0,167,5.93,50.85,38.98,4.24,0
N00001773,106,9,39,51,4,3,166,8.49,36.79,48.11,3.77,2.83
N00001774,128,11,68,42,6,1,175,8.59,53.13,32.81,4.69,0.78
N00001775,119,5,59,47,7,1,178,4.20,49.58,39.50,5.88,0.84
N00001776,122,13,56,50,3,0,165,10.66,45.90,40.98,2.46,0
N00001777,136,12,57,57,8,2,203,8.82,41.91,41.91,5.88,1.47
N00001778,114,4,56,45,7,2,175,3.51,49.12,39.47,6.14,1.75
N00001779,118,36,55,19,7,1,118,30.51,46.61,16.10,5.93,0.85
N00001780,248,12,97,117,16,6,405,4.84,39.11,47.18,6.45,2.42
N00001781,126,5,40,65,12,4,222,3.97,31.75,51.59,9.52,3.17
N00001782,124,7,46,55,13,3,210,5.65,37.10,44.35,10.48,2.42
N00001783,134,9,63,48,10,4,206,6.72,47.01,35.82,7.46,2.99
N00001784,129,48,61,17,2,1,107,37.21,47.29,13.18,1.55,0.78
N00001785,136,41,66,26,3,0,127,30.15,48.53,19.12,2.21,0
N00001786,135,24,62,44,2,3,168,17.78,45.93,32.59,1.48,2.22
N00001787,130,61,52,17,0,0,86,46.92,40.00,13.08,0,0
N00001788,126,48,50,21,7,0,113,38.10,39.68,16.67,5.56,0
N00001789,152,2,65,71,11,3,253,1.32,42.76,46.71,7.24,1.97
N00001790,132,6,63,45,14,4,211,4.55,47.73,34.09,10.61,3.03
N00001791,155,11,56,71,12,5,256,7.10,36.13,45.81,7.74,3.23
N00001792,97,1,16,55,18,7,209,1.03,16.49,56.70,18.56,7.22
N00001793,143,6,52,62,17,6,253,4.20,36.36,43.36,11.89,4.20
N00001794,374,87,180,85,18,4,420,23.26,48.13,22.73,4.81,1.07
N00001795,122,12,65,36,6,3,172,9.84,53.28,29.51,4.92,2.46
N00001796,130,11,65,44,9,1,184,8.46,50.00,33.85,6.92,0.77
N00001797,148,17,72,49,7,3,204,11.49,48.65,33.11,4.73,2.03
N00001798,147,2,55,74,13,3,254,1.36,37.41,50.34,8.84,2.04
N00001799,125,11,45,49,11,9,224,8.80,36.00,39.20,8.80,7.20
N00001800,128,8,54,52,12,2,208,6.25,42.19,40.63,9.38,1.56
N00001801,133,6,36,67,20,4,248,4.51,27.07,50.38,15.04,3.01
N00001802,126,7,59,49,11,0,190,5.56,46.83,38.89,8.73,0
N00001803,123,12,49,44,14,4,196,9.76,39.84,35.77,11.38,3.25
N00001804,135,13,55,52,12,3,207,9.63,40.74,38.52,8.89,2.22
N00001805,368,38,176,137,15,2,503,10.33,47.83,37.23,4.08,0.54
N00001806,128,43,68,12,4,1,109,33.59,53.13,9.38,3.13,0.78
N00001807,110,25,55,30,0,0,115,22.73,50.00,27.27,0,0
N00001808,107,42,51,11,1,2,88,39.25,47.66,10.28,0.93,1.87
N00001809,111,46,44,20,1,0,87,41.44,39.64,18.02,0.90,0
N00001810,120,57,47,13,3,0,82,47.50,39.17,10.83,2.50,0
N00001811,102,41,42,18,1,0,81,40.20,41.18,17.65,0.98,0
N00001812,213,120,76,17,0,0,110,56.34,35.68,7.98,0,0
N00001813,100,49,40,9,1,1,65,49.00,40.00,9.00,1.00,1.00
N00001814,352,108,187,48,9,0,310,30.68,53.13,13.64,2.56,0
N00001815,128,23,60,41,3,1,155,17.97,46.88,32.03,2.34,0.78
N00001816,235,84,98,46,6,1,212,35.74,41.70,19.57,2.55,0.43
N00001817,112,18,50,39,4,1,144,16.07,44.64,34.82,3.57,0.89
N00001818,109,17,59,29,3,1,130,15.60,54.13,26.61,2.75,0.92
N00001819,137,23,55,44,11,4,192,16.79,40.15,32.12,8.03,2.92
N00001820,149,32,71,36,9,1,184,21.48,47.65,24.16,6.04,0.67
N00001821,296,70,146,65,12,3,326,23.65,49.32,21.96,4.05,1.01
N00001822,132,18,71,35,7,1,166,13.64,53.79,26.52,5.30,0.76
N00001823,171,14,85,63,6,3,242,8.19,49.71,36.84,3.51,1.75
N00001824,117,2,35,61,17,2,217,1.71,29.91,52.14,14.53,1.71
N00001825,103,21,46,28,6,2,128,20.39,44.66,27.18,5.83,1.94
N00001826,120,2,53,55,9,1,194,1.67,44.17,45.83,7.50,0.83
N00001827,118,12,47,48,10,1,177,10.17,39.83,40.68,8.47,0.85
N00001828,107,25,52,27,3,0,115,23.36,48.60,25.23,2.80,0
N00001829,104,17,56,24,6,1,126,16.35,53.85,23.08,5.77,0.96
N00001830,146,48,72,20,6,0,130,32.88,49.32,13.70,4.11,0
N00001831,117,11,38,58,9,1,185,9.40,32.48,49.57,7.69,0.85
N00001832,113,42,48,20,3,0,97,37.17,42.48,17.70,2.65,0
N00001833,167,66,75,19,6,1,139,39.52,44.91,11.38,3.59,0.60
N00001834,105,36,54,13,2,0,86,34.29,51.43,12.38,1.90,0
N00001835,128,38,68,18,4,0,116,29.69,53.13,14.06,3.13,0
N00001836,122,45,55,18,4,0,103,36.89,45.08,14.75,3.28,0
N00001837,119,38,65,14,1,1,100,31.93,54.62,11.76,0.84,0.84
N00001838,127,45,59,19,3,1,110,35.43,46.46,14.96,2.36,0.79
N00001839,168,28,88,45,6,1,200,16.67,52.38,26.79,3.57,0.60
N00001840,112,4,33,58,11,6,208,3.57,29.46,51.79,9.82,5.36
N00001841,142,15,67,54,5,1,194,10.56,47.18,38.03,3.52,0.70
N00001842,124,21,64,33,6,0,148,16.94,51.61,26.61,4.84,0
N00001843,134,15,56,50,10,3,198,11.19,41.79,37.31,7.46,2.24
