GeographyCode,KS405NI0001,KS405NI0002,KS405NI0003,KS405NI0004,KS405NI0005,KS405NI0006,KS405NI0007,KS405NI0008,KS405NI0009,KS405NI0010,KS405NI0011,KS405NI0012
N00002088,143,25,83,27,8,0,161,17.48,58.04,18.88,5.59,0
N00002089,136,5,50,70,8,3,229,3.68,36.76,51.47,5.88,2.21
N00002090,154,21,47,58,17,11,262,13.64,30.52,37.66,11.04,7.14
N00002091,314,31,125,112,23,23,519,9.87,39.81,35.67,7.32,7.32
N00002092,177,28,83,48,11,7,249,15.82,46.89,27.12,6.21,3.95
N00002093,191,18,76,62,23,12,319,9.42,39.79,32.46,12.04,6.28
N00002094,277,45,115,87,18,12,395,16.25,41.52,31.41,6.50,4.33
N00002095,155,12,49,57,23,14,290,7.74,31.61,36.77,14.84,9.03
N00002096,161,17,48,68,21,7,275,10.56,29.81,42.24,13.04,4.35
N00002097,129,10,45,50,10,14,240,7.75,34.88,38.76,7.75,10.85
N00002098,132,13,46,47,16,10,235,9.85,34.85,35.61,12.12,7.58
N00002099,139,9,44,48,20,18,286,6.47,31.65,34.53,14.39,12.95
N00002100,147,12,47,57,17,14,273,8.16,31.97,38.78,11.56,9.52
N00002101,153,11,42,65,21,14,298,7.19,27.45,42.48,13.73,9.15
N00002102,133,15,42,49,20,7,235,11.28,31.58,36.84,15.04,5.26
N00002103,267,41,116,85,17,8,370,15.36,43.45,31.84,6.37,3.00
N00002104,114,41,57,13,1,2,94,35.96,50.00,11.40,0.88,1.75
N00002105,149,40,69,31,4,5,164,26.85,46.31,20.81,2.68,3.36
N00002106,118,11,53,39,13,2,178,9.32,44.92,33.05,11.02,1.69
N00002107,172,22,81,51,14,4,242,12.79,47.09,29.65,8.14,2.33
N00002108,154,56,69,24,3,2,134,36.36,44.81,15.58,1.95,1.30
N00002109,162,13,51,64,22,12,298,8.02,31.48,39.51,13.58,7.41
N00002110,175,24,77,49,18,7,260,13.71,44.00,28.00,10.29,4.00
N00002111,155,12,46,60,21,16,294,7.74,29.68,38.71,13.55,10.32
N00002112,144,13,44,55,15,17,272,9.03,30.56,38.19,10.42,11.81
N00002113,167,12,51,61,26,17,330,7.19,30.54,36.53,15.57,10.18
N00002114,145,34,59,30,18,4,189,23.45,40.69,20.69,12.41,2.76
N00002115,111,31,46,28,3,3,124,27.93,41.44,25.23,2.70,2.70
N00002116,118,35,58,23,2,0,110,29.66,49.15,19.49,1.69,0
N00002117,119,9,47,48,14,1,189,7.56,39.50,40.34,11.76,0.84
N00002118,135,8,71,38,15,3,205,5.93,52.59,28.15,11.11,2.22
N00002119,109,35,49,20,4,1,105,32.11,44.95,18.35,3.67,0.92
N00002120,110,15,43,35,10,7,178,13.64,39.09,31.82,9.09,6.36
N00002121,149,8,47,65,26,3,267,5.37,31.54,43.62,17.45,2.01
N00002122,157,4,52,65,19,17,313,2.55,33.12,41.40,12.10,10.83
N00002123,148,9,42,66,23,8,279,6.08,28.38,44.59,15.54,5.41
N00002124,118,16,48,32,11,11,196,13.56,40.68,27.12,9.32,9.32
N00002125,481,65,184,174,36,22,734,13.51,38.25,36.17,7.48,4.57
N00002126,170,16,76,63,8,7,254,9.41,44.71,37.06,4.71,4.12
N00002127,316,54,149,94,9,10,408,17.09,47.15,29.75,2.85,3.16
N00002128,321,59,150,91,16,5,400,18.38,46.73,28.35,4.98,1.56
N00002129,460,172,186,81,13,8,420,37.39,40.43,17.61,2.83,1.74
N00002130,166,44,78,34,7,3,180,26.51,46.99,20.48,4.22,1.81
N00002131,136,8,36,49,31,12,288,5.88,26.47,36.03,22.79,8.82
N00002132,111,8,37,43,12,11,206,7.21,33.33,38.74,10.81,9.91
N00002133,172,14,44,77,20,17,334,8.14,25.58,44.77,11.63,9.88
N00002134,121,19,41,35,14,12,207,15.70,33.88,28.93,11.57,9.92
N00002135,159,11,56,59,21,12,288,6.92,35.22,37.11,13.21,7.55
N00002136,149,58,76,13,2,0,108,38.93,51.01,8.72,1.34,0
N00002137,112,19,50,33,9,1,147,16.96,44.64,29.46,8.04,0.89
N00002138,132,43,61,22,4,2,125,32.58,46.21,16.67,3.03,1.52
N00002139,245,33,109,75,17,11,359,13.47,44.49,30.61,6.94,4.49
N00002140,113,12,42,43,13,3,182,10.62,37.17,38.05,11.50,2.65
N00002141,120,43,62,10,3,2,100,35.83,51.67,8.33,2.50,1.67
N00002142,111,43,56,10,2,0,82,38.74,50.45,9.01,1.80,0
N00002143,146,17,54,45,17,13,255,11.64,36.99,30.82,11.64,8.90
N00002144,190,25,67,65,25,8,310,13.16,35.26,34.21,13.16,4.21
N00002145,144,14,33,63,21,13,290,9.72,22.92,43.75,14.58,9.03
N00002146,143,24,51,49,10,9,218,16.78,35.66,34.27,6.99,6.29
N00002147,153,41,70,36,5,1,163,26.80,45.75,23.53,3.27,0.65
N00002148,134,6,39,55,24,10,267,4.48,29.10,41.04,17.91,7.46
N00002149,143,11,40,57,18,17,281,7.69,27.97,39.86,12.59,11.89
N00002150,133,9,47,62,12,3,219,6.77,35.34,46.62,9.02,2.26
N00002151,103,12,37,32,16,6,176,11.65,35.92,31.07,15.53,5.83
N00002152,129,13,70,33,9,4,179,10.08,54.26,25.58,6.98,3.10
N00002153,143,5,47,49,26,16,295,3.50,32.87,34.27,18.18,11.19
N00002154,132,11,46,53,16,6,230,8.33,34.85,40.15,12.12,4.55
N00002155,152,6,44,65,22,15,306,3.95,28.95,42.76,14.47,9.87
N00002156,143,35,62,27,12,7,182,24.48,43.36,18.88,8.39,4.90
N00002157,133,50,62,18,1,2,112,37.59,46.62,13.53,0.75,1.50
N00002158,139,5,47,54,21,12,273,3.60,33.81,38.85,15.11,8.63
N00002159,160,9,45,68,23,15,316,5.63,28.13,42.50,14.38,9.38
N00002160,125,10,30,54,25,6,241,8.00,24.00,43.20,20.00,4.80
N00002161,148,14,51,51,19,13,271,9.46,34.46,34.46,12.84,8.78
N00002162,143,16,47,46,16,18,269,11.19,32.87,32.17,11.19,12.59
N00002163,206,12,96,81,12,5,316,5.83,46.60,39.32,5.83,2.43
N00002164,126,30,65,24,6,1,136,23.81,51.59,19.05,4.76,0.79
N00002165,118,9,52,41,12,4,186,7.63,44.07,34.75,10.17,3.39
N00002166,123,17,59,31,8,8,177,13.82,47.97,25.20,6.50,6.50
N00002167,149,44,69,27,6,3,155,29.53,46.31,18.12,4.03,2.01
N00002168,110,16,43,32,14,5,172,14.55,39.09,29.09,12.73,4.55
N00002169,183,47,73,42,15,6,229,25.68,39.89,22.95,8.20,3.28
N00002170,128,19,64,35,6,4,172,14.84,50.00,27.34,4.69,3.13
N00002171,161,11,41,74,21,14,319,6.83,25.47,45.96,13.04,8.70
N00002172,192,9,76,77,25,5,328,4.69,39.58,40.10,13.02,2.60
N00002173,148,5,40,56,29,18,319,3.38,27.03,37.84,19.59,12.16
N00002174,173,12,54,80,16,11,315,6.94,31.21,46.24,9.25,6.36
N00002175,249,15,110,98,16,10,398,6.02,44.18,39.36,6.43,4.02
N00002176,178,11,78,75,11,3,275,6.18,43.82,42.13,6.18,1.69
N00002177,183,8,40,89,29,17,377,4.37,21.86,48.63,15.85,9.29
N00002178,167,14,61,73,16,3,267,8.38,36.53,43.71,9.58,1.80
N00002179,139,17,78,32,10,2,180,12.23,56.12,23.02,7.19,1.44
N00002180,105,43,48,12,2,0,78,40.95,45.71,11.43,1.90,0
N00002181,243,12,99,114,15,3,384,4.94,40.74,46.91,6.17,1.23
N00002182,136,7,50,59,11,9,237,5.15,36.76,43.38,8.09,6.62
N00002183,162,99,49,12,2,0,79,61.11,30.25,7.41,1.23,0
N00002184,130,68,55,3,4,0,73,52.31,42.31,2.31,3.08,0
N00002185,217,125,77,13,2,0,109,57.60,35.48,5.99,0.92,0
N00002186,116,60,49,7,0,0,63,51.72,42.24,6.03,0,0
N00002187,119,38,58,20,1,2,109,31.93,48.74,16.81,0.84,1.68
N00002188,108,51,46,9,2,0,70,47.22,42.59,8.33,1.85,0
N00002189,108,41,53,13,1,0,82,37.96,49.07,12.04,0.93,0
N00002190,217,72,112,31,1,1,181,33.18,51.61,14.29,0.46,0.46
N00002191,101,46,42,10,2,1,74,45.54,41.58,9.90,1.98,0.99
N00002192,196,23,100,59,11,3,263,11.73,51.02,30.10,5.61,1.53
N00002193,115,54,49,10,2,0,75,46.96,42.61,8.70,1.74,0
N00002194,120,61,48,10,1,0,71,50.83,40.00,8.33,0.83,0
N00002195,127,29,56,27,10,5,161,22.83,44.09,21.26,7.87,3.94
N00002196,204,22,85,81,13,3,299,10.78,41.67,39.71,6.37,1.47
N00002197,212,25,89,79,15,4,310,11.79,41.98,37.26,7.08,1.89
N00002198,118,58,44,11,3,2,85,49.15,37.29,9.32,2.54,1.69
N00002199,122,33,65,17,7,0,120,27.05,53.28,13.93,5.74,0
N00002200,161,47,83,28,2,1,150,29.19,51.55,17.39,1.24,0.62
N00002201,120,69,44,5,1,1,61,57.50,36.67,4.17,0.83,0.83
N00002202,153,33,71,36,11,2,185,21.57,46.41,23.53,7.19,1.31
N00002203,421,16,150,185,49,21,760,3.80,35.63,43.94,11.64,4.99
N00002204,156,10,47,77,10,12,290,6.41,30.13,49.36,6.41,7.69
N00002205,249,7,82,132,23,5,443,2.81,32.93,53.01,9.24,2.01
N00002206,129,7,51,54,13,4,214,5.43,39.53,41.86,10.08,3.10
N00002207,118,10,47,39,21,1,192,8.47,39.83,33.05,17.80,0.85
N00002208,123,18,51,38,13,3,181,14.63,41.46,30.89,10.57,2.44
N00002209,122,9,50,54,7,2,188,7.38,40.98,44.26,5.74,1.64
N00002210,136,2,40,62,25,7,268,1.47,29.41,45.59,18.38,5.15
N00002211,131,40,67,23,1,0,116,30.53,51.15,17.56,0.76,0
N00002212,107,23,57,22,5,0,116,21.50,53.27,20.56,4.67,0
N00002213,278,32,112,99,27,8,424,11.51,40.29,35.61,9.71,2.88
N00002214,138,5,74,48,9,2,205,3.62,53.62,34.78,6.52,1.45
N00002215,120,36,62,17,5,0,111,30.00,51.67,14.17,4.17,0
N00002216,124,35,69,16,4,0,113,28.23,55.65,12.90,3.23,0
N00002217,111,32,48,26,4,1,116,28.83,43.24,23.42,3.60,0.90
N00002218,109,23,61,18,4,3,121,21.10,55.96,16.51,3.67,2.75
N00002219,114,31,61,19,1,2,110,27.19,53.51,16.67,0.88,1.75
N00002220,176,20,97,51,6,2,226,11.36,55.11,28.98,3.41,1.14
N00002221,197,71,97,22,5,2,164,36.04,49.24,11.17,2.54,1.02
N00002222,120,55,50,12,3,0,83,45.83,41.67,10.00,2.50,0
N00002223,71,22,41,6,1,1,60,30.99,57.75,8.45,1.41,1.41
N00002224,89,39,40,10,0,0,60,43.82,44.94,11.24,0,0
N00002225,193,91,85,17,0,0,119,47.15,44.04,8.81,0,0
N00002226,99,45,46,8,0,0,62,45.45,46.46,8.08,0,0
N00002227,112,41,60,9,2,0,84,36.61,53.57,8.04,1.79,0
N00002228,120,49,56,11,4,0,90,40.83,46.67,9.17,3.33,0
N00002229,340,108,146,64,18,4,347,31.76,42.94,18.82,5.29,1.18
N00002230,120,66,44,8,1,1,67,55.00,36.67,6.67,0.83,0.83
N00002231,145,84,53,7,1,0,70,57.93,36.55,4.83,0.69,0
N00002232,324,150,119,44,6,5,246,46.30,36.73,13.58,1.85,1.54
N00002233,140,74,51,12,3,0,84,52.86,36.43,8.57,2.14,0
N00002234,120,65,47,6,2,0,65,54.17,39.17,5.00,1.67,0
N00002235,137,79,45,9,3,1,77,57.66,32.85,6.57,2.19,0.73
N00002236,328,181,128,16,2,1,170,55.18,39.02,4.88,0.61,0.30
N00002237,123,38,66,16,3,0,107,30.89,53.66,13.01,2.44,0
N00002238,98,41,46,10,1,0,69,41.84,46.94,10.20,1.02,0
N00002239,108,47,49,12,0,0,73,43.52,45.37,11.11,0,0
N00002240,145,63,58,22,2,0,108,43.45,40.00,15.17,1.38,0
N00002241,116,54,51,11,0,0,73,46.55,43.97,9.48,0,0
N00002242,113,43,55,9,5,1,96,38.05,48.67,7.96,4.42,0.88
N00002243,122,65,44,11,1,1,76,53.28,36.07,9.02,0.82,0.82
N00002244,114,37,50,20,4,3,115,32.46,43.86,17.54,3.51,2.63
N00002245,128,87,37,4,0,0,45,67.97,28.91,3.13,0,0
N00002246,150,11,63,53,18,5,244,7.33,42.00,35.33,12.00,3.33
N00002247,146,17,54,57,11,7,232,11.64,36.99,39.04,7.53,4.79
N00002248,248,20,100,99,22,7,393,8.06,40.32,39.92,8.87,2.82
N00002249,179,8,73,71,21,6,304,4.47,40.78,39.66,11.73,3.35
N00002250,115,11,49,45,10,0,169,9.57,42.61,39.13,8.70,0
N00002251,136,18,75,34,9,0,170,13.24,55.15,25.00,6.62,0
N00002252,264,11,86,106,48,13,504,4.17,32.58,40.15,18.18,4.92
N00002253,129,9,43,57,11,9,231,6.98,33.33,44.19,8.53,6.98
N00002254,197,24,83,64,20,6,297,12.18,42.13,32.49,10.15,3.05
N00002255,177,16,60,70,20,11,309,9.04,33.90,39.55,11.30,6.21
N00002256,166,10,41,74,28,13,328,6.02,24.70,44.58,16.87,7.83
N00002257,140,19,62,47,10,2,194,13.57,44.29,33.57,7.14,1.43
N00002258,126,9,48,48,14,7,214,7.14,38.10,38.10,11.11,5.56
N00002259,153,31,74,38,9,1,181,20.26,48.37,24.84,5.88,0.65
N00002260,299,11,113,138,27,10,519,3.68,37.79,46.15,9.03,3.34
N00002261,225,5,67,120,29,4,411,2.22,29.78,53.33,12.89,1.78
N00002262,156,10,58,49,27,12,288,6.41,37.18,31.41,17.31,7.69
N00002263,159,7,42,79,23,8,306,4.40,26.42,49.69,14.47,5.03
N00002264,257,63,127,55,11,1,274,24.51,49.42,21.40,4.28,0.39
N00002265,216,40,118,55,2,1,238,18.52,54.63,25.46,0.93,0.46
N00002266,108,36,57,13,2,0,89,33.33,52.78,12.04,1.85,0
N00002267,172,57,86,29,0,0,144,33.14,50.00,16.86,0,0
N00002268,290,67,133,73,14,3,333,23.10,45.86,25.17,4.83,1.03
N00002269,117,47,55,11,3,1,90,40.17,47.01,9.40,2.56,0.85
N00002270,120,49,54,12,5,0,93,40.83,45.00,10.00,4.17,0
N00002271,113,62,40,11,0,0,62,54.87,35.40,9.73,0,0
N00002272,99,46,35,17,1,0,72,46.46,35.35,17.17,1.01,0
N00002273,214,23,119,64,6,2,274,10.75,55.61,29.91,2.80,0.93
N00002274,98,49,42,6,1,0,57,50.00,42.86,6.12,1.02,0
N00002275,103,39,56,7,1,0,73,37.86,54.37,6.80,0.97,0
N00002276,124,15,75,26,6,2,153,12.10,60.48,20.97,4.84,1.61
N00002277,194,55,97,37,4,1,191,28.35,50.00,19.07,2.06,0.52
N00002278,137,58,65,11,2,1,97,42.34,47.45,8.03,1.46,0.73
N00002279,111,48,49,13,1,0,78,43.24,44.14,11.71,0.90,0
N00002280,116,39,48,24,5,0,111,33.62,41.38,20.69,4.31,0
N00002281,127,48,64,12,2,1,98,37.80,50.39,9.45,1.57,0.79
N00002282,114,65,40,5,2,2,64,57.02,35.09,4.39,1.75,1.75
N00002283,106,46,45,12,2,1,79,43.40,42.45,11.32,1.89,0.94
N00002284,128,66,46,11,4,1,86,51.56,35.94,8.59,3.13,0.78
N00002285,128,15,58,44,6,5,184,11.72,45.31,34.38,4.69,3.91
N00002286,127,15,61,43,7,1,172,11.81,48.03,33.86,5.51,0.79
N00002287,122,38,63,17,4,0,109,31.15,51.64,13.93,3.28,0
N00002288,118,58,52,6,1,1,71,49.15,44.07,5.08,0.85,0.85
N00002289,107,37,51,16,1,2,94,34.58,47.66,14.95,0.93,1.87
N00002290,238,79,94,47,13,5,247,33.19,39.50,19.75,5.46,2.10
N00002291,227,85,103,33,5,1,188,37.44,45.37,14.54,2.20,0.44
N00002292,118,16,50,48,2,2,160,13.56,42.37,40.68,1.69,1.69
N00002293,113,41,52,19,0,1,94,36.28,46.02,16.81,0,0.88
N00002294,123,13,52,43,14,1,184,10.57,42.28,34.96,11.38,0.81
N00002295,137,17,67,45,6,2,183,12.41,48.91,32.85,4.38,1.46
N00002296,143,33,73,30,6,1,155,23.08,51.05,20.98,4.20,0.70
N00002297,124,4,55,42,19,4,212,3.23,44.35,33.87,15.32,3.23
N00002298,137,29,76,23,6,3,152,21.17,55.47,16.79,4.38,2.19
N00002299,149,15,71,50,11,2,213,10.07,47.65,33.56,7.38,1.34
N00002300,318,24,111,154,21,8,515,7.55,34.91,48.43,6.60,2.52
N00002301,242,19,120,87,12,4,347,7.85,49.59,35.95,4.96,1.65
N00002302,221,9,65,117,21,9,403,4.07,29.41,52.94,9.50,4.07
N00002303,158,14,78,54,10,2,224,8.86,49.37,34.18,6.33,1.27
N00002304,88,36,40,8,4,0,68,40.91,45.45,9.09,4.55,0
N00002305,311,19,157,124,7,4,443,6.11,50.48,39.87,2.25,1.29
N00002306,524,75,271,157,14,7,660,14.31,51.72,29.96,2.67,1.34
N00002307,134,8,49,51,18,8,243,5.97,36.57,38.06,13.43,5.97
N00002308,124,10,58,41,7,8,194,8.06,46.77,33.06,5.65,6.45
N00002309,101,30,58,13,0,0,84,29.70,57.43,12.87,0,0
N00002310,103,38,53,11,1,0,78,36.89,51.46,10.68,0.97,0
N00002311,119,25,60,27,4,3,138,21.01,50.42,22.69,3.36,2.52
N00002312,137,47,72,13,4,1,114,34.31,52.55,9.49,2.92,0.73
N00002313,140,10,72,52,6,0,194,7.14,51.43,37.14,4.29,0
N00002314,121,19,57,30,12,3,165,15.70,47.11,24.79,9.92,2.48
N00002315,145,23,57,51,7,7,208,15.86,39.31,35.17,4.83,4.83
N00002316,116,26,64,21,4,1,122,22.41,55.17,18.10,3.45,0.86
N00002317,118,12,56,45,3,2,163,10.17,47.46,38.14,2.54,1.69
N00002318,169,26,87,44,9,3,214,15.38,51.48,26.04,5.33,1.78
N00002319,260,23,110,96,24,7,405,8.85,42.31,36.92,9.23,2.69
N00002320,131,36,54,30,10,1,148,27.48,41.22,22.90,7.63,0.76
N00002321,117,19,57,29,10,2,154,16.24,48.72,24.79,8.55,1.71
N00002322,125,14,50,42,15,4,196,11.20,40.00,33.60,12.00,3.20
N00002323,132,5,67,49,9,2,200,3.79,50.76,37.12,6.82,1.52
N00002324,106,12,50,35,7,2,150,11.32,47.17,33.02,6.60,1.89
N00002325,173,9,68,73,18,5,289,5.20,39.31,42.20,10.40,2.89
N00002326,130,26,58,33,7,6,169,20.00,44.62,25.38,5.38,4.62
N00002327,460,20,156,227,46,11,796,4.35,33.91,49.35,10.00,2.39
N00002328,130,5,41,64,13,7,239,3.85,31.54,49.23,10.00,5.38
N00002329,135,22,72,31,8,2,166,16.30,53.33,22.96,5.93,1.48
N00002330,215,6,69,111,23,6,388,2.79,32.09,51.63,10.70,2.79
N00002331,199,21,64,79,23,12,343,10.55,32.16,39.70,11.56,6.03
N00002332,159,32,68,52,6,1,194,20.13,42.77,32.70,3.77,0.63
N00002333,149,9,61,63,10,6,243,6.04,40.94,42.28,6.71,4.03
N00002334,125,17,66,32,7,3,166,13.60,52.80,25.60,5.60,2.40
N00002335,202,13,67,91,21,10,352,6.44,33.17,45.05,10.40,4.95
N00002336,132,18,78,27,9,0,159,13.64,59.09,20.45,6.82,0
N00002337,139,48,70,19,1,1,115,34.53,50.36,13.67,0.72,0.72
N00002338,109,36,48,21,3,1,103,33.03,44.04,19.27,2.75,0.92
N00002339,116,19,66,23,7,1,137,16.38,56.90,19.83,6.03,0.86
N00002340,114,27,65,20,2,0,111,23.68,57.02,17.54,1.75,0
N00002341,100,29,53,15,2,1,93,29.00,53.00,15.00,2.00,1.00
N00002342,115,38,60,14,3,0,97,33.04,52.17,12.17,2.61,0
N00002343,117,18,64,30,5,0,139,15.38,54.70,25.64,4.27,0
N00002344,182,100,67,14,0,1,99,54.95,36.81,7.69,0,0.55
N00002345,153,62,69,19,2,1,117,40.52,45.10,12.42,1.31,0.65
N00002346,114,35,59,15,4,1,105,30.70,51.75,13.16,3.51,0.88
N00002347,280,53,132,80,9,6,345,18.93,47.14,28.57,3.21,2.14
N00002348,169,64,73,27,5,0,142,37.87,43.20,15.98,2.96,0
N00002349,113,23,61,24,4,1,125,20.35,53.98,21.24,3.54,0.88
N00002350,96,25,60,10,1,0,83,26.04,62.50,10.42,1.04,0
N00002351,418,47,188,154,22,7,592,11.24,44.98,36.84,5.26,1.67
N00002352,137,55,66,9,5,2,112,40.15,48.18,6.57,3.65,1.46
N00002353,647,126,317,161,33,10,782,19.47,49.00,24.88,5.10,1.55
N00002354,151,37,73,36,4,1,161,24.50,48.34,23.84,2.65,0.66
N00002355,112,45,58,7,1,1,79,40.18,51.79,6.25,0.89,0.89
N00002356,140,18,74,35,12,1,184,12.86,52.86,25.00,8.57,0.71
N00002357,146,60,56,21,9,0,125,41.10,38.36,14.38,6.16,0
N00002358,110,54,48,8,0,0,64,49.09,43.64,7.27,0,0
N00002359,118,69,34,12,2,1,69,58.47,28.81,10.17,1.69,0.85
N00002360,115,22,65,21,3,4,133,19.13,56.52,18.26,2.61,3.48
N00002361,116,48,51,14,1,2,90,41.38,43.97,12.07,0.86,1.72
N00002362,113,64,40,9,0,0,58,56.64,35.40,7.96,0,0
N00002363,108,45,45,16,1,1,84,41.67,41.67,14.81,0.93,0.93
N00002364,118,63,49,5,1,0,62,53.39,41.53,4.24,0.85,0
N00002365,121,47,60,14,0,0,88,38.84,49.59,11.57,0,0
N00002366,118,49,55,12,2,0,85,41.53,46.61,10.17,1.69,0
N00002367,164,21,89,41,9,4,214,12.80,54.27,25.00,5.49,2.44
N00002368,141,3,38,66,25,9,283,2.13,26.95,46.81,17.73,6.38
N00002369,289,25,128,110,14,12,445,8.65,44.29,38.06,4.84,4.15
N00002370,128,4,32,45,30,17,285,3.13,25.00,35.16,23.44,13.28
N00002371,146,9,45,62,19,11,271,6.16,30.82,42.47,13.01,7.53
N00002372,211,11,74,89,27,10,379,5.21,35.07,42.18,12.80,4.74
N00002373,139,24,54,46,8,7,201,17.27,38.85,33.09,5.76,5.04
N00002374,126,31,60,22,9,4,147,24.60,47.62,17.46,7.14,3.17
N00002375,132,10,38,48,24,12,260,7.58,28.79,36.36,18.18,9.09
N00002376,148,5,45,54,34,10,301,3.38,30.41,36.49,22.97,6.76
N00002377,169,25,72,61,9,2,229,14.79,42.60,36.09,5.33,1.18
N00002378,306,18,125,143,15,5,476,5.88,40.85,46.73,4.90,1.63
N00002379,251,13,108,102,17,11,419,5.18,43.03,40.64,6.77,4.38
N00002380,133,19,61,37,14,2,185,14.29,45.86,27.82,10.53,1.50
N00002381,149,8,58,61,19,3,250,5.37,38.93,40.94,12.75,2.01
N00002382,181,7,81,62,23,8,310,3.87,44.75,34.25,12.71,4.42
N00002383,150,4,38,76,25,7,297,2.67,25.33,50.67,16.67,4.67
N00002384,144,9,50,67,15,3,241,6.25,34.72,46.53,10.42,2.08
N00002385,108,4,55,33,12,4,174,3.70,50.93,30.56,11.11,3.70
N00002386,127,67,50,10,0,0,70,52.76,39.37,7.87,0,0
N00002387,266,144,107,15,0,0,137,54.14,40.23,5.64,0,0
N00002388,92,39,43,7,3,0,66,42.39,46.74,7.61,3.26,0
N00002389,134,56,59,14,5,0,102,41.79,44.03,10.45,3.73,0
N00002390,142,59,65,17,1,0,102,41.55,45.77,11.97,0.70,0
N00002391,136,7,50,60,12,7,238,5.15,36.76,44.12,8.82,5.15
N00002392,116,8,47,41,15,5,197,6.90,40.52,35.34,12.93,4.31
N00002393,197,14,77,82,21,3,319,7.11,39.09,41.62,10.66,1.52
N00002394,154,41,83,21,8,1,153,26.62,53.90,13.64,5.19,0.65
N00002395,126,10,66,42,8,0,174,7.94,52.38,33.33,6.35,0
N00002396,132,56,56,17,3,0,99,42.42,42.42,12.88,2.27,0
N00002397,147,70,57,18,1,1,100,47.62,38.78,12.24,0.68,0.68
N00002398,137,65,57,9,3,3,96,47.45,41.61,6.57,2.19,2.19
N00002399,117,55,47,12,2,1,81,47.01,40.17,10.26,1.71,0.85
N00002400,70,9,33,22,5,1,96,12.86,47.14,31.43,7.14,1.43
N00002401,555,67,302,167,15,4,698,12.07,54.41,30.09,2.70,0.72
N00002402,96,6,40,36,12,2,156,6.25,41.67,37.50,12.50,2.08
N00002403,176,16,92,52,13,3,248,9.09,52.27,29.55,7.39,1.70
N00002404,339,50,165,97,21,6,449,14.75,48.67,28.61,6.19,1.77
N00002405,128,22,54,32,14,6,185,17.19,42.19,25.00,10.94,4.69
N00002406,109,6,39,47,16,1,185,5.50,35.78,43.12,14.68,0.92
N00002407,112,20,50,30,10,2,148,17.86,44.64,26.79,8.93,1.79
N00002408,129,12,44,51,15,7,223,9.30,34.11,39.53,11.63,5.43
N00002409,131,47,55,25,3,1,118,35.88,41.98,19.08,2.29,0.76
N00002410,117,34,56,15,11,1,123,29.06,47.86,12.82,9.40,0.85
N00002411,107,2,29,45,22,9,222,1.87,27.10,42.06,20.56,8.41
N00002412,110,4,30,61,12,3,201,3.64,27.27,55.45,10.91,2.73
N00002413,123,5,43,58,14,3,213,4.07,34.96,47.15,11.38,2.44
N00002414,103,5,35,43,10,10,192,4.85,33.98,41.75,9.71,9.71
N00002415,103,11,54,28,6,4,145,10.68,52.43,27.18,5.83,3.88
N00002416,180,31,72,60,11,6,253,17.22,40.00,33.33,6.11,3.33
N00002417,120,17,48,33,16,6,191,14.17,40.00,27.50,13.33,5.00
N00002418,169,19,51,69,19,11,292,11.24,30.18,40.83,11.24,6.51
N00002419,230,31,67,93,28,11,385,13.48,29.13,40.43,12.17,4.78
N00002420,163,20,59,55,20,9,268,12.27,36.20,33.74,12.27,5.52
N00002421,131,15,37,58,14,7,226,11.45,28.24,44.27,10.69,5.34
N00002422,162,18,46,62,27,9,291,11.11,28.40,38.27,16.67,5.56
N00002423,115,70,34,8,3,0,59,60.87,29.57,6.96,2.61,0
N00002424,129,42,65,14,7,1,118,32.56,50.39,10.85,5.43,0.78
N00002425,127,49,58,16,2,2,104,38.58,45.67,12.60,1.57,1.57
N00002426,132,41,59,25,6,1,131,31.06,44.70,18.94,4.55,0.76
N00002427,127,57,48,16,3,3,101,44.88,37.80,12.60,2.36,2.36
N00002428,125,53,59,9,4,0,89,42.40,47.20,7.20,3.20,0
N00002429,135,69,61,4,1,0,72,51.11,45.19,2.96,0.74,0
N00002430,131,68,55,8,0,0,71,51.91,41.98,6.11,0,0
N00002431,423,248,148,24,2,1,207,58.63,34.99,5.67,0.47,0.24
N00002432,119,82,31,6,0,0,43,68.91,26.05,5.04,0,0
N00002433,135,49,70,13,2,1,107,36.30,51.85,9.63,1.48,0.74
N00002434,102,68,28,6,0,0,40,66.67,27.45,5.88,0,0
N00002435,152,89,47,15,1,0,80,58.55,30.92,9.87,0.66,0
N00002436,154,58,82,13,1,0,111,37.66,53.25,8.44,0.65,0
N00002437,88,15,49,18,5,1,104,17.05,55.68,20.45,5.68,1.14
N00002438,127,40,70,13,3,1,109,31.50,55.12,10.24,2.36,0.79
N00002439,120,54,49,14,2,1,87,45.00,40.83,11.67,1.67,0.83
N00002440,110,47,49,11,3,0,80,42.73,44.55,10.00,2.73,0
N00002441,112,62,39,7,3,1,66,55.36,34.82,6.25,2.68,0.89
N00002442,110,40,62,5,3,0,81,36.36,56.36,4.55,2.73,0
N00002443,128,48,66,10,2,2,100,37.50,51.56,7.81,1.56,1.56
N00002444,372,125,154,71,17,5,367,33.60,41.40,19.09,4.57,1.34
N00002445,147,14,79,47,7,0,194,9.52,53.74,31.97,4.76,0
N00002446,133,62,59,10,2,0,85,46.62,44.36,7.52,1.50,0
N00002447,153,79,63,10,1,0,86,51.63,41.18,6.54,0.65,0
N00002448,131,56,59,14,2,0,93,42.75,45.04,10.69,1.53,0
