GeographyCode,KS801NI0001,KS801NI0002,KS801NI0003,KS801NI0004,KS801NI0005,KS801NI0006,KS801NI0007,KS801NI0008,KS801NI0009,KS801NI0010
N00002280,248,232,3,4,9,0,93.55,1.21,1.61,3.63
N00002281,385,368,12,1,4,0,95.58,3.12,0.26,1.04
N00002282,257,249,2,1,5,1,96.89,0.78,0.39,1.95
N00002283,251,249,1,0,1,0,99.20,0.40,0,0.40
N00002284,278,264,1,2,11,0,94.96,0.36,0.72,3.96
N00002285,398,383,6,4,5,0,96.23,1.51,1.01,1.26
N00002286,347,324,11,2,10,0,93.37,3.17,0.58,2.88
N00002287,290,279,6,0,5,0,96.21,2.07,0,1.72
N00002288,278,273,0,3,2,0,98.20,0,1.08,0.72
N00002289,208,198,3,2,5,0,95.19,1.44,0.96,2.40
N00002290,388,361,8,3,16,2,93.04,2.06,0.77,4.12
N00002291,354,327,8,2,17,0,92.37,2.26,0.56,4.80
N00002292,279,248,4,12,15,0,88.89,1.43,4.30,5.38
N00002293,193,186,4,1,2,0,96.37,2.07,0.52,1.04
N00002294,265,254,3,4,4,0,95.85,1.13,1.51,1.51
N00002295,288,274,3,3,8,0,95.14,1.04,1.04,2.78
N00002296,324,309,4,7,4,0,95.37,1.23,2.16,1.23
N00002297,300,284,6,3,7,0,94.67,2.00,1.00,2.33
N00002298,250,230,3,2,15,0,92.00,1.20,0.80,6.00
N00002299,331,316,1,3,11,1,95.47,0.30,0.91,3.32
N00002300,695,634,23,14,24,0,91.22,3.31,2.01,3.45
N00002301,571,518,14,15,24,0,90.72,2.45,2.63,4.20
N00002302,581,519,13,16,33,0,89.33,2.24,2.75,5.68
N00002303,332,314,5,6,7,1,94.58,1.51,1.81,2.11
N00002304,144,127,2,5,10,0,88.19,1.39,3.47,6.94
N00002305,659,614,23,7,15,1,93.17,3.49,1.06,2.28
N00002306,1059,981,16,30,32,3,92.63,1.51,2.83,3.02
N00002307,344,321,7,1,15,0,93.31,2.03,0.29,4.36
N00002308,281,268,4,0,9,1,95.37,1.42,0,3.20
N00002309,185,177,4,0,4,0,95.68,2.16,0,2.16
N00002310,184,178,3,1,2,0,96.74,1.63,0.54,1.09
N00002311,222,205,3,3,11,1,92.34,1.35,1.35,4.95
N00002312,250,235,6,0,9,0,94.00,2.40,0,3.60
N00002313,259,231,6,2,20,0,89.19,2.32,0.77,7.72
N00002314,237,222,8,2,5,0,93.67,3.38,0.84,2.11
N00002315,290,264,8,5,13,0,91.03,2.76,1.72,4.48
N00002316,210,193,3,3,11,0,91.90,1.43,1.43,5.24
N00002317,276,266,1,4,5,0,96.38,0.36,1.45,1.81
N00002318,349,319,8,8,14,0,91.40,2.29,2.29,4.01
N00002319,651,599,26,2,24,1,92.01,3.99,0.31,3.69
N00002320,266,257,6,3,0,1,96.62,2.26,1.13,0
N00002321,260,252,1,2,5,0,96.92,0.38,0.77,1.92
N00002322,278,263,3,2,10,0,94.60,1.08,0.72,3.60
N00002323,309,297,3,3,6,0,96.12,0.97,0.97,1.94
N00002324,254,242,1,5,6,0,95.28,0.39,1.97,2.36
N00002325,403,380,3,3,17,0,94.29,0.74,0.74,4.22
N00002326,290,286,2,0,2,0,98.62,0.69,0,0.69
N00002327,1178,1092,24,17,45,0,92.70,2.04,1.44,3.82
N00002328,331,307,5,0,19,0,92.75,1.51,0,5.74
N00002329,292,277,3,5,7,0,94.86,1.03,1.71,2.40
N00002330,565,535,5,7,18,0,94.69,0.88,1.24,3.19
N00002331,549,515,12,4,18,1,93.81,2.19,0.73,3.28
N00002332,332,316,4,1,11,0,95.18,1.20,0.30,3.31
N00002333,347,326,8,1,12,0,93.95,2.31,0.29,3.46
N00002334,315,298,2,6,9,0,94.60,0.63,1.90,2.86
N00002335,482,453,6,7,16,0,93.98,1.24,1.45,3.32
N00002336,297,291,1,1,4,0,97.98,0.34,0.34,1.35
N00002337,331,319,3,2,7,0,96.37,0.91,0.60,2.11
N00002338,250,244,3,0,3,0,97.60,1.20,0,1.20
N00002339,262,251,0,3,8,0,95.80,0,1.15,3.05
N00002340,272,267,0,2,3,0,98.16,0,0.74,1.10
N00002341,212,205,2,2,3,1,96.70,0.94,0.94,1.42
N00002342,267,255,1,4,7,0,95.51,0.37,1.50,2.62
N00002343,312,304,3,0,5,1,97.44,0.96,0,1.60
N00002344,302,287,5,1,9,0,95.03,1.66,0.33,2.98
N00002345,214,191,6,6,11,2,89.25,2.80,2.80,5.14
N00002346,175,166,3,3,3,0,94.86,1.71,1.71,1.71
N00002347,583,555,9,7,12,0,95.20,1.54,1.20,2.06
N00002348,278,257,3,1,17,0,92.45,1.08,0.36,6.12
N00002349,222,211,0,5,6,0,95.05,0,2.25,2.70
N00002350,165,154,4,2,5,0,93.33,2.42,1.21,3.03
N00002351,1220,1147,16,20,37,0,94.02,1.31,1.64,3.03
N00002352,264,248,3,1,12,0,93.94,1.14,0.38,4.55
N00002353,1619,1542,15,26,36,1,95.24,0.93,1.61,2.22
N00002354,340,313,7,4,16,1,92.06,2.06,1.18,4.71
N00002355,251,246,2,1,2,0,98.01,0.80,0.40,0.80
N00002356,369,346,6,9,8,0,93.77,1.63,2.44,2.17
N00002357,325,313,3,1,8,0,96.31,0.92,0.31,2.46
N00002358,207,199,1,2,5,0,96.14,0.48,0.97,2.42
N00002359,242,233,3,0,6,1,96.28,1.24,0,2.48
N00002360,202,187,6,2,7,0,92.57,2.97,0.99,3.47
N00002361,250,240,1,1,8,0,96.00,0.40,0.40,3.20
N00002362,214,204,4,1,5,1,95.33,1.87,0.47,2.34
N00002363,188,182,0,0,6,0,96.81,0,0,3.19
N00002364,179,174,0,0,5,0,97.21,0,0,2.79
N00002365,247,239,3,1,4,0,96.76,1.21,0.40,1.62
N00002366,221,209,6,2,4,0,94.57,2.71,0.90,1.81
N00002367,306,289,1,3,13,0,94.44,0.33,0.98,4.25
N00002368,418,407,1,2,8,0,97.37,0.24,0.48,1.91
N00002369,645,621,11,5,8,0,96.28,1.71,0.78,1.24
N00002370,374,361,2,4,7,0,96.52,0.53,1.07,1.87
N00002371,439,417,4,7,11,0,94.99,0.91,1.59,2.51
N00002372,575,554,8,7,6,0,96.35,1.39,1.22,1.04
N00002373,409,393,8,3,5,0,96.09,1.96,0.73,1.22
N00002374,278,269,0,2,7,0,96.76,0,0.72,2.52
N00002375,375,349,11,2,13,2,93.07,2.93,0.53,3.47
N00002376,396,373,5,2,16,0,94.19,1.26,0.51,4.04
N00002377,396,369,9,9,9,0,93.18,2.27,2.27,2.27
N00002378,691,641,17,13,20,1,92.76,2.46,1.88,2.89
N00002379,587,535,17,13,22,0,91.14,2.90,2.21,3.75
N00002380,279,271,2,1,5,0,97.13,0.72,0.36,1.79
N00002381,357,331,5,6,15,1,92.72,1.40,1.68,4.20
N00002382,411,389,6,6,10,0,94.65,1.46,1.46,2.43
N00002383,415,382,7,10,16,0,92.05,1.69,2.41,3.86
N00002384,350,334,7,2,7,0,95.43,2.00,0.57,2.00
N00002385,250,238,3,3,6,0,95.20,1.20,1.20,2.40
N00002386,246,227,5,3,11,0,92.28,2.03,1.22,4.47
N00002387,386,364,5,6,11,0,94.30,1.30,1.55,2.85
N00002388,164,157,0,4,3,0,95.73,0,2.44,1.83
N00002389,265,258,3,3,1,3,97.36,1.13,1.13,0.38
N00002390,222,212,4,3,3,2,95.50,1.80,1.35,1.35
N00002391,363,326,9,4,24,0,89.81,2.48,1.10,6.61
N00002392,332,325,5,0,2,0,97.89,1.51,0,0.60
N00002393,592,557,9,7,19,0,94.09,1.52,1.18,3.21
N00002394,316,299,7,3,7,0,94.62,2.22,0.95,2.22
N00002395,399,388,4,2,5,0,97.24,1.00,0.50,1.25
N00002396,264,251,7,2,4,0,95.08,2.65,0.76,1.52
N00002397,280,267,3,1,9,0,95.36,1.07,0.36,3.21
N00002398,350,336,1,2,11,0,96.00,0.29,0.57,3.14
N00002399,216,205,1,2,8,0,94.91,0.46,0.93,3.70
N00002400,196,184,2,0,10,0,93.88,1.02,0,5.10
N00002401,1290,1179,42,31,38,2,91.40,3.26,2.40,2.95
N00002402,201,177,7,5,12,1,88.06,3.48,2.49,5.97
N00002403,354,329,4,8,13,0,92.94,1.13,2.26,3.67
N00002404,785,745,18,10,12,0,94.90,2.29,1.27,1.53
N00002405,302,285,10,2,5,0,94.37,3.31,0.66,1.66
N00002406,247,218,14,1,14,1,88.26,5.67,0.40,5.67
N00002407,236,206,7,4,19,0,87.29,2.97,1.69,8.05
N00002408,342,316,6,2,18,0,92.40,1.75,0.58,5.26
N00002409,285,266,9,2,8,0,93.33,3.16,0.70,2.81
N00002410,261,249,3,2,7,0,95.40,1.15,0.77,2.68
N00002411,285,252,5,8,20,0,88.42,1.75,2.81,7.02
N00002412,329,292,5,1,31,0,88.75,1.52,0.30,9.42
N00002413,357,321,12,1,23,1,89.92,3.36,0.28,6.44
N00002414,253,226,10,6,11,0,89.33,3.95,2.37,4.35
N00002415,239,210,7,8,14,1,87.87,2.93,3.35,5.86
N00002416,482,446,9,11,16,0,92.53,1.87,2.28,3.32
N00002417,333,310,7,5,11,0,93.09,2.10,1.50,3.30
N00002418,530,492,6,8,24,0,92.83,1.13,1.51,4.53
N00002419,616,581,14,9,12,0,94.32,2.27,1.46,1.95
N00002420,470,436,10,7,17,0,92.77,2.13,1.49,3.62
N00002421,394,368,8,2,16,0,93.40,2.03,0.51,4.06
N00002422,455,437,4,0,14,0,96.04,0.88,0,3.08
N00002423,193,176,4,2,11,0,91.19,2.07,1.04,5.70
N00002424,299,279,5,3,12,0,93.31,1.67,1.00,4.01
N00002425,265,246,7,6,6,0,92.83,2.64,2.26,2.26
N00002426,308,280,13,0,15,0,90.91,4.22,0,4.87
N00002427,330,314,9,3,4,0,95.15,2.73,0.91,1.21
N00002428,298,283,4,0,11,0,94.97,1.34,0,3.69
N00002429,282,265,4,3,10,0,93.97,1.42,1.06,3.55
N00002430,293,284,0,1,8,0,96.93,0,0.34,2.73
N00002431,947,899,13,12,23,0,94.93,1.37,1.27,2.43
N00002432,239,226,3,3,7,0,94.56,1.26,1.26,2.93
N00002433,345,319,10,6,10,0,92.46,2.90,1.74,2.90
N00002434,255,248,5,0,2,0,97.25,1.96,0,0.78
N00002435,258,244,2,2,10,0,94.57,0.78,0.78,3.88
N00002436,390,372,5,2,11,0,95.38,1.28,0.51,2.82
N00002437,253,241,4,3,5,0,95.26,1.58,1.19,1.98
N00002438,335,324,4,1,6,0,96.72,1.19,0.30,1.79
N00002439,294,273,2,5,14,0,92.86,0.68,1.70,4.76
N00002440,283,261,13,2,7,0,92.23,4.59,0.71,2.47
N00002441,216,208,2,1,5,0,96.30,0.93,0.46,2.31
N00002442,314,304,3,1,6,0,96.82,0.96,0.32,1.91
N00002443,322,295,8,11,8,0,91.61,2.48,3.42,2.48
N00002444,710,660,17,15,18,0,92.96,2.39,2.11,2.54
N00002445,262,239,9,3,11,1,91.22,3.44,1.15,4.20
N00002446,224,212,3,2,7,0,94.64,1.34,0.89,3.13
N00002447,280,258,4,5,13,0,92.14,1.43,1.79,4.64
N00002448,277,261,4,2,10,0,94.22,1.44,0.72,3.61
N00002449,247,229,1,6,11,1,92.71,0.40,2.43,4.45
N00002450,246,232,2,3,9,0,94.31,0.81,1.22,3.66
N00002451,569,546,5,5,13,0,95.96,0.88,0.88,2.28
N00002452,275,256,6,3,10,0,93.09,2.18,1.09,3.64
N00002453,328,309,9,3,7,0,94.21,2.74,0.91,2.13
N00002454,300,255,8,5,32,0,85.00,2.67,1.67,10.67
N00002455,329,297,7,3,22,0,90.27,2.13,0.91,6.69
N00002456,330,307,5,6,12,0,93.03,1.52,1.82,3.64
N00002457,478,439,8,11,20,0,91.84,1.67,2.30,4.18
N00002458,275,261,5,4,5,0,94.91,1.82,1.45,1.82
N00002459,741,681,13,11,36,0,91.90,1.75,1.48,4.86
N00002460,414,388,7,6,13,1,93.72,1.69,1.45,3.14
N00002461,549,526,6,6,11,0,95.81,1.09,1.09,2.00
N00002462,500,477,6,3,14,0,95.40,1.20,0.60,2.80
N00002463,414,395,4,2,13,0,95.41,0.97,0.48,3.14
N00002464,372,358,3,0,11,0,96.24,0.81,0,2.96
N00002465,817,801,10,2,4,0,98.04,1.22,0.24,0.49
N00002466,285,269,5,1,10,0,94.39,1.75,0.35,3.51
N00002467,292,285,2,2,3,0,97.60,0.68,0.68,1.03
N00002468,264,256,2,1,5,0,96.97,0.76,0.38,1.89
N00002469,562,531,14,6,11,0,94.48,2.49,1.07,1.96
N00002470,379,371,4,1,3,0,97.89,1.06,0.26,0.79
N00002471,308,297,9,1,1,0,96.43,2.92,0.32,0.32
N00002472,450,441,4,1,4,0,98.00,0.89,0.22,0.89
N00002473,313,308,3,0,2,0,98.40,0.96,0,0.64
N00002474,356,335,18,0,3,0,94.10,5.06,0,0.84
N00002475,365,358,0,2,5,0,98.08,0,0.55,1.37
N00002476,369,353,7,2,7,0,95.66,1.90,0.54,1.90
N00002477,270,260,1,4,5,0,96.30,0.37,1.48,1.85
N00002478,531,506,2,5,18,0,95.29,0.38,0.94,3.39
N00002479,430,393,5,10,22,0,91.40,1.16,2.33,5.12
N00002480,542,508,10,6,18,0,93.73,1.85,1.11,3.32
N00002481,309,299,3,2,5,0,96.76,0.97,0.65,1.62
N00002482,290,276,6,6,2,0,95.17,2.07,2.07,0.69
N00002483,295,282,2,4,7,0,95.59,0.68,1.36,2.37
N00002484,278,262,4,2,10,0,94.24,1.44,0.72,3.60
N00002485,262,247,7,1,7,0,94.27,2.67,0.38,2.67
N00002486,401,380,7,6,8,0,94.76,1.75,1.50,2.00
N00002487,417,391,9,3,14,0,93.76,2.16,0.72,3.36
N00002488,1261,1202,22,15,22,0,95.32,1.74,1.19,1.74
N00002489,666,586,21,3,56,0,87.99,3.15,0.45,8.41
N00002490,304,272,8,8,16,2,89.47,2.63,2.63,5.26
N00002491,310,297,3,4,6,0,95.81,0.97,1.29,1.94
N00002492,284,272,3,0,9,0,95.77,1.06,0,3.17
N00002493,298,287,3,1,7,0,96.31,1.01,0.34,2.35
N00002494,248,240,1,3,4,0,96.77,0.40,1.21,1.61
N00002495,546,521,13,7,5,0,95.42,2.38,1.28,0.92
N00002496,325,310,5,3,7,0,95.38,1.54,0.92,2.15
N00002497,558,520,13,9,16,0,93.19,2.33,1.61,2.87
N00002498,1145,1084,10,11,40,0,94.67,0.87,0.96,3.49
N00002499,652,591,9,14,38,0,90.64,1.38,2.15,5.83
N00002500,552,510,18,1,23,0,92.39,3.26,0.18,4.17
N00002501,1559,1414,42,32,71,0,90.70,2.69,2.05,4.55
N00002502,438,398,12,7,21,0,90.87,2.74,1.60,4.79
N00002503,235,201,7,3,24,0,85.53,2.98,1.28,10.21
N00002504,235,208,6,5,16,0,88.51,2.55,2.13,6.81
N00002505,221,202,6,5,8,0,91.40,2.71,2.26,3.62
N00002506,244,229,4,5,6,1,93.85,1.64,2.05,2.46
N00002507,267,252,4,0,11,4,94.38,1.50,0,4.12
N00002508,131,112,5,6,8,1,85.50,3.82,4.58,6.11
N00002509,200,182,4,11,3,0,91.00,2.00,5.50,1.50
N00002510,390,369,2,4,15,2,94.62,0.51,1.03,3.85
N00002511,139,125,1,5,8,0,89.93,0.72,3.60,5.76
N00002512,590,543,8,10,29,0,92.03,1.36,1.69,4.92
N00002513,271,252,5,1,13,0,92.99,1.85,0.37,4.80
N00002514,370,338,10,6,16,0,91.35,2.70,1.62,4.32
N00002515,280,258,1,3,18,0,92.14,0.36,1.07,6.43
N00002516,305,283,6,5,11,0,92.79,1.97,1.64,3.61
N00002517,304,279,8,4,13,0,91.78,2.63,1.32,4.28
N00002518,622,573,8,20,21,0,92.12,1.29,3.22,3.38
N00002519,298,268,4,6,20,0,89.93,1.34,2.01,6.71
N00002520,790,731,17,14,28,0,92.53,2.15,1.77,3.54
N00002521,1141,1065,23,25,28,1,93.34,2.02,2.19,2.45
N00002522,253,240,3,3,7,0,94.86,1.19,1.19,2.77
N00002523,311,294,5,1,11,0,94.53,1.61,0.32,3.54
N00002524,343,316,6,8,13,0,92.13,1.75,2.33,3.79
N00002525,1547,1434,35,37,41,1,92.70,2.26,2.39,2.65
N00002526,915,797,24,32,62,0,87.10,2.62,3.50,6.78
N00002527,352,309,8,17,18,0,87.78,2.27,4.83,5.11
N00002528,285,275,4,1,5,0,96.49,1.40,0.35,1.75
N00002529,381,345,17,6,13,0,90.55,4.46,1.57,3.41
N00002530,365,339,10,7,9,0,92.88,2.74,1.92,2.47
N00002531,454,423,14,5,12,0,93.17,3.08,1.10,2.64
N00002532,318,300,7,0,11,0,94.34,2.20,0,3.46
N00002533,811,742,17,17,35,0,91.49,2.10,2.10,4.32
N00002534,373,342,4,7,20,0,91.69,1.07,1.88,5.36
N00002535,417,381,14,2,20,0,91.37,3.36,0.48,4.80
N00002536,550,517,9,7,17,0,94.00,1.64,1.27,3.09
N00002537,1519,1436,24,20,39,0,94.54,1.58,1.32,2.57
N00002538,621,560,22,15,24,0,90.18,3.54,2.42,3.86
N00002539,232,219,4,3,6,0,94.40,1.72,1.29,2.59
N00002540,1766,1657,31,32,46,0,93.83,1.76,1.81,2.60
N00002541,1072,1002,20,10,40,0,93.47,1.87,0.93,3.73
N00002542,286,256,11,7,12,0,89.51,3.85,2.45,4.20
N00002543,223,198,7,7,11,0,88.79,3.14,3.14,4.93
N00002544,536,494,15,11,16,0,92.16,2.80,2.05,2.99
N00002545,278,254,6,10,8,1,91.37,2.16,3.60,2.88
N00002546,208,185,6,5,12,0,88.94,2.88,2.40,5.77
N00002547,903,851,12,13,27,0,94.24,1.33,1.44,2.99
N00002548,515,468,6,13,28,0,90.87,1.17,2.52,5.44
N00002549,204,185,4,2,13,0,90.69,1.96,0.98,6.37
N00002550,210,192,4,8,6,0,91.43,1.90,3.81,2.86
N00002551,286,260,11,5,10,0,90.91,3.85,1.75,3.50
N00002552,219,197,4,4,14,0,89.95,1.83,1.83,6.39
N00002553,209,193,3,4,9,0,92.34,1.44,1.91,4.31
N00002554,329,306,8,6,9,0,93.01,2.43,1.82,2.74
N00002555,337,327,1,2,7,0,97.03,0.30,0.59,2.08
N00002556,292,284,1,5,2,0,97.26,0.34,1.71,0.68
N00002557,306,297,2,1,6,0,97.06,0.65,0.33,1.96
N00002558,280,274,3,1,2,0,97.86,1.07,0.36,0.71
N00002559,297,286,5,1,5,0,96.30,1.68,0.34,1.68
N00002560,392,354,10,5,23,0,90.31,2.55,1.28,5.87
N00002561,271,247,5,8,11,0,91.14,1.85,2.95,4.06
N00002562,296,258,7,6,25,0,87.16,2.36,2.03,8.45
N00002563,307,279,3,8,17,0,90.88,0.98,2.61,5.54
N00002564,238,215,6,3,14,0,90.34,2.52,1.26,5.88
N00002565,251,227,6,9,9,0,90.44,2.39,3.59,3.59
N00002566,265,241,1,12,11,1,90.94,0.38,4.53,4.15
N00002567,298,275,4,4,15,0,92.28,1.34,1.34,5.03
N00002568,275,258,6,2,9,0,93.82,2.18,0.73,3.27
N00002569,255,227,6,1,21,0,89.02,2.35,0.39,8.24
N00002570,230,204,6,0,20,0,88.70,2.61,0,8.70
N00002571,305,278,8,2,17,0,91.15,2.62,0.66,5.57
N00002572,299,255,14,11,19,0,85.28,4.68,3.68,6.35
N00002573,258,234,3,7,14,0,90.70,1.16,2.71,5.43
N00002574,250,231,8,6,5,0,92.40,3.20,2.40,2.00
N00002575,287,274,3,6,4,0,95.47,1.05,2.09,1.39
N00002576,595,519,22,13,41,4,87.23,3.70,2.18,6.89
N00002577,450,407,15,11,17,0,90.44,3.33,2.44,3.78
N00002578,274,248,6,5,15,0,90.51,2.19,1.82,5.47
N00002579,371,362,2,2,5,0,97.57,0.54,0.54,1.35
N00002580,272,253,3,3,13,0,93.01,1.10,1.10,4.78
N00002581,293,264,9,5,15,0,90.10,3.07,1.71,5.12
N00002582,1363,1316,17,11,19,0,96.55,1.25,0.81,1.39
N00002583,296,281,9,3,3,0,94.93,3.04,1.01,1.01
N00002584,329,316,4,5,4,0,96.05,1.22,1.52,1.22
N00002585,249,234,3,5,7,0,93.98,1.20,2.01,2.81
N00002586,324,314,2,3,5,0,96.91,0.62,0.93,1.54
N00002587,755,727,7,4,17,0,96.29,0.93,0.53,2.25
N00002588,291,281,6,3,1,0,96.56,2.06,1.03,0.34
N00002589,292,285,3,1,3,0,97.60,1.03,0.34,1.03
N00002590,1416,1335,24,15,42,0,94.28,1.69,1.06,2.97
N00002591,1155,1095,15,11,34,0,94.81,1.30,0.95,2.94
N00002592,446,413,9,6,18,0,92.60,2.02,1.35,4.04
N00002593,269,240,3,3,23,0,89.22,1.12,1.12,8.55
N00002594,340,327,2,5,6,1,96.18,0.59,1.47,1.76
N00002595,352,337,7,0,8,0,95.74,1.99,0,2.27
N00002596,352,314,18,8,12,0,89.20,5.11,2.27,3.41
N00002597,308,284,7,6,11,0,92.21,2.27,1.95,3.57
N00002598,239,228,4,0,7,0,95.40,1.67,0,2.93
N00002599,360,336,8,1,15,0,93.33,2.22,0.28,4.17
N00002600,254,235,2,0,17,0,92.52,0.79,0,6.69
N00002601,307,288,3,3,13,0,93.81,0.98,0.98,4.23
N00002602,297,268,14,1,14,2,90.24,4.71,0.34,4.71
N00002603,662,600,14,12,36,5,90.63,2.11,1.81,5.44
N00002604,251,225,11,6,9,6,89.64,4.38,2.39,3.59
N00002605,181,165,4,4,8,1,91.16,2.21,2.21,4.42
N00002606,350,338,5,3,4,0,96.57,1.43,0.86,1.14
N00002607,161,153,1,3,4,0,95.03,0.62,1.86,2.48
N00002608,176,152,6,6,12,2,86.36,3.41,3.41,6.82
N00002609,665,615,12,11,27,74,92.48,1.80,1.65,4.06
N00002610,227,206,3,7,11,1,90.75,1.32,3.08,4.85
N00002611,112,99,3,3,7,0,88.39,2.68,2.68,6.25
N00002612,222,192,19,2,9,7,86.49,8.56,0.90,4.05
N00002613,531,472,21,12,26,1,88.89,3.95,2.26,4.90
N00002614,337,323,3,2,9,0,95.85,0.89,0.59,2.67
N00002615,275,264,4,2,5,0,96.00,1.45,0.73,1.82
N00002616,315,286,7,8,14,0,90.79,2.22,2.54,4.44
N00002617,416,383,13,5,15,0,92.07,3.13,1.20,3.61
N00002618,208,186,3,5,14,0,89.42,1.44,2.40,6.73
N00002619,477,418,12,20,27,1,87.63,2.52,4.19,5.66
N00002620,433,408,4,8,13,0,94.23,0.92,1.85,3.00
N00002621,192,176,1,1,14,0,91.67,0.52,0.52,7.29
N00002622,273,247,7,7,12,1,90.48,2.56,2.56,4.40
N00002623,250,239,3,0,8,0,95.60,1.20,0,3.20
N00002624,203,180,8,6,9,1,88.67,3.94,2.96,4.43
N00002625,302,284,6,5,7,0,94.04,1.99,1.66,2.32
N00002626,811,759,18,10,24,0,93.59,2.22,1.23,2.96
N00002627,280,258,6,4,12,0,92.14,2.14,1.43,4.29
N00002628,789,730,20,12,27,0,92.52,2.53,1.52,3.42
N00002629,226,212,4,0,10,0,93.81,1.77,0,4.42
N00002630,280,272,2,3,3,0,97.14,0.71,1.07,1.07
N00002631,294,278,10,0,6,0,94.56,3.40,0,2.04
N00002632,386,365,1,6,14,0,94.56,0.26,1.55,3.63
N00002633,370,345,9,6,10,1,93.24,2.43,1.62,2.70
N00002634,280,259,4,2,15,0,92.50,1.43,0.71,5.36
N00002635,307,294,4,0,9,0,95.77,1.30,0,2.93
N00002636,369,353,4,1,11,0,95.66,1.08,0.27,2.98
N00002637,469,445,10,5,9,0,94.88,2.13,1.07,1.92
N00002638,449,427,3,6,13,0,95.10,0.67,1.34,2.90
N00002639,279,256,2,7,14,0,91.76,0.72,2.51,5.02
N00002640,324,305,6,5,8,0,94.14,1.85,1.54,2.47
N00002641,331,301,5,4,21,0,90.94,1.51,1.21,6.34
N00002642,437,399,12,6,20,0,91.30,2.75,1.37,4.58
N00002643,368,339,7,1,21,0,92.12,1.90,0.27,5.71
N00002644,311,300,6,1,4,0,96.46,1.93,0.32,1.29
N00002645,285,266,7,6,6,0,93.33,2.46,2.11,2.11
N00002646,295,282,3,0,10,0,95.59,1.02,0,3.39
N00002647,692,655,13,10,14,0,94.65,1.88,1.45,2.02
N00002648,171,162,3,1,5,2,94.74,1.75,0.58,2.92
N00002649,461,445,3,4,9,0,96.53,0.65,0.87,1.95
N00002650,278,257,6,3,12,0,92.45,2.16,1.08,4.32
N00002651,445,427,3,4,11,0,95.96,0.67,0.90,2.47
N00002652,278,267,1,2,8,0,96.04,0.36,0.72,2.88
N00002653,408,378,9,11,10,0,92.65,2.21,2.70,2.45
N00002654,312,291,3,12,6,0,93.27,0.96,3.85,1.92
N00002655,242,220,6,2,14,0,90.91,2.48,0.83,5.79
N00002656,642,608,8,11,15,0,94.70,1.25,1.71,2.34
N00002657,341,328,2,3,8,0,96.19,0.59,0.88,2.35
N00002658,401,377,4,3,17,0,94.01,1.00,0.75,4.24
N00002659,337,322,0,4,11,0,95.55,0,1.19,3.26
N00002660,388,364,9,3,12,0,93.81,2.32,0.77,3.09
N00002661,436,422,2,2,10,0,96.79,0.46,0.46,2.29
N00002662,356,323,13,9,11,0,90.73,3.65,2.53,3.09
N00002663,299,286,4,3,6,0,95.65,1.34,1.00,2.01
N00002664,261,244,4,6,7,0,93.49,1.53,2.30,2.68
N00002665,253,241,3,2,7,0,95.26,1.19,0.79,2.77
N00002666,238,220,6,2,10,0,92.44,2.52,0.84,4.20
N00002667,704,662,11,10,21,0,94.03,1.56,1.42,2.98
N00002668,282,265,0,4,13,0,93.97,0,1.42,4.61
N00002669,494,466,9,5,14,0,94.33,1.82,1.01,2.83
N00002670,1716,1616,18,27,55,1,94.17,1.05,1.57,3.21
N00002671,1269,1199,24,10,36,0,94.48,1.89,0.79,2.84
N00002672,296,287,3,1,5,0,96.96,1.01,0.34,1.69
N00002673,1165,1103,10,10,42,0,94.68,0.86,0.86,3.61
N00002674,273,265,3,1,4,0,97.07,1.10,0.37,1.47
N00002675,364,350,7,3,4,0,96.15,1.92,0.82,1.10
N00002676,636,597,16,4,19,1,93.87,2.52,0.63,2.99
N00002677,366,340,5,4,17,0,92.90,1.37,1.09,4.64
N00002678,314,287,2,16,9,1,91.40,0.64,5.10,2.87
N00002679,486,462,7,7,10,1,95.06,1.44,1.44,2.06
N00002680,395,382,5,1,7,0,96.71,1.27,0.25,1.77
N00002681,395,363,9,7,16,1,91.90,2.28,1.77,4.05
N00002682,432,393,13,12,14,0,90.97,3.01,2.78,3.24
N00002683,363,346,4,4,9,0,95.32,1.10,1.10,2.48
N00002684,432,403,9,4,16,0,93.29,2.08,0.93,3.70
N00002685,360,335,9,1,15,0,93.06,2.50,0.28,4.17
N00002686,308,285,4,4,15,0,92.53,1.30,1.30,4.87
N00002687,280,259,3,5,13,0,92.50,1.07,1.79,4.64
N00002688,351,327,6,3,15,0,93.16,1.71,0.85,4.27
N00002689,289,276,1,4,8,0,95.50,0.35,1.38,2.77
N00002690,214,193,8,5,8,0,90.19,3.74,2.34,3.74
N00002691,285,253,3,13,16,0,88.77,1.05,4.56,5.61
N00002692,226,191,6,10,19,0,84.51,2.65,4.42,8.41
N00002693,278,238,7,7,26,0,85.61,2.52,2.52,9.35
N00002694,279,248,5,5,21,6,88.89,1.79,1.79,7.53
N00002695,414,357,11,19,27,0,86.23,2.66,4.59,6.52
N00002696,269,234,7,4,24,0,86.99,2.60,1.49,8.92
N00002697,307,269,9,10,19,0,87.62,2.93,3.26,6.19
N00002698,449,369,11,23,46,0,82.18,2.45,5.12,10.24
N00002699,335,313,7,5,10,0,93.43,2.09,1.49,2.99
N00002700,485,465,6,7,7,0,95.88,1.24,1.44,1.44
N00002701,489,457,3,12,17,0,93.46,0.61,2.45,3.48
N00002702,347,336,2,4,5,0,96.83,0.58,1.15,1.44
