id,body,year,date,article,box_title,candidates,civgraph_file,civgraph_match,status,recommended_title,recommended_url,recommended_archive_url,host,kind,basis,scope,check,verifying_source_count,cited_source_count,related_wikipedia
1899 Monaghan County Council election#13,RoI local,1899,,1899 Monaghan County Council election,Emyvale,2,,,wikipedia-only,,,,,,,,,0,0,1899 Monaghan County Council election
1899 Monaghan County Council election#14,RoI local,1899,,1899 Monaghan County Council election,Glasslough,2,,,wikipedia-only,,,,,,,,,0,0,1899 Monaghan County Council election
1899 Monaghan County Council election#15,RoI local,1899,,1899 Monaghan County Council election,Inniskeen,4,,,wikipedia-only,,,,,,,,,0,0,1899 Monaghan County Council election
1899 Monaghan County Council election#16,RoI local,1899,,1899 Monaghan County Council election,Killunan,2,,,wikipedia-only,,,,,,,,,0,0,1899 Monaghan County Council election
1899 Monaghan County Council election#17,RoI local,1899,,1899 Monaghan County Council election,Lough Fea,2,,,wikipedia-only,,,,,,,,,0,0,1899 Monaghan County Council election
1899 Monaghan County Council election#18,RoI local,1899,,1899 Monaghan County Council election,Newbliss,2,,,wikipedia-only,,,,,,,,,0,0,1899 Monaghan County Council election
1899 Monaghan County Council election#19,RoI local,1899,,1899 Monaghan County Council election,Scotstown,2,,,wikipedia-only,,,,,,,,,0,0,1899 Monaghan County Council election
1899 Monaghan County Council election#20,RoI local,1899,,1899 Monaghan County Council election,Tydavnet,2,,,wikipedia-only,,,,,,,,,0,0,1899 Monaghan County Council election
1902 Dublin Corporation election#1,RoI local,1902,,1902 Dublin Corporation election,"Arran Quay WardElectorate: 5,396",2,,,cited-by-wikipedia,"Dear, Dirty Dublin: A City in Distress, 1899-1916",https://books.google.com/books?id=d5DYJEavqNAC&q=1902+dublin+election&pg=PA80,,books.google.com,book-or-print,inline-citation,article,not checked: blocked or paywalled,0,1,1902 Dublin Corporation election
1902 Dublin Corporation election#2,RoI local,1902,,1902 Dublin Corporation election,"Arran Quay WardElectorate: 5,396",2,,,cited-by-wikipedia,"Dear, Dirty Dublin: A City in Distress, 1899-1916",https://books.google.com/books?id=d5DYJEavqNAC&q=1902+dublin+election&pg=PA80,,books.google.com,book-or-print,inline-citation,article,not checked: blocked or paywalled,0,1,1902 Dublin Corporation election
1902 Dublin Corporation election#3,RoI local,1902,,1902 Dublin Corporation election,Clontarf East WardElectorate: 626,2,,,cited-by-wikipedia,"Dear, Dirty Dublin: A City in Distress, 1899-1916",https://books.google.com/books?id=d5DYJEavqNAC&q=1902+dublin+election&pg=PA80,,books.google.com,book-or-print,inline-citation,article,not checked: blocked or paywalled,0,1,1902 Dublin Corporation election
1902 Dublin Corporation election#4,RoI local,1902,,1902 Dublin Corporation election,Clontarf West WardElectorate: 809,2,,,cited-by-wikipedia,"Dear, Dirty Dublin: A City in Distress, 1899-1916",https://books.google.com/books?id=d5DYJEavqNAC&q=1902+dublin+election&pg=PA80,,books.google.com,book-or-print,inline-citation,article,not checked: blocked or paywalled,0,1,1902 Dublin Corporation election
1902 Dublin Corporation election#5,RoI local,1902,,1902 Dublin Corporation election,"Drumcondra WardElectorate: 1,546",2,,,cited-by-wikipedia,"Dear, Dirty Dublin: A City in Distress, 1899-1916",https://books.google.com/books?id=d5DYJEavqNAC&q=1902+dublin+election&pg=PA80,,books.google.com,book-or-print,inline-citation,article,not checked: blocked or paywalled,0,1,1902 Dublin Corporation election
1902 Dublin Corporation election#6,RoI local,1902,,1902 Dublin Corporation election,"Fitzwilliam WardElectorate: 2,076",3,,,cited-by-wikipedia,"Dear, Dirty Dublin: A City in Distress, 1899-1916",https://books.google.com/books?id=d5DYJEavqNAC&q=1902+dublin+election&pg=PA80,,books.google.com,book-or-print,inline-citation,article,not checked: blocked or paywalled,0,1,1902 Dublin Corporation election
1902 Dublin Corporation election#7,RoI local,1902,,1902 Dublin Corporation election,"Glasnevin WardElectorate: 1,299",2,,,cited-by-wikipedia,"Dear, Dirty Dublin: A City in Distress, 1899-1916",https://books.google.com/books?id=d5DYJEavqNAC&q=1902+dublin+election&pg=PA80,,books.google.com,book-or-print,inline-citation,article,not checked: blocked or paywalled,0,1,1902 Dublin Corporation election
1902 Dublin Corporation election#8,RoI local,1902,,1902 Dublin Corporation election,"Inns Quay WardElectorate: 4,309",2,,,cited-by-wikipedia,"Dear, Dirty Dublin: A City in Distress, 1899-1916",https://books.google.com/books?id=d5DYJEavqNAC&q=1902+dublin+election&pg=PA80,,books.google.com,book-or-print,inline-citation,article,not checked: blocked or paywalled,0,1,1902 Dublin Corporation election
1902 Dublin Corporation election#9,RoI local,1902,,1902 Dublin Corporation election,"Inns Quay WardElectorate: 4,309",2,,,cited-by-wikipedia,"Dear, Dirty Dublin: A City in Distress, 1899-1916",https://books.google.com/books?id=d5DYJEavqNAC&q=1902+dublin+election&pg=PA80,,books.google.com,book-or-print,inline-citation,article,not checked: blocked or paywalled,0,1,1902 Dublin Corporation election
1902 Dublin Corporation election#10,RoI local,1902,,1902 Dublin Corporation election,"Mansion House WardElectorate: 1,846",2,,,cited-by-wikipedia,"Dear, Dirty Dublin: A City in Distress, 1899-1916",https://books.google.com/books?id=d5DYJEavqNAC&q=1902+dublin+election&pg=PA80,,books.google.com,book-or-print,inline-citation,article,not checked: blocked or paywalled,0,1,1902 Dublin Corporation election
1902 Dublin Corporation election#11,RoI local,1902,,1902 Dublin Corporation election,Mountjoy WardElectorate:50 spoiled ballots,2,,,cited-by-wikipedia,"Dear, Dirty Dublin: A City in Distress, 1899-1916",https://books.google.com/books?id=d5DYJEavqNAC&q=1902+dublin+election&pg=PA80,,books.google.com,book-or-print,inline-citation,article,not checked: blocked or paywalled,0,1,1902 Dublin Corporation election
1902 Dublin Corporation election#12,RoI local,1902,,1902 Dublin Corporation election,"New Kilmainham WardElectorate: 1,955",2,,,cited-by-wikipedia,"Dear, Dirty Dublin: A City in Distress, 1899-1916",https://books.google.com/books?id=d5DYJEavqNAC&q=1902+dublin+election&pg=PA80,,books.google.com,book-or-print,inline-citation,article,not checked: blocked or paywalled,0,1,1902 Dublin Corporation election
1902 Dublin Corporation election#13,RoI local,1902,,1902 Dublin Corporation election,"North City WardElectorate: 2,092",2,,,cited-by-wikipedia,"Dear, Dirty Dublin: A City in Distress, 1899-1916",https://books.google.com/books?id=d5DYJEavqNAC&q=1902+dublin+election&pg=PA80,,books.google.com,book-or-print,inline-citation,article,not checked: blocked or paywalled,0,1,1902 Dublin Corporation election
1902 Dublin Corporation election#14,RoI local,1902,,1902 Dublin Corporation election,"North City WardElectorate: 2,092",3,,,cited-by-wikipedia,"Dear, Dirty Dublin: A City in Distress, 1899-1916",https://books.google.com/books?id=d5DYJEavqNAC&q=1902+dublin+election&pg=PA80,,books.google.com,book-or-print,inline-citation,article,not checked: blocked or paywalled,0,1,1902 Dublin Corporation election
1902 Dublin Corporation election#15,RoI local,1902,,1902 Dublin Corporation election,"North Dock WardElectorate: 3,238",2,,,cited-by-wikipedia,"Dear, Dirty Dublin: A City in Distress, 1899-1916",https://books.google.com/books?id=d5DYJEavqNAC&q=1902+dublin+election&pg=PA80,,books.google.com,book-or-print,inline-citation,article,not checked: blocked or paywalled,0,1,1902 Dublin Corporation election
1902 Dublin Corporation election#16,RoI local,1902,,1902 Dublin Corporation election,"North Dock WardElectorate: 3,238",2,,,cited-by-wikipedia,"Dear, Dirty Dublin: A City in Distress, 1899-1916",https://books.google.com/books?id=d5DYJEavqNAC&q=1902+dublin+election&pg=PA80,,books.google.com,book-or-print,inline-citation,article,not checked: blocked or paywalled,0,1,1902 Dublin Corporation election
1902 Dublin Corporation election#17,RoI local,1902,,1902 Dublin Corporation election,Royal Exchange WardElectorate:,3,,,cited-by-wikipedia,"Dear, Dirty Dublin: A City in Distress, 1899-1916",https://books.google.com/books?id=d5DYJEavqNAC&q=1902+dublin+election&pg=PA80,,books.google.com,book-or-print,inline-citation,article,not checked: blocked or paywalled,0,1,1902 Dublin Corporation election
1902 Dublin Corporation election#18,RoI local,1902,,1902 Dublin Corporation election,"South City WardElectorate: 1,029",4,,,cited-by-wikipedia,"Dear, Dirty Dublin: A City in Distress, 1899-1916",https://books.google.com/books?id=d5DYJEavqNAC&q=1902+dublin+election&pg=PA80,,books.google.com,book-or-print,inline-citation,article,not checked: blocked or paywalled,0,1,1902 Dublin Corporation election
1902 Dublin Corporation election#19,RoI local,1902,,1902 Dublin Corporation election,"Wood Quay WardElectorate: 4,022",3,,,cited-by-wikipedia,"Dear, Dirty Dublin: A City in Distress, 1899-1916",https://books.google.com/books?id=d5DYJEavqNAC&q=1902+dublin+election&pg=PA80,,books.google.com,book-or-print,inline-citation,article,not checked: blocked or paywalled,0,1,1902 Dublin Corporation election
1911 Dublin Corporation election#1,RoI local,1911,,1911 Dublin Corporation election,Clontarf West WardElectorate: 988,2,,,cited-by-wikipedia,"Dear, Dirty Dublin: A City in Distress, 1899-1916",https://books.google.com/books?id=d5DYJEavqNAC&q=1902+dublin+election&pg=PA80,,books.google.com,book-or-print,inline-citation,article,not checked: blocked or paywalled,0,1,1911 Dublin Corporation election
1911 Dublin Corporation election#2,RoI local,1911,,1911 Dublin Corporation election,"Drumcondra WardElectorate: 2,040",2,,,cited-by-wikipedia,"Dear, Dirty Dublin: A City in Distress, 1899-1916",https://books.google.com/books?id=d5DYJEavqNAC&q=1902+dublin+election&pg=PA80,,books.google.com,book-or-print,inline-citation,article,not checked: blocked or paywalled,0,1,1911 Dublin Corporation election
1911 Dublin Corporation election#3,RoI local,1911,,1911 Dublin Corporation election,"Fitzwilliam WardElectorate: 1,959",2,,,cited-by-wikipedia,"Dear, Dirty Dublin: A City in Distress, 1899-1916",https://books.google.com/books?id=d5DYJEavqNAC&q=1902+dublin+election&pg=PA80,,books.google.com,book-or-print,inline-citation,article,not checked: blocked or paywalled,0,1,1911 Dublin Corporation election
1911 Dublin Corporation election#4,RoI local,1911,,1911 Dublin Corporation election,"Glasnevin WardElectorate: 1,796",2,,,cited-by-wikipedia,"Dear, Dirty Dublin: A City in Distress, 1899-1916",https://books.google.com/books?id=d5DYJEavqNAC&q=1902+dublin+election&pg=PA80,,books.google.com,book-or-print,inline-citation,article,not checked: blocked or paywalled,0,1,1911 Dublin Corporation election
1911 Dublin Corporation election#5,RoI local,1911,,1911 Dublin Corporation election,"New Kilmainham WardElectorate: 1,555",5,,,cited-by-wikipedia,"Dear, Dirty Dublin: A City in Distress, 1899-1916",https://books.google.com/books?id=d5DYJEavqNAC&q=1902+dublin+election&pg=PA80,,books.google.com,book-or-print,inline-citation,article,not checked: blocked or paywalled,0,1,1911 Dublin Corporation election
1911 Dublin Corporation election#6,RoI local,1911,,1911 Dublin Corporation election,"Inns Quay WardElectorate: 3,156",8,,,cited-by-wikipedia,"Dear, Dirty Dublin: A City in Distress, 1899-1916",https://books.google.com/books?id=d5DYJEavqNAC&q=1902+dublin+election&pg=PA80,,books.google.com,book-or-print,inline-citation,article,not checked: blocked or paywalled,0,1,1911 Dublin Corporation election
1911 Dublin Corporation election#7,RoI local,1911,,1911 Dublin Corporation election,"Mansion House WardElectorate: 1,627",2,,,cited-by-wikipedia,"Dear, Dirty Dublin: A City in Distress, 1899-1916",https://books.google.com/books?id=d5DYJEavqNAC&q=1902+dublin+election&pg=PA80,,books.google.com,book-or-print,inline-citation,article,not checked: blocked or paywalled,0,1,1911 Dublin Corporation election
1911 Dublin Corporation election#8,RoI local,1911,,1911 Dublin Corporation election,"North Dock WardElectorate: 3,572",2,,,cited-by-wikipedia,"Dear, Dirty Dublin: A City in Distress, 1899-1916",https://books.google.com/books?id=d5DYJEavqNAC&q=1902+dublin+election&pg=PA80,,books.google.com,book-or-print,inline-citation,article,not checked: blocked or paywalled,0,1,1911 Dublin Corporation election
1911 Dublin Corporation election#9,RoI local,1911,,1911 Dublin Corporation election,"Royal Exchange WardElectorate: 1,413",2,,,cited-by-wikipedia,"Dear, Dirty Dublin: A City in Distress, 1899-1916",https://books.google.com/books?id=d5DYJEavqNAC&q=1902+dublin+election&pg=PA80,,books.google.com,book-or-print,inline-citation,article,not checked: blocked or paywalled,0,1,1911 Dublin Corporation election
1911 Dublin Corporation election#10,RoI local,1911,,1911 Dublin Corporation election,"South City WardElectorate: 1,049",2,,,cited-by-wikipedia,"Dear, Dirty Dublin: A City in Distress, 1899-1916",https://books.google.com/books?id=d5DYJEavqNAC&q=1902+dublin+election&pg=PA80,,books.google.com,book-or-print,inline-citation,article,not checked: blocked or paywalled,0,1,1911 Dublin Corporation election
1911 Dublin Corporation election#11,RoI local,1911,,1911 Dublin Corporation election,"South City WardElectorate: 1,049",2,,,cited-by-wikipedia,"Dear, Dirty Dublin: A City in Distress, 1899-1916",https://books.google.com/books?id=d5DYJEavqNAC&q=1902+dublin+election&pg=PA80,,books.google.com,book-or-print,inline-citation,article,not checked: blocked or paywalled,0,1,1911 Dublin Corporation election
