GeographyCode,DC2421NI0001,DC2421NI0002,DC2421NI0003,DC2421NI0004,DC2421NI0005,DC2421NI0006,DC2421NI0007,DC2421NI0008,DC2421NI0009,DC2421NI0010,DC2421NI0011,DC2421NI0012,DC2421NI0013,DC2421NI0014,DC2421NI0015,DC2421NI0016,DC2421NI0017,DC2421NI0018,DC2421NI0019,DC2421NI0020,DC2421NI0021,DC2421NI0022,DC2421NI0023,DC2421NI0024,DC2421NI0025,DC2421NI0026,DC2421NI0027,DC2421NI0028,DC2421NI0029,DC2421NI0030,DC2421NI0031,DC2421NI0032,DC2421NI0033,DC2421NI0034,DC2421NI0035
95NN08,1196,613,535,16,32,253,123,118,5,7,362,166,187,1,8,241,123,104,5,9,190,103,78,4,5,150,98,48,1,3,2.73,2.88,2.56,2.69,2.72
95NN09,1092,345,701,8,38,222,73,139,2,8,338,92,236,4,6,206,61,138,0,7,199,73,112,2,12,127,46,76,0,5,2.73,2.83,2.67,2.25,3.00
95NN10,1290,800,435,11,44,406,238,152,4,12,418,243,157,6,12,167,107,53,0,7,178,125,43,0,10,121,87,30,1,3,2.41,2.52,2.21,1.91,2.59
95NN11,1297,1040,223,7,27,227,189,34,1,3,369,292,65,2,10,228,180,43,2,3,247,186,51,2,8,226,193,30,0,3,2.99,3.00,2.95,2.71,3.00
95NN12,1128,671,421,7,29,330,200,117,3,10,347,185,147,4,11,180,123,53,0,4,143,81,61,0,1,128,82,43,0,3,2.53,2.56,2.51,1.57,2.21
95NN13,1064,399,611,13,41,197,62,122,2,11,329,111,199,6,13,193,64,117,2,10,203,88,111,1,3,142,74,62,2,4,2.83,3.08,2.70,2.69,2.49
95NN14,1205,842,305,14,44,291,202,72,7,10,336,230,91,4,11,203,141,52,2,8,190,135,44,1,10,185,134,46,0,5,2.77,2.81,2.71,1.79,2.77
95NN15,1230,392,769,6,63,393,121,256,1,15,366,97,250,1,18,218,75,126,2,15,143,53,80,1,9,110,46,57,1,6,2.39,2.57,2.27,3.00,2.70
95NN16,1128,267,807,7,47,201,38,149,2,12,361,75,271,1,14,184,52,127,2,3,220,50,155,1,14,162,52,105,1,4,2.87,3.10,2.80,2.71,2.81
95NN17,928,671,223,2,32,299,216,72,1,10,271,190,70,0,11,153,116,35,0,2,116,83,24,1,8,89,66,22,0,1,2.43,2.45,2.37,2.50,2.38
95NN18,1023,707,278,7,31,295,184,103,2,6,291,198,82,1,10,178,129,41,1,7,152,115,30,1,6,107,81,22,2,2,2.56,2.65,2.30,3.00,2.65
95NN19,1336,331,942,10,53,331,80,237,6,8,444,93,332,3,16,225,67,140,1,17,216,57,153,0,6,120,34,80,0,6,2.53,2.64,2.49,1.50,2.75
95NN20,1073,579,457,8,29,248,117,123,1,7,311,165,135,3,8,183,107,70,0,6,166,86,74,4,2,165,104,55,0,6,2.78,2.90,2.61,2.88,2.83
95NN21,1151,764,350,6,31,404,251,145,2,6,340,214,118,1,7,173,126,42,0,5,134,98,27,3,6,100,75,18,0,7,2.33,2.43,2.04,2.67,3.10
95NN22,1003,796,178,7,22,249,188,57,1,3,296,216,68,1,11,174,145,21,3,5,151,128,20,1,2,133,119,12,1,1,2.68,2.78,2.25,3.00,2.41
95NN23,1159,942,189,6,22,271,214,49,2,6,308,241,62,1,4,186,156,28,0,2,186,151,29,1,5,208,180,21,2,5,2.88,2.93,2.61,3.50,2.95
95OO01,809,644,154,2,9,167,125,38,0,4,193,151,40,0,2,111,90,19,0,2,148,114,32,1,1,190,164,25,1,0,3.15,3.22,2.86,6.00,2.00
95OO02,703,399,292,5,7,149,87,59,2,1,176,82,89,2,3,103,63,40,0,0,117,69,46,0,2,158,98,58,1,1,3.08,3.19,2.95,2.20,2.86
95OO03,914,351,546,5,12,206,69,131,0,6,233,85,146,1,1,168,67,96,2,3,161,70,91,0,0,146,60,82,2,2,2.87,2.99,2.79,3.60,2.50
95OO04,877,618,247,3,9,216,144,69,0,3,216,150,65,1,0,151,107,40,2,2,145,102,39,0,4,149,115,34,0,0,2.86,2.93,2.68,2.67,2.78
95OO05,1021,816,168,12,25,285,210,65,6,4,268,207,53,3,5,197,163,26,1,7,130,112,13,0,5,141,124,11,2,4,2.63,2.73,2.13,2.33,3.00
95OO06,941,541,381,7,12,178,98,77,1,2,247,134,107,2,4,165,89,75,0,1,161,96,60,1,4,190,124,62,3,1,3.04,3.14,2.89,3.43,2.83
95OO07,854,396,439,4,15,202,86,112,2,2,213,80,127,1,5,142,58,82,0,2,136,69,61,1,5,161,103,57,0,1,2.94,3.26,2.66,2.00,2.87
95OO08,887,482,383,6,16,179,84,90,1,4,213,107,100,3,3,154,85,66,1,2,167,93,69,1,4,174,113,58,0,3,3.01,3.18,2.81,2.33,3.00
95OO09,744,440,293,3,8,181,103,75,1,2,176,96,79,1,0,124,70,52,1,1,108,68,39,0,1,155,103,48,0,4,2.99,3.13,2.74,2.00,4.38
95OO10,1163,1080,71,5,7,238,221,14,1,2,292,268,22,2,0,210,192,15,1,2,205,189,14,1,1,218,210,6,0,2,2.98,2.99,2.69,2.40,3.29
95OO11,956,874,66,5,11,288,263,22,1,2,252,228,16,3,5,164,149,12,1,2,127,117,10,0,0,125,117,6,0,2,2.60,2.61,2.48,2.00,2.73
95OO12,999,679,310,3,7,216,128,87,0,1,276,166,108,1,1,195,140,50,2,3,173,129,44,0,0,139,116,21,0,2,2.79,2.97,2.38,2.67,3.29
95OO13,976,338,593,7,38,231,48,180,0,3,269,76,181,2,10,187,68,104,2,13,161,71,82,2,6,128,75,46,1,6,2.73,3.26,2.40,3.29,3.08
95OO14,866,582,262,7,15,182,125,56,1,0,250,163,75,2,10,118,74,41,1,2,146,98,47,0,1,170,122,43,3,2,2.99,3.03,2.90,3.71,2.67
95OO15,870,726,122,7,15,231,191,37,1,2,226,182,39,3,2,152,126,20,1,5,146,124,14,2,6,115,103,12,0,0,2.70,2.75,2.43,2.57,3.00
95OO16,853,205,622,6,20,249,69,176,2,2,273,52,211,2,8,122,34,81,1,6,125,28,95,1,1,84,22,59,0,3,2.48,2.47,2.47,2.17,2.85
95OO17,978,172,771,19,16,204,25,169,5,5,297,37,251,6,3,172,40,123,4,5,176,37,135,3,1,129,33,93,1,2,2.79,3.23,2.70,2.42,2.56
95OO18,1099,544,510,11,34,306,131,162,2,11,300,133,155,3,9,184,99,76,4,5,175,85,81,1,8,134,96,36,1,1,2.63,2.86,2.38,3.64,2.38
95OO19,1046,630,394,5,17,246,147,96,0,3,257,134,118,1,4,177,110,64,2,1,203,134,64,1,4,163,105,52,1,5,2.86,2.93,2.71,3.40,3.29
95OO20,854,201,618,4,31,254,37,206,1,10,258,47,198,1,12,122,43,75,1,3,122,37,81,0,4,98,37,58,1,2,2.52,3.04,2.36,3.00,2.26
95OO21,904,754,120,6,24,279,209,65,0,5,241,213,18,4,6,143,121,14,1,7,106,91,10,0,5,135,120,13,1,1,2.60,2.68,2.08,2.83,2.63
95OO22,956,900,50,2,4,169,154,11,2,2,215,201,13,0,1,163,151,11,0,1,183,178,5,0,0,226,216,10,0,0,3.24,3.27,2.98,1.00,1.75
95PP01,950,182,743,10,15,243,50,187,3,3,267,39,218,4,6,142,27,112,2,1,158,30,123,1,4,140,36,103,0,1,2.72,2.91,2.69,2.10,2.60
95PP02,933,777,126,8,22,274,231,32,3,8,245,188,49,2,6,127,111,14,1,1,148,130,13,1,4,139,117,18,1,3,2.72,2.76,2.54,2.38,2.45
95PP03,971,697,250,2,22,303,220,71,2,10,263,179,76,0,8,146,104,40,0,2,139,102,36,0,1,120,92,27,0,1,2.59,2.62,2.56,1.00,1.86
95PP04,1081,577,480,7,17,230,124,97,3,6,279,141,134,1,3,179,90,88,1,0,212,112,95,1,4,181,110,66,1,4,2.93,3.01,2.84,2.43,3.00
95PP05,822,328,477,4,13,192,89,98,2,3,229,73,148,1,7,134,50,84,0,0,144,59,82,0,3,123,57,65,1,0,2.83,2.92,2.79,2.50,2.23
95PP06,1554,753,741,10,50,463,209,244,4,6,466,206,237,3,20,269,134,120,2,13,241,137,94,0,10,115,67,46,1,1,2.44,2.58,2.29,2.10,2.62
95PP07,987,593,360,7,27,250,144,101,2,3,269,166,92,2,9,159,93,60,1,5,158,89,63,1,5,151,101,44,1,5,2.76,2.80,2.67,2.57,3.30
95PP08,960,783,159,6,12,244,206,34,1,3,243,190,45,2,6,167,134,28,3,2,158,133,24,0,1,148,120,28,0,0,2.79,2.79,2.87,2.33,2.08
95PP09,757,620,117,6,14,303,253,47,0,3,226,190,31,2,3,111,82,21,3,5,80,65,12,1,2,37,30,6,0,1,2.12,2.10,2.17,2.83,2.64
95PP10,798,607,177,4,10,150,110,38,0,2,234,163,64,3,4,132,101,30,0,1,128,103,22,1,2,154,130,23,0,1,2.99,3.09,2.68,2.50,2.70
95PP11,1040,733,275,8,24,305,210,86,4,5,340,232,96,2,10,161,119,37,1,4,132,95,31,1,5,102,77,25,0,0,2.45,2.50,2.36,1.88,2.38
95PP12,891,582,295,1,13,199,121,73,0,5,232,138,89,0,5,158,114,42,1,1,143,89,53,0,1,159,120,38,0,1,2.92,3.05,2.71,3.00,2.08
95PP13,1060,740,294,10,16,364,226,131,3,4,286,196,82,2,6,157,124,28,2,3,134,106,26,2,0,119,88,27,1,3,2.44,2.55,2.14,2.60,2.69
95PP14,1347,483,836,7,21,373,134,232,1,6,395,125,262,4,4,185,68,112,2,3,204,79,120,0,5,190,77,110,0,3,2.67,2.78,2.61,2.14,2.81
95PP15,1089,320,736,6,27,236,57,170,2,7,304,81,218,2,3,155,48,103,0,4,219,57,150,1,11,175,77,95,1,2,2.92,3.20,2.80,2.83,2.96
95PP16,705,202,485,4,14,167,45,115,1,6,246,64,177,2,3,102,26,74,1,1,103,25,76,0,2,87,42,43,0,2,2.66,2.96,2.55,2.00,2.50
95PP17,1028,733,276,3,16,338,222,111,0,5,299,213,79,1,6,173,125,42,1,5,108,83,25,0,0,110,90,19,1,0,2.42,2.52,2.15,4.00,2.00
95PP18,1093,428,632,6,27,232,99,126,2,5,319,107,199,2,11,182,66,113,0,3,199,78,115,1,5,161,78,79,1,3,2.85,2.96,2.79,2.83,2.70
95PP19,933,719,199,2,13,256,190,58,1,7,240,179,58,1,2,166,135,29,0,2,142,116,24,0,2,129,99,30,0,0,2.68,2.72,2.60,1.50,1.92
95PP20,1379,758,562,13,46,526,287,222,5,12,401,206,175,2,18,208,111,88,2,7,151,94,50,1,6,93,60,27,3,3,2.25,2.33,2.12,2.77,2.39
95PP21,783,642,133,2,6,200,163,36,0,1,198,159,37,0,2,152,126,23,1,2,112,91,21,0,0,121,103,16,1,1,2.77,2.79,2.64,4.50,2.83
95PP22,1010,535,441,8,26,309,154,148,2,5,315,150,154,3,8,164,96,62,2,4,134,81,46,1,6,88,54,31,0,3,2.42,2.54,2.25,2.25,2.88
95PP23,898,443,437,6,12,199,111,84,1,3,253,105,140,4,4,167,84,78,1,4,142,70,71,0,1,137,73,64,0,0,2.80,2.82,2.80,2.00,2.25
95QQ01,707,165,507,4,31,263,69,182,4,8,245,48,186,0,11,114,28,82,0,4,56,10,38,0,8,29,10,19,0,0,2.10,2.09,2.09,1.00,2.39
95QQ02,996,37,892,14,53,223,6,201,3,13,353,11,313,8,21,159,4,147,1,7,159,9,141,0,9,102,7,90,2,3,2.59,3.08,2.59,2.29,2.45
95QQ03,507,113,371,3,20,168,38,125,2,3,183,38,136,0,9,85,22,58,1,4,52,12,37,0,3,19,3,15,0,1,2.16,2.15,2.15,1.67,2.50
95QQ04,692,194,473,4,21,190,62,123,0,5,252,65,175,2,10,126,31,92,1,2,74,20,52,0,2,50,16,31,1,2,2.36,2.32,2.37,3.00,2.33
95QQ05,1127,291,798,4,34,250,61,181,1,7,391,88,294,1,8,203,55,140,1,7,205,60,135,1,9,78,27,48,0,3,2.55,2.69,2.48,2.50,2.85
95QQ06,754,573,165,2,14,195,144,43,1,7,216,159,53,0,4,129,106,22,0,1,118,84,32,0,2,96,80,15,1,0,2.66,2.71,2.56,3.00,1.86
95QQ07,919,253,618,11,37,433,107,303,5,18,276,85,178,3,10,112,27,78,2,5,53,16,34,1,2,45,18,25,0,2,1.93,2.05,1.88,1.91,2.05
95QQ08,698,184,484,3,27,280,69,202,1,8,224,64,154,1,5,99,20,69,1,9,60,17,39,0,4,35,14,20,0,1,2.08,2.18,2.03,2.00,2.44
95QQ09,838,281,527,0,30,285,92,185,0,8,282,82,188,0,12,144,55,85,0,4,88,36,47,0,5,39,16,22,0,1,2.20,2.31,2.14,0,2.30
95QQ10,688,270,393,8,17,171,63,99,5,4,213,78,130,2,3,105,49,50,1,5,107,41,64,0,2,92,39,50,0,3,2.69,2.75,2.66,1.50,2.88
95QQ11,776,54,687,5,30,186,11,166,1,8,247,15,216,2,14,130,11,116,1,2,142,10,128,0,4,71,7,61,1,2,2.61,2.81,2.61,2.60,2.30
95QQ12,758,143,581,2,32,258,48,197,1,12,257,39,213,0,5,106,23,74,0,9,92,22,68,1,1,45,11,29,0,5,2.24,2.41,2.19,2.50,2.44
95QQ13,1031,48,900,9,74,234,11,207,3,13,374,13,334,2,25,194,11,160,2,21,158,9,140,1,8,71,4,59,1,7,2.49,2.67,2.47,2.44,2.62
95QQ14,2045,337,1594,16,98,412,75,311,1,25,668,100,528,5,35,419,70,327,6,16,361,59,282,3,17,185,33,146,1,5,2.66,2.66,2.67,2.88,2.45
95QQ15,761,248,477,4,32,294,96,183,2,13,255,85,163,1,6,106,38,63,0,5,70,19,48,0,3,36,10,20,1,5,2.09,2.05,2.09,2.25,2.50
95RR01,1502,572,887,7,36,242,92,141,0,9,439,149,281,3,6,280,108,162,1,9,360,136,213,2,9,181,87,90,1,3,2.91,3.01,2.85,3.14,2.75
95RR02,647,305,329,3,10,141,66,71,0,4,195,83,108,1,3,138,71,64,1,2,101,45,54,1,1,72,40,32,0,0,2.71,2.78,2.66,3.00,2.00
95RR03,617,379,222,3,13,227,141,75,3,8,170,96,72,0,2,104,68,35,0,1,63,42,20,0,1,53,32,20,0,1,2.30,2.32,2.32,1.00,1.85
95RR04,752,703,40,1,8,192,174,15,1,2,217,201,15,0,1,139,135,3,0,1,98,90,5,0,3,106,103,2,0,1,2.69,2.72,2.15,1.00,3.00
95RR05,966,352,575,6,33,225,68,151,0,6,326,116,196,4,10,174,72,95,0,7,160,56,96,1,7,81,40,37,1,3,2.56,2.71,2.45,3.00,2.76
95RR06,708,604,96,1,7,138,111,27,0,0,172,146,25,0,1,119,102,15,0,2,130,108,18,0,4,149,137,11,1,0,3.12,3.18,2.70,5.00,3.43
95RR07,859,427,413,1,18,150,80,67,0,3,264,118,139,1,6,167,78,85,0,4,174,86,85,0,3,104,65,37,0,2,2.85,2.93,2.77,2.00,2.83
95RR08,713,434,264,1,14,119,77,40,0,2,201,110,87,0,4,146,89,55,1,1,131,68,58,0,5,116,90,24,0,2,2.95,3.04,2.81,3.00,3.07
95RR09,1381,1002,337,8,34,344,240,96,0,8,414,282,116,1,15,250,185,52,7,6,204,156,43,0,5,169,139,30,0,0,2.66,2.75,2.44,2.88,2.24
95RR10,582,297,272,2,11,188,100,87,0,1,194,93,95,1,5,94,52,39,1,2,68,33,33,0,2,38,19,18,0,1,2.30,2.30,2.28,2.50,2.73
95RR11,652,363,277,7,5,141,76,62,2,1,170,93,74,2,1,154,90,61,3,0,105,58,46,0,1,82,46,34,0,2,2.77,2.77,2.76,2.14,3.60
95RR12,606,214,382,2,8,153,52,99,0,2,234,72,158,1,3,104,32,70,1,1,76,41,34,0,1,39,17,21,0,1,2.40,2.59,2.29,2.50,2.50
95RR13,657,245,393,6,13,281,105,166,4,6,204,63,135,1,5,72,31,40,1,0,62,25,35,0,2,38,21,17,0,0,2.08,2.22,2.01,1.50,1.85
95RR14,654,302,343,2,7,119,51,66,1,1,176,73,99,0,4,125,55,67,1,2,110,49,61,0,0,124,74,50,0,0,3.01,3.21,2.86,2.00,2.14
95RR15,802,679,119,2,2,151,126,23,2,0,186,145,41,0,0,153,125,27,0,1,161,147,14,0,0,151,136,14,0,1,3.06,3.13,2.74,1.00,4.00
95SS01,1681,338,1270,7,66,293,59,227,0,7,537,85,423,4,25,328,68,246,2,12,309,63,228,1,17,214,63,146,0,5,2.83,3.06,2.77,2.57,2.83
95SS02,1530,289,1168,17,56,276,31,233,4,8,504,73,411,4,16,285,64,203,3,15,295,70,211,3,11,170,51,110,3,6,2.76,3.18,2.64,2.82,2.89
95SS03,1189,83,1063,12,31,182,5,173,2,2,422,20,384,6,12,207,9,189,1,8,232,25,200,1,6,146,24,117,2,3,2.83,3.75,2.76,2.58,3.00
95SS04,2935,544,2159,22,210,751,115,595,8,33,862,177,609,7,69,570,101,410,4,55,496,72,395,2,27,256,79,150,1,26,2.57,2.73,2.52,2.14,2.79
95SS05,1441,212,1134,21,74,394,45,324,9,16,550,88,430,4,28,220,35,170,4,11,195,27,153,2,13,82,17,57,2,6,2.34,2.50,2.30,2.29,2.53
95SS06,1935,1791,117,8,19,299,265,25,4,5,488,466,20,0,2,492,459,26,3,4,358,335,20,1,2,298,266,26,0,6,3.05,3.04,3.22,2.13,3.42
95SS07,3406,2254,1007,28,117,812,359,407,11,35,892,562,300,4,26,666,513,126,3,24,610,474,112,2,22,426,346,62,8,10,2.74,3.01,2.17,2.86,2.55
95SS08,1670,208,1383,12,67,282,38,238,1,5,554,51,476,3,24,329,46,267,4,12,308,39,250,2,17,197,34,152,2,9,2.79,2.98,2.75,3.17,3.01
95SS09,1334,222,1030,13,69,336,44,269,5,18,472,68,376,5,23,209,31,162,1,15,192,37,147,0,8,125,42,76,2,5,2.52,2.98,2.43,2.15,2.43
95SS10,1607,1198,348,17,44,424,243,156,5,20,430,317,101,3,9,266,214,45,3,4,275,226,35,4,10,212,198,11,2,1,2.70,2.92,2.01,2.71,2.16
95SS11,1863,1070,735,13,45,315,172,134,2,7,497,265,216,5,11,318,177,130,3,8,399,243,141,2,13,334,213,114,1,6,3.06,3.16,2.92,2.62,3.04
95SS12,1251,310,872,11,58,352,65,270,2,15,416,92,308,3,13,208,61,133,4,10,171,53,103,0,15,104,39,58,2,5,2.44,2.75,2.31,2.73,2.71
95SS13,1336,319,906,14,97,520,123,364,5,28,390,89,265,2,34,207,54,125,6,22,148,36,101,0,11,71,17,51,1,2,2.17,2.20,2.15,2.36,2.25
95SS14,1246,128,1029,13,76,405,22,363,3,17,407,37,343,6,21,184,24,144,0,16,154,25,112,4,13,96,20,67,0,9,2.33,2.92,2.23,2.38,2.76
95SS15,1516,156,1297,15,48,400,24,356,5,15,518,46,450,4,18,264,39,215,2,8,220,28,185,4,3,114,19,91,0,4,2.45,2.89,2.41,2.33,2.33
95SS16,1152,1057,73,3,19,300,268,26,0,6,291,271,16,0,4,234,214,16,2,2,167,153,9,0,5,160,151,6,1,2,2.70,2.72,2.40,3.67,2.74
95SS17,1749,402,1224,13,110,495,93,384,3,15,570,136,388,7,39,323,79,210,3,31,252,71,163,0,18,109,23,79,0,7,2.42,2.53,2.36,2.00,2.72
95SS18,1342,228,1021,15,78,517,68,419,4,26,403,60,316,6,21,190,35,139,2,14,154,45,100,0,9,78,20,47,3,8,2.19,2.60,2.08,2.60,2.45
95SS19,1236,101,1037,26,72,436,30,378,12,16,395,33,330,4,28,201,19,160,7,15,138,10,116,2,10,66,9,53,1,3,2.21,2.42,2.19,2.08,2.39
95SS20,1096,147,895,12,42,284,25,248,4,7,431,56,360,4,11,162,25,129,3,5,143,20,113,1,9,76,21,45,0,10,2.38,2.77,2.28,2.08,3.17
95SS21,1656,184,1367,16,89,253,27,208,6,12,563,61,470,3,29,293,33,241,2,17,351,31,295,5,20,196,32,153,0,11,2.85,2.96,2.83,2.38,2.91
95SS22,1254,319,831,14,90,255,57,191,2,5,449,94,326,4,25,244,71,142,2,29,198,57,116,4,21,108,40,56,2,10,2.59,2.82,2.44,3.07,3.10
95SS23,1532,126,1286,21,99,394,33,335,7,19,519,31,445,8,35,253,20,212,3,18,242,23,196,2,21,124,19,98,1,6,2.49,2.82,2.45,2.14,2.60
95SS24,1914,336,1469,18,91,431,44,351,7,29,597,91,479,6,21,353,77,252,1,23,352,70,268,2,12,181,54,119,2,6,2.65,3.07,2.58,2.22,2.40
95SS25,1117,273,751,11,82,374,68,290,1,15,338,86,218,4,30,188,50,125,0,13,136,38,78,5,15,81,31,40,1,9,2.32,2.61,2.16,3.18,2.70
95SS26,1314,1221,70,1,22,224,197,21,0,6,382,358,20,0,4,316,295,14,0,7,217,206,8,0,3,175,165,7,1,2,2.88,2.90,2.57,6.00,2.68
95SS27,1194,131,980,24,59,509,49,432,7,21,343,36,286,8,13,167,20,129,4,14,114,19,84,2,9,61,7,49,3,2,2.07,2.24,2.02,2.42,2.29
95SS28,1071,406,603,6,56,341,111,216,3,11,323,111,195,0,17,191,82,97,1,11,132,61,57,2,12,84,41,38,0,5,2.39,2.60,2.21,2.33,2.73
95SS29,1031,934,78,3,16,277,244,28,0,5,321,302,14,1,4,197,179,13,1,4,112,103,9,0,0,124,106,14,1,3,2.57,2.55,2.72,3.33,2.63
95SS30,1125,218,841,14,52,253,46,197,4,6,412,61,330,7,14,173,33,128,1,11,186,45,126,0,15,101,33,60,2,6,2.55,2.85,2.45,2.29,3.06
95TT01,838,622,205,3,8,157,97,54,2,4,165,125,39,0,1,139,106,32,0,1,154,119,33,0,2,223,175,47,1,0,3.28,3.38,3.04,2.33,2.13
95TT02,857,690,158,0,9,153,112,38,0,3,220,177,40,0,3,135,110,23,0,2,159,127,32,0,0,190,164,25,0,1,3.13,3.21,2.85,0,2.33
95TT03,1175,579,569,8,19,265,107,154,1,3,354,155,188,4,7,189,102,87,0,0,178,91,80,3,4,189,124,60,0,5,2.80,3.06,2.53,2.63,3.16
95TT04,1018,932,70,3,13,256,235,18,0,3,260,239,17,0,4,138,123,9,2,4,170,157,11,0,2,194,178,15,1,0,2.93,2.92,3.07,4.00,2.38
95TT05,1129,739,358,14,18,302,193,100,2,7,321,191,119,6,5,176,117,50,4,5,171,122,47,1,1,159,116,42,1,0,2.67,2.76,2.53,2.50,2.00
95TT06,886,555,320,2,9,185,96,88,0,1,219,124,91,1,3,132,84,47,0,1,152,105,47,0,0,198,146,47,1,4,3.07,3.29,2.67,4.00,3.67
95TT07,874,402,454,8,10,152,65,84,3,0,224,96,121,1,6,151,64,82,4,1,183,77,103,0,3,164,100,64,0,0,3.09,3.31,2.93,2.13,2.70
95TT08,851,361,472,5,13,138,49,88,0,1,208,74,127,2,5,140,53,87,0,0,188,86,97,3,2,177,99,73,0,5,3.20,3.51,2.95,3.20,3.77
95TT09,874,800,70,1,3,141,126,14,1,0,191,171,20,0,0,144,132,11,0,1,169,153,16,0,0,229,218,9,0,2,3.34,3.37,3.00,1.00,4.67
95TT10,1056,803,232,5,16,235,162,67,2,4,343,249,87,2,5,184,152,29,1,2,159,127,29,0,3,135,113,20,0,2,2.70,2.79,2.42,1.80,2.63
95TT11,945,810,130,1,4,144,114,29,1,0,225,189,34,0,2,144,121,23,0,0,157,138,18,0,1,275,248,26,0,1,3.42,3.50,2.95,1.00,3.75
95TT12,898,276,602,9,11,198,46,146,4,2,223,52,165,1,5,153,41,110,2,0,176,63,108,2,3,148,74,73,0,1,2.94,3.47,2.71,2.22,2.73
95TT13,1107,559,491,15,42,291,137,139,3,12,316,140,160,5,11,187,93,83,4,7,191,113,68,3,7,122,76,41,0,5,2.64,2.81,2.44,2.47,2.67
95TT14,830,435,364,8,23,210,110,92,0,8,237,112,117,6,2,147,74,69,1,3,137,76,55,0,6,99,63,31,1,4,2.66,2.77,2.52,2.50,2.87
95TT15,833,229,590,4,10,178,30,146,0,2,212,43,162,3,4,132,29,100,0,3,152,57,94,1,0,159,70,88,0,1,2.98,3.58,2.75,2.50,2.50
95TT16,866,574,281,1,10,169,95,71,0,3,215,133,80,1,1,129,98,28,0,3,168,111,54,0,3,185,137,48,0,0,3.11,3.27,2.79,2.00,2.60
95UU01,384,170,203,0,11,83,36,47,0,0,106,44,56,0,6,67,29,37,0,1,76,33,40,0,3,52,28,23,0,1,2.86,2.99,2.73,0,3.00
95UU02,439,18,409,1,11,124,5,116,1,2,160,2,155,0,3,63,3,57,0,3,59,4,52,0,3,33,4,29,0,0,2.38,3.00,2.34,1.00,2.64
95UU03,381,241,123,4,13,162,100,59,1,2,118,65,46,1,6,44,34,9,0,1,30,24,4,0,2,27,18,5,2,2,2.10,2.17,1.88,3.25,2.69
95UU04,350,15,325,2,8,145,8,133,1,3,110,2,105,0,3,39,1,37,0,1,36,3,32,0,1,20,1,18,1,0,2.10,2.13,2.09,3.00,2.00
95UU05,373,26,336,1,10,91,2,86,1,2,109,7,97,0,5,70,5,64,0,1,59,7,52,0,0,44,5,37,0,2,2.66,3.31,2.61,1.00,2.70
95UU06,569,436,114,2,17,159,111,43,1,4,179,135,41,0,3,92,69,21,0,2,71,58,5,1,7,68,63,4,0,1,2.55,2.68,2.00,2.50,2.88
95UU07,307,34,261,7,5,73,8,62,2,1,100,6,88,4,2,51,10,40,0,1,45,5,39,0,1,38,5,32,1,0,2.64,2.97,2.61,2.29,2.40
95UU08,461,419,33,1,8,141,123,13,0,5,119,110,8,1,0,83,79,3,0,1,53,47,5,0,1,65,60,4,0,1,2.61,2.64,2.39,2.00,2.13
95UU09,594,535,49,2,8,141,126,13,0,2,155,137,13,2,3,98,93,5,0,0,105,95,7,0,3,95,84,11,0,0,2.84,2.84,2.92,2.00,2.50
95UU10,420,384,29,1,6,114,98,16,0,0,107,102,3,0,2,58,54,0,0,4,64,60,3,1,0,77,70,7,0,0,2.80,2.83,2.48,4.00,2.67
95UU11,355,311,36,1,7,90,77,9,1,3,108,91,14,0,3,47,41,5,0,1,38,36,2,0,0,72,66,6,0,0,2.80,2.86,2.50,1.00,1.71
95UU12,564,437,112,2,13,196,151,42,0,3,154,112,36,2,4,81,68,12,0,1,77,61,14,0,2,56,45,8,0,3,2.40,2.43,2.24,2.00,2.92
95UU13,333,140,186,0,7,100,42,57,0,1,84,31,48,0,5,55,18,36,0,1,45,21,24,0,0,49,28,21,0,0,2.68,2.87,2.55,0,2.00
95UU14,718,532,172,3,11,232,168,57,2,5,213,153,60,0,0,109,81,24,0,4,101,77,23,1,0,63,53,8,0,2,2.40,2.46,2.22,2.00,2.55
95UU15,360,63,289,0,8,99,17,79,0,3,111,16,92,0,3,51,5,46,0,0,53,12,40,0,1,46,13,32,0,1,2.63,2.98,2.54,0,3.00
95VV01,1171,485,657,4,25,297,129,158,0,10,334,113,213,2,6,188,86,100,1,1,174,71,99,1,3,178,86,87,0,5,2.74,2.81,2.68,2.75,2.80
95VV02,985,879,63,15,28,393,350,28,2,13,274,243,15,6,10,138,122,11,3,2,111,98,8,4,1,69,66,1,0,2,2.22,2.23,2.03,2.60,1.89
95VV03,996,635,336,4,21,289,174,110,1,4,296,185,104,0,7,166,111,53,1,1,126,84,35,2,5,119,81,34,0,4,2.55,2.62,2.39,3.00,3.00
95VV04,1052,497,535,4,16,214,120,90,0,4,284,136,145,0,3,167,73,89,2,3,182,80,100,1,1,205,88,111,1,5,2.98,2.86,3.09,3.75,3.13
95VV05,1364,1242,100,7,15,195,172,19,2,2,309,286,19,2,2,231,209,19,1,2,308,275,26,1,6,321,300,17,1,3,3.29,3.31,3.08,2.71,3.53
95VV06,1153,1099,40,1,13,255,248,5,0,2,279,265,8,1,5,181,167,12,0,2,194,188,4,0,2,244,231,11,0,2,3.02,3.01,3.38,2.00,2.77
95VV07,1657,1439,183,6,29,472,414,51,2,5,441,381,53,0,7,256,218,31,2,5,265,234,23,0,8,223,192,25,2,4,2.65,2.64,2.66,3.00,3.00
