GeographyCode,DC3601NI0001,DC3601NI0002,DC3601NI0003,DC3601NI0004,DC3601NI0005,DC3601NI0006,DC3601NI0007,DC3601NI0008,DC3601NI0009,DC3601NI0010,DC3601NI0011,DC3601NI0012,DC3601NI0013,DC3601NI0014,DC3601NI0015,DC3601NI0016,DC3601NI0017,DC3601NI0018,DC3601NI0019,DC3601NI0020,DC3601NI0021,DC3601NI0022,DC3601NI0023,DC3601NI0024,DC3601NI0025
95VV16,1357,130,298,783,146,1124,105,243,650,126,138,17,30,79,12,50,7,14,27,2,45,1,11,27,6
95VV17,1769,182,401,1014,172,1516,144,334,889,149,158,26,40,80,12,40,3,11,22,4,55,9,16,23,7
95VV18,1613,119,308,951,235,1403,100,245,848,210,150,13,40,82,15,34,4,14,11,5,26,2,9,10,5
95VV19,1167,95,215,714,143,997,80,191,607,119,114,11,16,72,15,26,3,2,15,6,30,1,6,20,3
95VV20,1306,115,230,745,216,1093,82,189,647,175,134,21,23,64,26,32,4,9,18,1,47,8,9,16,14
95VV21,1851,152,399,1045,255,1623,132,335,935,221,141,9,42,69,21,42,6,12,20,4,45,5,10,21,9
95VV22,1164,88,275,661,140,997,77,221,583,116,120,11,37,56,16,23,0,6,13,4,24,0,11,9,4
95VV23,1189,97,231,728,133,1025,84,198,634,109,115,7,24,67,17,27,2,4,18,3,22,4,5,9,4
95VV24,1218,117,234,709,158,1042,96,193,622,131,116,13,26,58,19,36,6,8,17,5,24,2,7,12,3
95VV25,1411,92,328,819,172,1188,78,270,700,140,157,11,36,88,22,31,2,11,13,5,35,1,11,18,5
95VV26,1516,104,341,877,194,1266,86,270,746,164,180,11,52,94,23,26,2,7,15,2,44,5,12,22,5
95VV27,915,84,199,571,61,802,69,170,508,55,66,9,17,37,3,30,1,6,22,1,17,5,6,4,2
95VV28,1528,142,296,975,115,1335,121,251,860,103,127,10,32,78,7,31,5,5,20,1,35,6,8,17,4
95VV29,1501,129,308,828,236,1212,102,237,680,193,216,21,47,114,34,36,1,10,20,5,37,5,14,14,4
95VV30,1363,126,271,852,114,1179,105,229,749,96,126,14,29,73,10,28,4,5,15,4,30,3,8,15,4
95WW01,1222,88,239,832,63,1023,75,185,709,54,159,12,37,102,8,23,1,9,12,1,17,0,8,9,0
95WW02,1714,127,376,1072,139,1477,113,306,941,117,168,9,53,92,14,37,0,10,24,3,32,5,7,15,5
95WW03,1780,122,328,1199,131,1546,101,274,1055,116,166,16,33,107,10,28,1,7,18,2,40,4,14,19,3
95WW04,1328,83,265,904,76,1097,70,207,753,67,150,9,30,107,4,40,2,14,22,2,41,2,14,22,3
95WW05,1345,110,274,866,95,1138,97,234,728,79,156,9,27,106,14,32,1,9,20,2,19,3,4,12,0
95WW06,1638,114,300,995,229,1374,92,236,852,194,219,16,51,124,28,28,4,9,12,3,17,2,4,7,4
95WW07,2162,161,425,1356,220,1803,138,325,1156,184,260,14,82,143,21,46,5,6,27,8,53,4,12,30,7
95WW08,1197,105,245,780,67,1017,91,197,673,56,137,9,38,83,7,23,1,7,14,1,20,4,3,10,3
95WW09,985,81,201,634,69,792,67,160,508,57,150,12,33,99,6,23,2,5,14,2,20,0,3,13,4
95WW10,1307,67,307,857,76,1058,50,238,705,65,168,11,46,103,8,38,3,11,23,1,43,3,12,26,2
95WW11,1535,127,321,971,116,1263,109,259,803,92,197,12,47,120,18,35,4,9,19,3,40,2,6,29,3
95WW12,923,70,233,556,64,765,55,187,470,53,93,10,30,47,6,32,5,6,21,0,33,0,10,18,5
95WW13,1956,128,373,1211,244,1637,101,295,1044,197,233,14,57,129,33,43,5,12,18,8,43,8,9,20,6
95WW14,837,56,222,517,42,712,51,178,445,38,59,1,17,38,3,37,1,17,19,0,29,3,10,15,1
95WW15,1633,132,375,1011,115,1369,111,290,873,95,177,11,58,95,13,35,5,14,15,1,52,5,13,28,6
95WW16,1353,108,291,882,72,1128,95,232,741,60,162,5,40,109,8,29,3,10,14,2,34,5,9,18,2
95WW17,1023,75,251,620,77,828,58,190,518,62,136,11,41,74,10,30,2,8,18,2,29,4,12,10,3
95WW18,971,76,186,646,63,814,64,144,555,51,108,8,28,63,9,27,3,4,17,3,22,1,10,11,0
95WW19,3122,276,625,1917,304,2567,225,492,1605,245,430,35,103,246,46,65,8,16,35,6,60,8,14,31,7
95WW20,4661,300,890,3066,405,3954,254,729,2624,347,564,33,123,361,47,68,4,18,40,6,75,9,20,41,5
95WW21,1548,86,377,998,87,1341,77,314,869,81,144,1,46,92,5,29,3,7,19,0,34,5,10,18,1
95WW22,1366,113,329,830,94,1131,91,273,694,73,148,12,31,93,12,39,3,11,22,3,48,7,14,21,6
95WW23,2163,564,384,1048,167,1829,520,305,870,134,263,36,60,141,26,26,2,8,15,1,45,6,11,22,6
95WW24,1406,102,320,905,79,1212,88,273,781,70,133,7,36,84,6,27,1,2,22,2,34,6,9,18,1
95WW25,794,58,166,531,39,674,53,133,453,35,79,3,21,53,2,18,2,5,11,0,23,0,7,14,2
95XX01,2839,257,622,1723,237,2348,217,507,1424,200,364,24,79,236,25,67,6,18,36,7,60,10,18,27,5
95XX02,1222,132,240,702,148,999,113,185,579,122,184,17,47,97,23,18,1,3,12,2,21,1,5,14,1
95XX03,1310,121,293,782,114,1069,95,230,642,102,175,17,45,106,7,34,3,8,21,2,32,6,10,13,3
95XX04,1878,146,402,1193,137,1537,113,315,993,116,259,27,61,155,16,47,2,17,26,2,35,4,9,19,3
95XX05,1139,123,251,690,75,962,98,197,601,66,132,18,38,67,9,24,2,8,14,0,21,5,8,8,0
95XX06,1754,153,426,1047,128,1485,126,350,903,106,194,17,51,111,15,32,3,10,17,2,43,7,15,16,5
95XX07,1208,115,278,713,102,990,92,219,597,82,169,17,45,90,17,21,3,4,13,1,28,3,10,13,2
95XX08,1175,114,255,708,98,962,95,205,590,72,164,12,39,94,19,25,4,4,13,4,24,3,7,11,3
95XX09,1165,84,244,724,113,963,71,203,598,91,161,11,31,103,16,14,0,2,11,1,27,2,8,12,5
95XX10,2376,161,561,1477,177,2061,144,465,1305,147,216,9,64,123,20,45,3,13,27,2,54,5,19,22,8
95XX11,3148,212,638,1997,301,2740,171,531,1773,265,301,24,76,176,25,46,6,13,22,5,61,11,18,26,6
95XX12,1075,106,202,562,205,914,90,159,486,179,131,13,34,67,17,15,1,2,6,6,15,2,7,3,3
95XX13,1175,121,209,671,174,969,97,156,565,151,166,19,42,84,21,18,2,5,10,1,22,3,6,12,1
95XX14,1128,116,198,627,187,927,90,161,526,150,166,20,31,83,32,22,1,4,13,4,13,5,2,5,1
95XX15,1051,77,228,670,76,893,66,184,581,62,111,4,34,64,9,26,3,5,15,3,21,4,5,10,2
95XX16,1300,124,271,779,126,1066,99,213,652,102,162,17,38,90,17,36,2,15,16,3,36,6,5,21,4
95XX17,1504,115,263,979,147,1306,95,229,867,115,148,17,22,86,23,25,1,3,18,3,25,2,9,8,6
95XX18,1529,102,254,946,227,1335,90,209,827,209,138,5,31,87,15,26,4,6,15,1,30,3,8,17,2
95XX19,1194,104,247,663,180,1003,86,195,568,154,166,17,45,84,20,13,1,5,5,2,12,0,2,6,4
95XX20,1641,96,305,985,255,1446,84,262,860,240,126,4,28,84,10,34,3,6,23,2,35,5,9,18,3
95XX21,1111,99,242,612,158,902,76,192,516,118,176,17,46,77,36,19,1,2,15,1,14,5,2,4,3
95XX22,1107,94,240,723,50,922,75,194,614,39,140,13,35,84,8,22,5,5,11,1,23,1,6,14,2
95XX23,1633,98,317,1125,93,1411,79,263,980,89,161,14,37,107,3,35,3,8,23,1,26,2,9,15,0
95XX24,1236,97,293,769,77,1026,84,238,643,61,165,7,40,105,13,22,4,8,10,0,23,2,7,11,3
95XX25,1018,88,233,642,55,841,69,187,544,41,111,11,30,63,7,24,2,4,13,5,42,6,12,22,2
95YY01,1074,83,179,637,175,869,65,141,532,131,140,11,25,78,26,28,3,3,17,5,37,4,10,10,13
95YY02,874,75,153,552,94,737,59,129,472,77,95,9,18,57,11,18,3,1,13,1,24,4,5,10,5
95YY03,1424,103,235,851,235,1209,86,198,730,195,157,15,23,89,30,24,0,3,17,4,34,2,11,15,6
95YY04,1494,124,301,956,113,1269,108,248,817,96,138,9,37,81,11,54,6,7,37,4,33,1,9,21,2
95YY05,671,58,126,422,65,573,45,103,369,56,75,10,17,42,6,13,3,2,6,2,10,0,4,5,1
95YY06,959,66,202,576,115,835,54,170,512,99,81,8,19,42,12,18,1,8,7,2,25,3,5,15,2
95YY07,1156,91,206,702,157,955,73,173,584,125,113,11,18,69,15,36,4,8,22,2,52,3,7,27,15
95YY08,939,55,177,559,148,820,46,148,494,132,82,4,21,46,11,19,1,4,12,2,18,4,4,7,3
95YY09,993,85,195,632,81,855,71,156,555,73,101,11,25,60,5,21,2,8,11,0,16,1,6,6,3
95YY10,1048,76,187,604,181,880,63,145,525,147,122,11,28,59,24,25,2,6,13,4,21,0,8,7,6
95YY11,811,69,155,469,118,691,62,131,403,95,85,4,19,48,14,19,2,3,9,5,16,1,2,9,4
95YY12,1256,87,224,764,181,1049,76,176,652,145,154,8,36,85,25,27,3,7,10,7,26,0,5,17,4
95YY13,1117,108,209,724,76,968,87,182,635,64,97,12,18,57,10,24,4,5,14,1,28,5,4,18,1
95YY14,1375,113,262,886,114,1156,88,215,756,97,145,15,30,88,12,36,7,6,20,3,38,3,11,22,2
95YY15,676,72,162,402,40,610,61,144,373,32,33,1,9,19,4,19,5,6,4,4,14,5,3,6,0
95YY16,1111,78,211,651,171,933,66,173,551,143,123,11,28,67,17,37,0,4,26,7,18,1,6,7,4
95YY17,1031,70,186,620,155,874,56,154,535,129,103,7,16,66,14,26,3,7,8,8,28,4,9,11,4
95YY18,975,79,170,577,149,806,62,130,492,122,112,11,28,60,13,24,1,4,13,6,33,5,8,12,8
95YY19,606,51,122,365,68,528,41,100,328,59,49,7,14,23,5,13,1,2,8,2,16,2,6,6,2
95YY20,976,69,179,591,137,809,50,152,491,116,121,11,20,75,15,28,3,5,17,3,18,5,2,8,3
95YY21,1110,61,187,691,171,949,52,154,597,146,116,6,24,70,16,22,0,4,15,3,23,3,5,9,6
95ZZ01,1142,85,213,707,137,973,78,175,603,117,108,4,21,71,12,32,1,9,21,1,29,2,8,12,7
95ZZ02,532,57,153,295,27,460,50,137,254,19,44,5,10,24,5,19,0,4,12,3,9,2,2,5,0
95ZZ03,659,54,132,391,82,575,44,113,348,70,52,5,13,27,7,15,4,2,8,1,17,1,4,8,4
95ZZ04,1146,95,233,640,178,958,77,193,540,148,123,10,26,66,21,41,5,9,23,4,24,3,5,11,5
95ZZ05,872,53,159,544,116,726,45,131,447,103,104,4,22,68,10,16,1,3,12,0,26,3,3,17,3
95ZZ06,398,45,112,218,23,340,37,98,187,18,27,4,7,13,3,19,2,4,12,1,12,2,3,6,1
95ZZ07,1069,89,231,628,121,921,75,202,543,101,96,7,18,58,13,25,3,4,15,3,27,4,7,12,4
95ZZ08,917,79,192,510,136,767,55,161,439,112,88,13,17,45,13,35,5,9,19,2,27,6,5,7,9
95ZZ09,826,67,168,494,97,701,51,147,415,88,78,7,13,53,5,27,4,5,16,2,20,5,3,10,2
95ZZ10,1202,98,277,727,100,1029,81,234,621,93,110,12,26,70,2,31,1,8,20,2,32,4,9,16,3
95ZZ11,948,82,171,529,166,808,67,143,462,136,89,7,16,49,17,33,1,9,16,7,18,7,3,2,6
95ZZ12,786,54,164,505,63,687,49,138,446,54,55,3,12,36,4,17,0,5,12,0,27,2,9,11,5
95ZZ13,1107,78,200,637,192,936,61,163,549,163,122,15,24,64,19,25,0,7,12,6,24,2,6,12,4
95ZZ14,1276,103,292,832,49,1086,83,248,716,39,125,15,23,84,3,32,2,12,15,3,33,3,9,17,4
95ZZ15,916,57,174,521,164,798,50,140,463,145,84,4,25,44,11,18,1,6,10,1,16,2,3,4,7
95ZZ16,1204,105,298,741,60,1044,91,249,657,47,97,9,28,53,7,30,2,12,16,0,33,3,9,15,6
