GeographyCode,DC6607NI0001,DC6607NI0002,DC6607NI0003,DC6607NI0004,DC6607NI0005,DC6607NI0006,DC6607NI0007,DC6607NI0008,DC6607NI0009,DC6607NI0010,DC6607NI0011,DC6607NI0012,DC6607NI0013,DC6607NI0014,DC6607NI0015,DC6607NI0016,DC6607NI0017,DC6607NI0018,DC6607NI0019,DC6607NI0020,DC6607NI0021,DC6607NI0022,DC6607NI0023,DC6607NI0024,DC6607NI0025,DC6607NI0026,DC6607NI0027,DC6607NI0028,DC6607NI0029,DC6607NI0030,DC6607NI0031,DC6607NI0032,DC6607NI0033,DC6607NI0034,DC6607NI0035,DC6607NI0036,DC6607NI0037,DC6607NI0038,DC6607NI0039,DC6607NI0040,DC6607NI0041,DC6607NI0042
95MM11,1594,150,1444,796,102,694,203,18,185,286,44,242,18,1,17,29,7,22,179,20,159,81,12,69,798,48,750,144,4,140,131,17,114,147,11,136,284,13,271,92,3,89
95MM12,4081,501,3580,2395,353,2042,575,81,494,1021,144,877,88,9,79,181,31,150,315,31,284,215,57,158,1686,148,1538,274,26,248,408,67,341,321,23,298,522,24,498,161,8,153
95MM13,6032,888,5144,3759,642,3117,850,140,710,1859,309,1550,117,21,96,267,56,211,399,52,347,267,64,203,2273,246,2027,564,62,502,488,111,377,422,30,392,610,28,582,189,15,174
95MM14,1770,231,1539,1016,152,864,211,34,177,521,59,462,22,6,16,69,13,56,150,30,120,43,10,33,754,79,675,269,22,247,112,30,82,83,6,77,193,14,179,97,7,90
95MM15,3130,549,2581,2065,392,1673,395,75,320,1128,211,917,66,11,55,219,41,178,150,26,124,107,28,79,1065,157,908,393,49,344,238,71,167,133,13,120,214,11,203,87,13,74
95MM16,4041,600,3441,2744,426,2318,491,69,422,1555,215,1340,74,11,63,265,51,214,219,40,179,140,40,100,1297,174,1123,414,70,344,260,63,197,206,17,189,301,18,283,116,6,110
95MM17,2885,451,2434,1881,321,1560,386,69,317,950,156,794,63,7,56,128,22,106,202,28,174,152,39,113,1004,130,874,324,36,288,224,49,175,143,18,125,244,20,224,69,7,62
95MM18,3702,527,3175,2525,399,2126,495,79,416,1334,189,1145,94,13,81,261,43,218,191,20,171,150,55,95,1177,128,1049,321,47,274,233,51,182,165,12,153,346,10,336,112,8,104
95MM19,2363,371,1992,1604,255,1349,332,57,275,961,136,825,35,7,28,85,17,68,122,17,105,69,21,48,759,116,643,303,51,252,117,32,85,102,9,93,162,14,148,75,10,65
95MM20,2425,329,2096,1445,215,1230,330,44,286,788,116,672,32,3,29,71,15,56,162,23,139,62,14,48,980,114,866,448,60,388,119,25,94,111,8,103,231,11,220,71,10,61
95MM21,2519,357,2162,1685,240,1445,347,44,303,916,127,789,53,8,45,149,20,129,131,22,109,89,19,70,834,117,717,327,50,277,163,45,118,106,7,99,168,7,161,70,8,62
95MM22,1888,318,1570,1078,191,887,219,45,174,581,86,495,34,6,28,82,17,65,95,17,78,67,20,47,810,127,683,428,74,354,138,32,106,73,10,63,123,6,117,48,5,43
95MM23,2002,270,1732,1179,198,981,205,41,164,538,92,446,32,5,27,61,11,50,262,30,232,81,19,62,823,72,751,215,17,198,157,27,130,95,10,85,261,9,252,95,9,86
95MM24,1802,210,1592,852,127,725,213,34,179,306,45,261,24,4,20,42,6,36,189,16,173,78,22,56,950,83,867,278,35,243,156,26,130,149,8,141,254,6,248,113,8,105
95MM25,4314,508,3806,2483,362,2121,620,87,533,1083,151,932,71,9,62,131,28,103,386,38,348,192,49,143,1831,146,1685,334,23,311,379,60,319,382,16,366,570,38,532,166,9,157
95MM26,2422,322,2100,1483,221,1262,304,38,266,730,109,621,40,6,34,96,18,78,181,23,158,132,27,105,939,101,838,258,28,230,198,40,158,141,12,129,271,13,258,71,8,63
95MM27,3207,605,2602,1833,363,1470,270,55,215,637,99,538,39,8,31,92,20,72,334,35,299,461,146,315,1374,242,1132,300,52,248,479,139,340,77,5,72,388,25,363,130,21,109
95MM28,1805,212,1593,976,144,832,229,42,187,423,58,365,20,7,13,37,3,34,210,23,187,57,11,46,829,68,761,211,19,192,120,19,101,106,6,100,302,17,285,90,7,83
95MM29,2504,300,2204,1610,213,1397,321,36,285,794,100,694,46,7,39,106,18,88,263,31,232,80,21,59,894,87,807,243,14,229,147,43,104,127,7,120,251,16,235,126,7,119
95MM30,1525,177,1348,793,120,673,161,22,139,310,54,256,38,3,35,72,11,61,172,18,154,40,12,28,732,57,675,190,15,175,119,15,104,96,9,87,240,11,229,87,7,80
95NN01,2287,312,1975,1433,215,1218,320,53,267,658,88,570,62,7,55,199,31,168,146,22,124,48,14,34,854,97,757,300,39,261,141,26,115,110,12,98,215,16,199,88,4,84
95NN02,1644,262,1382,1104,179,925,195,29,166,664,111,553,27,9,18,89,6,83,76,8,68,53,16,37,540,83,457,275,47,228,92,24,68,52,3,49,87,5,82,34,4,30
95NN03,2079,298,1781,1417,214,1203,280,47,233,789,114,675,37,9,28,137,16,121,112,15,97,62,13,49,662,84,578,306,51,255,83,13,70,68,7,61,158,8,150,47,5,42
95NN04,2027,235,1792,1227,172,1055,252,33,219,638,86,552,22,7,15,91,13,78,158,23,135,66,10,56,800,63,737,176,25,151,114,18,96,135,5,130,306,12,294,69,3,66
95NN05,1796,237,1559,1199,165,1034,253,33,220,647,81,566,33,7,26,125,18,107,89,11,78,52,15,37,597,72,525,230,31,199,88,16,72,74,10,64,148,9,139,57,6,51
95NN06,2420,390,2030,1609,285,1324,314,58,256,808,146,662,43,8,35,221,37,184,142,17,125,81,19,62,811,105,706,253,39,214,173,31,142,128,15,113,178,10,168,79,10,69
95NN07,2353,260,2093,1515,190,1325,356,37,319,761,95,666,37,6,31,136,17,119,133,12,121,92,23,69,838,70,768,246,22,224,151,20,131,93,8,85,248,13,235,100,7,93
95NN08,2417,414,2003,1693,300,1393,338,59,279,867,140,727,80,23,57,242,41,201,83,12,71,83,25,58,724,114,610,314,51,263,156,36,120,99,16,83,107,5,102,48,6,42
95NN09,2202,437,1765,1576,334,1242,281,65,216,797,162,635,68,20,48,300,55,245,70,11,59,60,21,39,626,103,523,277,42,235,148,37,111,81,11,70,74,7,67,46,6,40
95NN10,2269,460,1809,1430,296,1134,306,67,239,715,131,584,53,14,39,181,42,139,95,14,81,80,28,52,839,164,675,404,90,314,146,27,119,70,14,56,154,10,144,65,23,42
95NN11,2792,419,2373,1967,311,1656,347,55,292,1014,165,849,70,16,54,297,36,261,128,14,114,111,25,86,825,108,717,292,31,261,191,49,142,99,12,87,163,11,152,80,5,75
95NN12,2041,354,1687,1402,256,1146,262,50,212,694,129,565,47,9,38,205,37,168,127,13,114,67,18,49,639,98,541,250,52,198,94,17,77,85,10,75,151,11,140,59,8,51
95NN13,2192,436,1756,1532,316,1216,277,64,213,776,147,629,73,12,61,263,54,209,57,12,45,86,27,59,660,120,540,322,59,263,114,26,88,78,14,64,92,10,82,54,11,43
95NN14,2556,376,2180,1752,273,1479,306,54,252,956,136,820,49,13,36,217,29,188,133,14,119,91,27,64,804,103,701,284,39,245,137,27,110,133,18,115,160,12,148,90,7,83
95NN15,2130,284,1846,1412,197,1215,260,43,217,806,114,692,44,9,35,122,10,112,126,14,112,54,7,47,718,87,631,293,30,263,122,31,91,92,9,83,142,7,135,69,10,59
95NN16,2336,532,1804,1659,382,1277,316,87,229,810,162,648,94,27,67,301,63,238,59,11,48,79,32,47,677,150,527,336,79,257,156,42,114,68,13,55,68,7,61,49,9,40
95NN17,1616,193,1423,988,132,856,222,26,196,452,60,392,32,5,27,126,17,109,111,12,99,45,12,33,628,61,567,218,33,185,90,11,79,83,3,80,180,12,168,57,2,55
95NN18,1967,330,1637,1258,226,1032,222,47,175,658,103,555,40,10,30,142,24,118,127,18,109,69,24,45,709,104,605,293,48,245,127,36,91,63,4,59,168,10,158,58,6,52
95NN19,2505,506,1999,1761,352,1409,331,82,249,1045,191,854,64,22,42,174,32,142,73,9,64,74,16,58,744,154,590,381,76,305,169,53,116,56,9,47,96,7,89,42,9,33
95NN20,2193,423,1770,1527,316,1211,260,56,204,719,143,576,78,25,53,304,51,253,79,12,67,87,29,58,666,107,559,275,48,227,120,31,89,81,9,72,132,9,123,58,10,48
95NN21,1888,361,1527,1193,240,953,244,47,197,547,106,441,52,22,30,162,37,125,112,14,98,76,14,62,695,121,574,325,77,248,103,20,83,61,5,56,146,13,133,60,6,54
95NN22,1968,376,1592,1349,252,1097,260,51,209,638,116,522,59,15,44,238,34,204,78,12,66,76,24,52,619,124,495,300,62,238,112,33,79,63,11,52,96,8,88,48,10,38
95NN23,2460,477,1983,1645,330,1315,359,71,288,698,150,548,63,10,53,300,52,248,137,24,113,88,23,65,815,147,668,282,58,224,172,52,120,103,15,88,191,14,177,67,8,59
95OO01,1785,270,1515,1138,204,934,227,45,182,534,94,440,48,11,37,208,34,174,73,12,61,48,8,40,647,66,581,178,13,165,135,23,112,114,11,103,159,6,153,61,13,48
95OO02,1617,310,1307,1170,231,939,226,49,177,584,117,467,53,10,43,194,42,152,67,5,62,46,8,38,447,79,368,135,21,114,134,43,91,69,11,58,73,0,73,36,4,32
95OO03,1850,283,1567,1280,209,1071,246,41,205,671,102,569,51,10,41,200,34,166,68,11,57,44,11,33,570,74,496,185,21,164,113,21,92,89,18,71,131,8,123,52,6,46
95OO04,1763,257,1506,1145,178,967,217,49,168,561,66,495,51,9,42,204,30,174,66,7,59,46,17,29,618,79,539,210,23,187,117,34,83,95,9,86,136,6,130,60,7,53
95OO05,1977,169,1808,1291,122,1169,238,20,218,770,64,706,26,6,20,74,9,65,139,19,120,44,4,40,686,47,639,162,11,151,102,14,88,99,7,92,208,10,198,115,5,110
95OO06,2074,325,1749,1497,245,1252,264,52,212,762,111,651,71,17,54,256,39,217,85,10,75,59,16,43,577,80,497,205,20,185,118,35,83,76,14,62,118,6,112,60,5,55
95OO07,1803,344,1459,1305,256,1049,258,56,202,605,115,490,59,16,43,249,39,210,71,11,60,63,19,44,498,88,410,187,24,163,111,30,81,65,20,45,100,6,94,35,8,27
95OO08,1942,342,1600,1337,260,1077,259,60,199,637,120,517,57,9,48,232,42,190,82,9,73,70,20,50,605,82,523,202,28,174,135,30,105,91,13,78,110,6,104,67,5,62
95OO09,1585,249,1336,1104,190,914,193,44,149,551,84,467,41,13,28,196,33,163,69,4,65,54,12,42,481,59,422,158,18,140,101,26,75,82,4,78,92,5,87,48,6,42
95OO10,2453,260,2193,1493,185,1308,259,28,231,788,89,699,63,7,56,165,25,140,151,19,132,67,17,50,960,75,885,218,13,205,178,26,152,171,11,160,287,15,272,106,10,96
95OO11,1799,189,1610,1031,132,899,192,21,171,521,62,459,32,9,23,73,10,63,150,10,140,63,20,43,768,57,711,191,22,169,122,12,110,149,11,138,212,3,209,94,9,85
95OO12,1946,247,1699,1260,175,1085,237,43,194,688,81,607,37,4,33,144,29,115,102,12,90,52,6,46,686,72,614,230,33,197,137,13,124,108,13,95,138,8,130,73,5,68
95OO13,2032,287,1745,1491,186,1305,292,46,246,944,101,843,30,4,26,71,13,58,91,12,79,63,10,53,541,101,440,209,53,156,110,25,85,80,6,74,87,5,82,55,12,43
95OO14,1837,301,1536,1247,230,1017,254,47,207,581,110,471,55,9,46,222,37,185,79,14,65,56,13,43,590,71,519,200,26,174,145,23,122,95,10,85,104,7,97,46,5,41
95OO15,1639,166,1473,1023,114,909,199,23,176,563,53,510,21,5,16,67,12,55,112,8,104,61,13,48,616,52,564,163,11,152,100,17,83,101,9,92,163,6,157,89,9,80
95OO16,1544,232,1312,1047,174,873,185,45,140,566,73,493,29,4,25,157,31,126,72,10,62,38,11,27,497,58,439,216,35,181,61,8,53,66,8,58,107,5,102,47,2,45
95OO17,1966,288,1678,1381,215,1166,278,51,227,741,95,646,48,8,40,192,32,160,66,10,56,56,19,37,585,73,512,256,37,219,97,22,75,71,8,63,102,3,99,59,3,56
95OO18,2135,390,1745,1490,274,1216,270,59,211,904,131,773,46,18,28,115,37,78,111,18,93,44,11,33,645,116,529,239,52,187,132,23,109,70,8,62,130,14,116,74,19,55
95OO19,2067,340,1727,1510,257,1253,278,45,233,802,127,675,52,16,36,234,43,191,84,9,75,60,17,43,557,83,474,166,29,137,145,33,112,81,8,73,114,7,107,51,6,45
95OO20,1525,238,1287,1056,175,881,197,24,173,588,100,488,38,7,31,111,21,90,73,11,62,49,12,37,469,63,406,216,30,186,66,16,50,56,5,51,85,4,81,46,8,38
95OO21,1729,241,1488,1103,167,936,204,32,172,625,87,538,24,2,22,93,23,70,91,11,80,66,12,54,626,74,552,229,36,193,106,16,90,81,8,73,140,10,130,70,4,66
95OO22,2247,333,1914,1482,245,1237,276,42,234,717,117,600,54,11,43,233,47,186,115,10,105,87,18,69,765,88,677,188,19,169,215,32,183,110,15,95,184,18,166,68,4,64
95PP01,1850,380,1470,1298,277,1021,246,56,190,710,146,564,40,11,29,185,38,147,52,9,43,65,17,48,552,103,449,253,61,192,107,22,85,67,9,58,88,6,82,37,5,32
95PP02,1809,316,1493,1184,250,934,216,46,170,566,112,454,63,13,50,219,56,163,78,7,71,42,16,26,625,66,559,222,22,200,123,19,104,104,9,95,105,7,98,71,9,62
95PP03,1847,322,1525,1185,241,944,219,46,173,545,113,432,50,11,39,216,50,166,112,13,99,43,8,35,662,81,581,239,26,213,131,30,101,101,12,89,102,6,96,89,7,82
95PP04,2258,458,1800,1570,323,1247,323,77,246,766,160,606,64,11,53,294,57,237,65,6,59,58,12,46,688,135,553,261,56,205,134,37,97,111,20,91,108,7,101,74,15,59
95PP05,1685,287,1398,1183,225,958,220,41,179,560,105,455,53,14,39,238,41,197,65,8,57,47,16,31,502,62,440,199,21,178,95,26,69,74,8,66,86,2,84,48,5,43
95PP06,2803,501,2302,1974,385,1589,409,79,330,1149,219,930,36,6,30,184,39,145,123,22,101,73,20,53,829,116,713,288,48,240,160,27,133,114,18,96,189,11,178,78,12,66
95PP07,1988,412,1576,1380,305,1075,255,56,199,691,156,535,61,10,51,247,56,191,75,13,62,51,14,37,608,107,501,224,47,177,112,34,78,102,14,88,100,8,92,70,4,66
95PP08,1933,321,1612,1388,238,1150,239,46,193,769,132,637,38,5,33,217,36,181,90,14,76,35,5,30,545,83,462,188,28,160,109,29,80,94,13,81,89,3,86,65,10,55
95PP09,1199,170,1029,713,115,598,160,26,134,367,47,320,15,4,11,38,10,28,102,20,82,31,8,23,486,55,431,165,25,140,55,11,44,55,6,49,150,10,140,61,3,58
95PP10,1733,271,1462,1134,203,931,190,31,159,582,103,479,37,10,27,189,40,149,93,10,83,43,9,34,599,68,531,231,25,206,133,24,109,87,9,78,85,6,79,63,4,59
95PP11,1904,334,1570,1171,239,932,266,50,216,601,115,486,44,17,27,108,28,80,102,13,89,50,16,34,733,95,638,268,48,220,115,19,96,93,10,83,179,10,169,78,8,70
95PP12,1841,362,1479,1280,277,1003,253,65,188,627,118,509,42,9,33,214,48,166,85,16,69,59,21,38,561,85,476,212,23,189,125,31,94,78,16,62,88,7,81,58,8,50
95PP13,1811,265,1546,1147,187,960,195,28,167,646,107,539,31,5,26,121,23,98,114,17,97,40,7,33,664,78,586,246,31,215,97,23,74,95,10,85,144,3,141,82,11,71
95PP14,2616,459,2157,1742,342,1400,344,67,277,850,172,678,64,14,50,289,47,242,124,19,105,71,23,48,874,117,757,368,52,316,139,32,107,124,19,105,172,8,164,71,6,65
95PP15,2237,450,1787,1617,329,1288,328,68,260,855,176,679,75,14,61,226,43,183,70,12,58,63,16,47,620,121,499,244,45,199,154,45,109,87,19,68,89,7,82,46,5,41
95PP16,1414,289,1125,936,193,743,167,41,126,494,95,399,44,13,31,145,23,122,47,7,40,39,14,25,478,96,382,260,57,203,86,26,60,43,4,39,56,4,52,33,5,28
95PP17,1863,275,1588,1137,169,968,204,30,174,618,87,531,29,8,21,104,23,81,127,13,114,55,8,47,726,106,620,230,45,185,103,21,82,123,13,110,174,10,164,96,17,79
95PP18,2286,382,1904,1614,286,1328,283,61,222,836,149,687,55,11,44,291,43,248,92,10,82,57,12,45,672,96,576,239,39,200,160,33,127,105,9,96,106,6,100,62,9,53
95PP19,1792,260,1532,1093,208,885,230,47,183,513,89,424,39,13,26,161,38,123,107,9,98,43,12,31,699,52,647,200,16,184,124,12,112,117,13,104,162,6,156,96,5,91
95PP20,2346,422,1924,1573,292,1281,304,55,249,890,146,744,52,13,39,153,46,107,115,17,98,59,15,44,773,130,643,330,78,252,114,15,99,105,15,90,146,14,132,78,8,70
95PP21,1583,251,1332,1071,197,874,191,41,150,510,106,404,53,10,43,186,28,158,94,6,88,37,6,31,512,54,458,176,16,160,93,21,72,107,11,96,82,4,78,54,2,52
95PP22,1793,360,1433,1186,255,931,273,58,215,638,131,507,32,9,23,123,29,94,79,11,68,41,17,24,607,105,502,282,61,221,91,13,78,74,7,67,99,9,90,61,15,46
95PP23,1874,341,1533,1276,257,1019,227,53,174,607,122,485,57,6,51,254,50,204,82,11,71,49,15,34,598,84,514,233,26,207,103,26,77,80,12,68,115,6,109,67,14,53
95QQ01,1093,110,983,623,66,557,129,12,117,355,37,318,16,3,13,35,7,28,69,5,64,19,2,17,470,44,426,232,30,202,46,6,40,50,1,49,108,7,101,34,0,34
95QQ02,1938,312,1626,1406,225,1181,269,52,217,782,114,668,53,10,43,176,23,153,53,7,46,73,19,54,532,87,445,290,46,244,88,21,67,54,10,44,74,5,69,26,5,21
95QQ03,788,63,725,466,40,426,125,14,111,262,21,241,6,0,6,14,1,13,53,4,49,6,0,6,322,23,299,133,8,125,31,1,30,41,4,37,72,5,67,45,5,40
95QQ04,1208,174,1034,786,127,659,186,37,149,434,56,378,15,3,12,38,11,27,84,9,75,29,11,18,422,47,375,176,21,155,61,7,54,63,7,56,91,9,82,31,3,28
95QQ05,2128,411,1717,1469,278,1191,270,55,215,861,150,711,60,20,40,140,22,118,64,16,48,74,15,59,659,133,526,386,89,297,91,15,76,63,14,49,75,7,68,44,8,36
95QQ06,1467,205,1262,929,146,783,180,34,146,475,73,402,32,2,30,130,23,107,74,6,68,38,8,30,538,59,479,223,28,195,84,13,71,77,10,67,114,7,107,40,1,39
95QQ07,1362,189,1173,831,121,710,177,29,148,441,54,387,22,1,21,69,16,53,79,8,71,43,13,30,531,68,463,264,43,221,52,11,41,43,3,40,129,8,121,43,3,40
95QQ08,1070,92,978,611,61,550,143,15,128,361,33,328,7,0,7,23,1,22,52,4,48,25,8,17,459,31,428,222,15,207,52,8,44,45,2,43,117,4,113,23,2,21
95QQ09,1363,207,1156,819,113,706,160,25,135,476,54,422,26,6,20,66,9,57,53,8,45,38,11,27,544,94,450,317,63,254,65,12,53,36,3,33,95,11,84,31,5,26
95QQ10,1326,232,1094,939,177,762,181,38,143,468,92,376,24,4,20,190,30,160,41,7,34,35,6,29,387,55,332,181,35,146,70,12,58,55,3,52,58,2,56,23,3,20
95QQ11,1481,241,1240,1055,176,879,209,46,163,564,76,488,37,10,27,157,23,134,45,9,36,43,12,31,426,65,361,216,22,194,73,22,51,43,15,28,64,4,60,30,2,28
95QQ12,1321,209,1112,877,142,735,163,26,137,511,81,430,18,6,12,70,8,62,74,9,65,41,12,29,444,67,377,223,44,179,56,10,46,39,6,33,100,4,96,26,3,23
95QQ13,1949,366,1583,1346,256,1090,238,54,184,751,134,617,57,14,43,181,26,155,66,15,51,53,13,40,603,110,493,330,70,260,88,26,62,72,6,66,81,7,74,32,1,31
95QQ14,3892,567,3325,3044,452,2592,541,87,454,1856,248,1608,100,22,78,305,42,263,123,19,104,119,34,85,848,115,733,345,44,301,174,38,136,125,19,106,144,10,134,60,4,56
95QQ15,1179,124,1055,761,86,675,163,12,151,447,48,399,19,2,17,45,7,38,57,8,49,30,9,21,418,38,380,213,18,195,42,4,38,43,5,38,74,3,71,46,8,38
95RR01,3078,432,2646,2153,313,1840,421,61,360,1145,163,982,55,13,42,251,33,218,182,22,160,99,21,78,925,119,806,289,39,250,224,52,172,153,13,140,183,5,178,76,10,66
95RR02,1321,175,1146,810,121,689,149,18,131,387,48,339,25,7,18,106,19,87,97,15,82,46,14,32,511,54,457,199,29,170,85,10,75,62,5,57,112,7,105,53,3,50
95RR03,1089,82,1007,539,47,492,134,14,120,227,18,209,9,1,8,33,3,30,115,10,105,21,1,20,550,35,515,120,11,109,90,13,77,73,5,68,168,2,166,99,4,95
95RR04,1467,219,1248,839,151,688,156,29,127,370,72,298,18,3,15,132,16,116,130,16,114,33,15,18,628,68,560,161,19,142,142,26,116,106,9,97,138,6,132,81,8,73
95RR05,1830,225,1605,1072,144,928,229,30,199,554,70,484,31,10,21,72,3,69,131,14,117,55,17,38,758,81,677,239,27,212,139,30,109,115,8,107,184,5,179,81,11,70
95RR06,1603,202,1401,997,143,854,177,32,145,420,65,355,29,3,26,207,18,189,121,12,109,43,13,30,606,59,547,166,10,156,127,28,99,99,8,91,131,6,125,83,7,76
95RR07,1828,219,1609,1181,156,1025,234,33,201,584,75,509,49,7,42,168,22,146,104,9,95,42,10,32,647,63,584,241,18,223,147,25,122,78,8,70,122,8,114,59,4,55
95RR08,1545,218,1327,1010,165,845,185,30,155,478,76,402,41,9,32,186,28,158,83,10,73,37,12,25,535,53,482,179,13,166,95,18,77,78,12,66,121,6,115,62,4,58
95RR09,2708,323,2385,1871,247,1624,303,46,257,1056,124,932,38,9,29,188,29,159,200,18,182,86,21,65,837,76,761,222,15,207,162,37,125,138,7,131,221,10,211,94,7,87
95RR10,982,76,906,487,49,438,105,14,91,211,20,191,8,3,5,23,3,20,123,5,118,17,4,13,495,27,468,154,7,147,65,7,58,67,5,62,133,8,125,76,0,76
95RR11,1823,234,1589,904,145,759,178,31,147,450,58,392,42,8,34,141,30,111,67,9,58,26,9,17,919,89,830,209,25,184,91,14,77,53,4,49,170,5,165,396,41,355
95RR12,1151,192,959,646,113,533,133,30,103,351,50,301,21,3,18,56,8,48,64,18,46,21,4,17,505,79,426,254,44,210,74,18,56,48,8,40,92,2,90,37,7,30
95RR13,1042,133,909,555,77,478,117,21,96,282,30,252,16,3,13,40,8,32,89,14,75,11,1,10,487,56,431,201,31,170,59,11,48,38,3,35,145,6,139,44,5,39
95RR14,1427,220,1207,890,152,738,156,36,120,426,71,355,24,4,20,161,22,139,85,6,79,38,13,25,537,68,469,170,21,149,110,31,79,89,9,80,103,3,100,65,4,61
95RR15,1716,319,1397,1113,237,876,214,58,156,490,109,381,30,3,27,232,42,190,107,14,93,40,11,29,603,82,521,144,24,120,156,36,120,129,14,115,110,3,107,64,5,59
95SS01,3821,702,3119,2621,496,2125,470,89,381,1516,248,1268,108,28,80,351,76,275,79,17,62,97,38,59,1200,206,994,413,61,352,182,55,127,123,22,101,166,9,157,316,59,257
95SS02,3066,626,2440,2134,423,1711,462,89,373,1224,230,994,68,20,48,166,33,133,77,13,64,137,38,99,932,203,729,502,115,387,196,58,138,103,13,90,91,10,81,40,7,33
95SS03,2505,625,1880,1743,453,1290,343,101,242,799,189,610,86,30,56,376,79,297,43,11,32,96,43,53,762,172,590,451,95,356,148,51,97,71,16,55,62,4,58,30,6,24
95SS04,5541,799,4742,4173,632,3541,819,113,706,2572,382,2190,95,23,72,294,41,253,197,34,163,196,39,157,1368,167,1201,473,55,418,276,53,223,181,29,152,352,23,329,86,7,79
95SS05,2538,455,2083,1803,324,1479,341,61,280,1075,178,897,56,17,39,157,31,126,103,8,95,71,29,42,735,131,604,402,77,325,102,25,77,75,13,62,100,5,95,56,11,45
95SS06,3942,334,3608,1960,219,1741,531,49,482,727,92,635,48,2,46,107,19,88,364,32,332,183,25,158,1982,115,1867,199,12,187,435,47,388,436,22,414,676,19,657,236,15,221
95SS07,6303,827,5476,4571,634,3937,1037,130,907,2545,369,2176,152,21,131,294,39,255,298,24,274,245,51,194,1732,193,1539,469,64,405,400,73,327,297,16,281,423,24,399,143,16,127
95SS08,3363,677,2686,2389,490,1899,466,93,373,1281,265,1016,91,19,72,359,74,285,101,14,87,91,25,66,974,187,787,462,82,380,208,59,149,130,31,99,110,4,106,64,11,53
95SS09,2454,579,1875,1744,402,1342,307,88,219,914,203,711,90,27,63,312,57,255,54,7,47,67,20,47,710,177,533,384,97,287,152,47,105,93,20,73,48,6,42,33,7,26
95SS10,3257,623,2634,2402,466,1936,431,67,364,1423,269,1154,66,14,52,178,49,129,122,20,102,182,47,135,855,157,698,327,68,259,266,67,199,96,11,85,123,4,119,43,7,36
95SS11,3978,697,3281,3035,552,2483,578,101,477,1657,286,1371,98,22,76,371,81,290,142,16,126,189,46,143,943,145,798,379,57,322,211,54,157,131,17,114,155,12,143,67,5,62
95SS12,2225,399,1826,1489,255,1234,308,60,248,872,127,745,43,12,31,113,22,91,80,15,65,73,19,54,736,144,592,414,84,330,140,33,107,81,17,64,71,7,64,30,3,27
95SS13,2158,219,1939,1454,165,1289,290,27,263,885,102,783,28,4,24,70,10,60,129,11,118,52,11,41,704,54,650,270,17,253,106,20,86,92,4,88,162,8,154,74,5,69
95SS14,2118,283,1835,1337,205,1132,287,45,242,769,112,657,34,9,25,106,15,91,94,9,85,47,15,32,781,78,703,357,38,319,109,16,93,98,10,88,155,12,143,62,2,60
95SS15,2725,601,2124,1852,366,1486,345,67,278,974,186,788,98,24,74,287,53,234,74,18,56,74,18,56,873,235,638,504,148,356,164,54,110,92,24,68,74,2,72,39,7,32
95SS16,2397,301,2096,1411,219,1192,304,38,266,730,123,607,27,7,20,79,15,64,154,10,144,117,26,91,986,82,904,291,39,252,182,24,158,113,5,108,321,7,314,79,7,72
95SS17,3189,326,2863,2202,221,1981,438,43,395,1366,137,1229,46,5,41,158,9,149,115,9,106,79,18,61,987,105,882,433,41,392,143,25,118,132,16,116,205,13,192,74,10,64
95SS18,2062,260,1802,1319,184,1135,283,45,238,774,98,676,29,7,22,66,11,55,105,14,91,62,9,53,743,76,667,305,37,268,99,12,87,96,4,92,182,14,168,61,9,52
95SS19,2025,256,1769,1450,199,1251,288,46,242,853,108,745,40,7,33,102,15,87,114,11,103,53,12,41,575,57,518,250,23,227,95,20,75,84,6,78,107,7,100,39,1,38
95SS20,1978,348,1630,1240,205,1035,289,48,241,720,117,603,45,6,39,88,12,76,40,5,35,58,17,41,738,143,595,492,94,398,94,23,71,56,11,45,61,8,53,35,7,28
95SS21,3417,601,2816,2614,465,2149,480,85,395,1511,261,1250,97,21,76,328,55,273,76,10,66,122,33,89,803,136,667,385,67,318,142,40,102,110,21,89,118,5,113,48,3,45
95SS22,2331,445,1886,1589,291,1298,326,64,262,982,176,806,25,7,18,102,13,89,73,12,61,81,19,62,742,154,588,388,88,300,114,33,81,122,27,95,71,0,71,47,6,41
95SS23,2818,511,2307,2011,377,1634,344,68,276,1192,217,975,64,15,49,239,39,200,99,19,80,73,19,54,807,134,673,437,67,370,124,34,90,94,19,75,107,7,100,45,7,38
95SS24,3633,690,2943,2702,514,2188,509,108,401,1624,291,1333,74,16,58,288,52,236,100,18,82,107,29,78,931,176,755,460,82,378,175,56,119,129,22,107,106,5,101,61,11,50
95SS25,1773,131,1642,1050,99,951,269,24,245,528,48,480,29,1,28,31,5,26,142,10,132,51,11,40,723,32,691,234,5,229,107,13,94,130,6,124,195,5,190,57,3,54
95SS26,2720,251,2469,1654,175,1479,463,43,420,741,73,668,52,3,49,69,6,63,201,21,180,128,29,99,1066,76,990,269,27,242,191,23,168,186,8,178,327,13,314,93,5,88
95SS27,1851,286,1565,1199,192,1007,266,40,226,695,93,602,31,7,24,53,11,42,84,14,70,70,27,43,652,94,558,298,31,267,119,44,75,70,8,62,125,8,117,40,3,37
95SS28,1827,189,1638,1185,147,1038,274,34,240,700,82,618,26,6,20,51,4,47,72,5,67,62,16,46,642,42,600,257,13,244,76,10,66,88,3,85,154,11,143,67,5,62
