GeographyCode,QS104NI0001,QS104NI0002,QS104NI0003,QS104NI0004,QS104NI0005,QS104NI0006,QS104NI0007,QS104NI0008,QS104NI0009,QS104NI0010,QS104NI0011,QS104NI0012,QS104NI0013,QS104NI0014,QS104NI0015,QS104NI0016,QS104NI0017,QS104NI0018,QS104NI0019,QS104NI0020
N00002285,420,26,16,42,47,41,24,28,20,40,39,24,17,11,11,17,8,7,2,0
N00002286,359,10,17,23,28,27,27,26,16,19,26,22,44,30,15,23,5,1,0,0
N00002287,308,13,13,16,24,23,12,18,11,21,25,21,19,12,25,28,11,11,5,0
N00002288,294,14,26,20,23,20,22,10,11,19,20,15,30,14,17,18,8,5,2,0
N00002289,242,17,7,20,15,21,14,18,14,16,17,11,14,10,14,19,5,8,1,1
N00002290,456,15,13,17,23,32,21,8,21,15,40,34,26,44,33,34,31,23,15,11
N00002291,442,28,23,22,23,25,39,33,27,30,39,28,20,32,30,18,8,7,7,3
N00002292,309,17,22,35,22,6,10,21,15,32,22,18,15,19,13,13,10,13,6,0
N00002293,231,10,13,10,10,7,12,14,17,16,16,13,26,16,15,17,14,4,1,0
N00002294,292,20,11,13,13,19,17,12,15,8,19,21,28,34,17,22,10,5,4,4
N00002295,334,23,14,18,22,26,37,22,19,21,21,29,22,21,12,8,8,8,0,3
N00002296,407,30,13,21,20,28,23,19,29,30,26,22,27,25,20,14,10,16,22,12
N00002297,335,11,15,28,15,21,19,11,14,18,28,31,22,30,24,13,19,9,3,4
N00002298,277,15,13,12,16,14,16,11,17,13,14,16,23,20,28,13,15,11,8,2
N00002299,372,26,24,30,15,21,21,27,26,33,28,18,17,15,25,17,12,11,5,1
N00002300,813,79,41,52,46,52,95,86,54,62,54,38,37,35,38,20,14,5,2,3
N00002301,671,54,51,50,46,34,39,52,40,53,44,42,27,39,34,29,18,9,8,2
N00002302,658,48,42,59,49,41,35,40,38,46,58,50,41,29,32,24,15,6,3,2
N00002303,447,36,30,36,36,28,37,37,44,42,37,17,24,12,10,7,9,4,1,0
N00002304,218,25,12,14,12,16,25,17,11,13,14,10,10,13,12,10,3,0,1,0
N00002305,790,85,39,41,48,50,101,111,69,50,47,40,39,29,21,13,6,1,0,0
N00002306,1483,176,108,67,75,120,158,172,155,101,75,69,48,37,28,25,23,20,14,12
N00002307,378,16,19,25,32,27,25,10,19,23,41,35,26,28,20,14,12,5,1,0
N00002308,329,14,16,18,34,22,16,13,23,22,31,31,24,21,17,7,10,5,5,0
N00002309,224,18,16,8,11,21,9,18,19,14,11,23,18,11,5,4,7,8,3,0
N00002310,218,9,14,12,13,14,8,19,17,18,11,8,12,11,8,14,10,11,8,1
N00002311,285,19,23,12,11,21,29,21,19,20,17,19,10,16,11,11,13,8,4,1
N00002312,309,24,25,14,17,16,22,19,22,26,24,13,12,15,12,26,11,7,4,0
N00002313,302,5,18,11,13,19,8,10,21,12,28,22,26,36,18,15,25,12,2,1
N00002314,274,20,6,6,14,17,16,20,11,20,11,15,16,24,15,26,15,14,6,2
N00002315,344,25,20,13,21,25,18,21,24,15,19,18,23,21,23,15,8,14,15,6
N00002316,254,14,10,13,10,10,19,20,20,6,17,18,16,19,21,17,12,5,4,3
N00002317,304,15,20,17,18,17,15,16,16,30,21,15,16,24,23,21,9,9,2,0
N00002318,383,22,10,16,20,22,31,15,22,21,28,20,17,19,28,23,26,16,20,7
N00002319,698,75,44,46,41,43,27,59,65,52,48,29,26,26,34,18,32,17,13,3
N00002320,299,18,17,14,18,19,33,11,13,22,26,19,17,12,15,12,8,11,7,7
N00002321,290,22,18,14,17,13,19,20,16,17,23,11,18,15,26,16,13,8,3,1
N00002322,302,17,6,10,16,24,23,16,25,9,19,19,19,29,26,21,11,6,5,1
N00002323,331,15,15,27,19,14,15,18,15,34,12,25,24,28,29,21,12,4,3,1
N00002324,291,26,16,16,20,14,19,27,24,16,15,22,16,19,8,9,10,6,6,2
N00002325,453,28,18,24,27,37,36,29,26,25,36,32,33,33,29,14,10,11,4,1
N00002326,307,12,14,29,23,14,13,21,14,11,30,24,22,16,16,17,17,8,5,1
N00002327,1297,120,100,76,82,66,60,96,141,127,91,81,53,56,50,40,26,21,8,3
N00002328,363,19,15,32,35,19,25,20,20,45,38,34,20,9,17,9,5,1,0,0
N00002329,316,25,23,23,17,8,13,18,18,35,21,17,16,12,23,13,15,12,4,3
N00002330,619,58,52,41,32,28,37,47,73,55,41,44,28,25,19,16,11,9,2,1
N00002331,606,52,40,47,68,45,31,17,43,56,51,47,22,28,19,13,11,9,7,0
N00002332,360,25,26,21,27,23,33,26,29,24,21,25,14,15,15,16,4,11,1,4
N00002333,395,29,28,25,28,21,25,21,37,31,36,20,19,27,16,9,11,9,2,1
N00002334,345,19,24,21,24,21,25,17,29,28,23,24,24,23,24,11,5,2,0,1
N00002335,540,45,35,26,35,28,29,33,35,56,56,33,25,24,36,16,11,10,5,2
N00002336,322,19,21,20,23,18,16,19,20,33,19,9,28,17,22,14,10,9,4,1
N00002337,355,16,20,26,36,34,27,17,25,36,25,19,18,16,22,12,5,1,0,0
N00002338,263,21,15,15,20,13,16,17,13,24,21,16,8,8,14,15,12,10,2,3
N00002339,296,19,15,16,24,17,23,19,14,20,22,27,21,21,12,10,7,4,3,2
N00002340,295,24,10,12,23,23,27,22,17,16,23,18,10,15,32,9,9,3,2,0
N00002341,236,19,17,13,11,13,22,11,14,25,14,13,11,14,14,8,9,1,4,3
N00002342,284,24,16,10,15,20,27,23,6,26,21,17,15,20,13,16,12,2,1,0
N00002343,350,39,24,38,31,17,28,33,32,44,25,14,10,11,0,3,1,0,0,0
N00002344,378,52,11,12,17,37,46,39,18,22,24,14,23,13,9,16,15,4,6,0
N00002345,300,30,12,8,8,22,31,26,17,20,14,10,10,13,14,19,16,17,8,5
N00002346,235,11,8,12,10,22,18,15,18,21,15,15,18,20,9,5,10,2,4,2
N00002347,678,56,42,42,38,40,52,49,44,46,28,44,41,52,23,21,19,22,13,6
N00002348,338,25,20,8,18,17,29,31,43,14,14,9,15,17,25,15,9,12,10,7
N00002349,250,18,12,19,12,15,12,16,18,24,13,16,15,10,14,11,13,1,9,2
N00002350,180,7,7,4,7,8,1,8,8,13,14,11,15,7,23,13,11,9,13,1
N00002351,1332,159,158,115,79,83,112,116,149,105,89,52,33,22,20,18,9,12,1,0
N00002352,292,13,6,17,11,15,24,13,5,11,15,17,15,24,29,21,16,18,15,7
N00002353,1824,218,150,124,114,128,220,180,150,121,99,74,55,52,48,39,30,15,4,3
N00002354,378,33,32,16,20,22,30,32,27,28,25,22,20,23,25,8,9,3,3,0
N00002355,278,21,11,16,28,33,26,18,8,24,26,13,10,19,17,5,3,0,0,0
N00002356,409,38,16,30,30,45,41,32,20,26,37,30,23,25,13,0,2,1,0,0
N00002357,348,24,20,20,32,35,22,25,22,36,31,13,12,10,11,10,16,6,1,2
N00002358,236,12,14,19,19,18,16,13,16,19,21,11,9,10,12,13,8,4,1,1
N00002359,255,17,11,11,14,27,12,18,12,20,25,18,6,11,22,18,7,4,2,0
N00002360,234,14,8,10,7,10,16,12,11,19,12,10,14,20,21,19,12,10,6,3
N00002361,295,31,33,15,14,18,27,22,17,13,16,17,12,14,12,14,9,4,5,2
N00002362,242,16,16,15,12,9,24,22,7,17,13,26,14,17,6,10,9,5,2,2
N00002363,231,18,13,7,15,20,22,13,12,13,18,12,10,9,15,8,10,8,8,0
N00002364,212,13,10,8,8,15,19,16,13,15,10,15,21,10,9,11,10,6,3,0
N00002365,287,30,17,13,21,18,28,21,17,26,26,9,6,22,13,11,3,4,2,0
N00002366,272,20,19,10,20,17,25,16,11,19,25,19,14,13,12,14,12,4,2,0
N00002367,384,19,19,26,15,24,27,31,21,26,26,17,29,23,24,24,8,14,10,1
N00002368,437,39,35,29,32,30,21,22,41,36,33,20,37,25,11,13,8,4,1,0
N00002369,740,79,49,30,40,59,91,94,55,32,44,45,38,27,20,13,8,10,4,2
N00002370,387,27,26,24,22,25,34,22,23,19,27,21,35,28,21,8,8,9,6,2
N00002371,463,32,35,43,33,33,20,31,32,25,44,21,22,31,19,12,15,9,2,4
N00002372,613,68,55,31,28,32,57,63,52,47,30,32,26,30,20,15,11,11,4,1
N00002373,436,37,37,23,16,30,35,31,22,23,25,23,22,22,27,15,13,15,14,6
N00002374,300,16,14,23,16,16,27,20,13,18,24,20,15,20,20,15,7,10,6,0
N00002375,393,33,23,23,28,24,32,32,25,17,24,25,26,31,17,10,11,7,2,3
N00002376,436,25,30,26,29,33,13,22,31,29,34,38,29,32,13,20,13,12,7,0
N00002377,433,47,33,28,24,21,40,46,33,36,29,21,18,12,15,7,8,7,7,1
N00002378,749,85,64,31,29,43,112,100,68,52,32,22,16,30,18,17,18,6,3,3
N00002379,667,59,48,47,37,52,53,57,48,44,39,51,28,24,23,23,10,9,8,7
N00002380,298,17,12,12,14,14,13,15,16,17,14,19,19,21,18,31,23,12,7,4
N00002381,386,25,22,22,23,24,19,21,27,22,26,31,23,32,20,18,9,14,6,2
N00002382,458,26,32,20,35,32,27,40,38,35,38,43,31,18,12,13,9,5,3,1
N00002383,454,22,28,47,37,25,15,10,32,46,50,33,27,17,38,14,8,0,2,3
N00002384,377,17,22,35,23,20,20,20,27,41,36,33,17,19,17,16,5,4,2,3
N00002385,278,18,18,14,20,16,20,17,11,26,29,20,18,17,12,7,8,3,2,2
N00002386,265,13,21,12,18,13,24,12,20,30,20,20,18,15,13,7,4,4,1,0
N00002387,451,20,12,12,20,27,39,42,39,30,32,34,40,31,22,18,17,13,2,1
N00002388,199,15,5,11,20,21,22,24,7,15,18,16,10,6,4,2,2,1,0,0
N00002389,311,13,14,11,23,31,35,23,16,28,19,15,21,15,22,12,10,1,1,1
N00002390,293,28,7,12,16,30,26,41,22,27,18,15,17,8,10,5,8,1,2,0
N00002391,402,10,18,39,34,24,18,11,16,24,38,32,33,32,32,19,13,7,1,1
N00002392,349,14,15,16,32,34,30,6,14,15,38,37,24,26,14,14,9,2,9,0
N00002393,653,53,50,71,64,52,19,40,42,57,56,62,25,17,19,10,6,6,3,1
N00002394,363,26,18,21,36,28,42,27,26,29,26,29,17,11,12,7,3,4,1,0
N00002395,412,32,37,41,35,34,26,26,27,52,34,25,23,6,8,1,0,4,1,0
N00002396,288,17,14,16,14,28,19,21,11,26,19,17,19,20,17,9,11,5,5,0
N00002397,333,29,21,18,25,34,30,19,12,26,28,19,15,18,15,13,10,1,0,0
N00002398,366,28,27,25,28,26,32,40,24,22,24,20,18,21,9,7,11,3,1,0
N00002399,266,13,24,21,19,25,21,11,26,20,21,16,19,8,9,7,2,2,2,0
N00002400,218,8,6,8,9,10,6,14,10,8,12,14,14,21,18,26,13,9,8,4
N00002401,1544,173,124,113,104,82,127,175,158,127,123,63,53,38,23,27,18,9,5,2
N00002402,233,7,10,8,12,14,10,9,10,15,11,20,25,17,21,12,15,11,5,1
N00002403,400,24,10,13,22,26,23,33,25,30,24,30,29,38,21,28,14,5,3,2
N00002404,882,66,52,65,62,63,70,58,58,93,78,65,41,40,28,19,12,7,5,0
N00002405,332,14,24,21,28,27,24,19,14,28,26,22,24,24,8,7,10,6,5,1
N00002406,304,9,6,13,19,23,28,11,9,13,16,28,33,35,30,18,4,6,2,1
N00002407,263,7,10,10,11,19,21,12,11,16,8,21,26,24,29,21,11,1,5,0
N00002408,388,13,17,15,16,22,21,7,17,22,24,30,25,35,35,24,13,22,15,15
N00002409,319,16,13,18,21,21,15,18,15,26,22,18,19,23,24,17,12,11,8,2
N00002410,285,14,3,12,19,21,20,23,17,17,19,18,16,26,23,16,6,5,8,2
N00002411,339,11,11,34,36,22,19,4,10,16,31,52,36,21,10,8,6,6,4,2
N00002412,388,10,25,48,47,22,19,6,18,35,64,32,22,9,13,6,4,5,0,3
N00002413,403,25,19,35,39,25,30,21,24,12,43,37,32,26,16,12,6,1,0,0
N00002414,279,7,9,15,22,14,26,10,6,11,17,36,29,34,17,10,10,2,2,2
N00002415,276,9,14,11,12,23,19,16,13,13,17,17,24,30,25,13,14,3,1,2
N00002416,515,57,42,42,27,27,23,31,47,58,45,22,21,19,15,16,7,8,6,2
N00002417,355,19,28,24,31,24,22,20,23,26,31,21,22,16,18,10,10,7,3,0
N00002418,570,37,55,65,53,29,39,27,40,57,43,31,27,14,19,14,7,11,1,1
N00002419,652,66,53,39,43,52,72,56,50,47,36,32,22,26,21,13,8,10,4,2
N00002420,507,45,46,31,26,33,34,33,41,47,32,27,24,24,22,16,15,7,4,0
N00002421,427,27,30,42,33,25,26,16,26,40,42,29,17,19,8,9,16,13,7,2
N00002422,482,25,31,32,37,29,37,29,23,33,47,31,31,30,25,15,8,11,5,3
N00002423,209,2,5,11,18,10,8,3,6,10,17,25,9,10,21,21,16,10,7,0
N00002424,328,18,11,19,19,32,32,10,14,24,21,18,23,26,16,10,18,13,4,0
N00002425,296,12,17,18,12,19,24,22,17,26,23,25,22,17,11,10,9,9,3,0
N00002426,338,14,14,20,24,24,22,19,13,16,23,42,37,17,17,11,13,5,4,3
N00002427,351,18,13,19,28,27,33,22,18,17,31,22,22,30,18,11,12,6,3,1
N00002428,325,18,26,19,26,19,25,13,16,16,20,31,22,29,13,15,10,4,0,3
N00002429,304,14,5,14,14,25,29,16,15,10,25,26,20,23,23,22,11,5,3,4
N00002430,318,25,28,14,34,22,19,15,16,23,30,25,20,19,11,6,7,2,2,0
N00002431,999,74,65,72,96,61,66,53,50,75,76,78,59,50,32,35,34,14,4,5
N00002432,258,15,10,13,15,26,19,9,12,19,26,13,21,13,12,15,7,7,5,1
N00002433,377,20,14,27,35,40,29,21,27,36,29,22,17,17,21,11,7,1,3,0
N00002434,266,31,24,34,20,20,18,20,24,10,12,16,12,7,7,5,4,1,1,0
N00002435,277,11,10,9,13,17,20,13,7,15,16,12,23,30,27,16,14,19,4,1
N00002436,417,32,26,34,42,26,33,33,31,39,17,18,14,20,26,14,5,3,2,2
N00002437,291,17,23,32,25,25,17,9,16,26,29,18,17,8,15,9,4,1,0,0
N00002438,354,16,27,17,27,21,29,17,27,23,27,21,14,34,23,17,13,0,1,0
N00002439,314,28,7,21,22,24,26,18,23,21,19,15,10,24,29,13,8,3,2,1
N00002440,306,22,22,19,18,26,31,24,19,15,22,15,10,25,28,7,3,0,0,0
N00002441,236,11,20,15,12,14,18,13,19,13,16,18,13,16,16,8,7,6,1,0
N00002442,337,25,25,29,26,19,23,25,13,19,26,17,8,23,15,8,12,7,10,7
N00002443,348,30,24,21,26,17,20,41,25,26,24,22,21,14,17,9,5,6,0,0
N00002444,812,56,33,54,56,52,59,48,42,56,59,56,63,40,33,41,27,25,8,4
N00002445,307,8,14,16,12,11,19,9,12,13,23,19,20,27,31,18,23,18,10,4
N00002446,254,17,12,15,5,22,28,20,14,17,14,21,14,15,13,8,6,9,4,0
N00002447,326,38,15,18,20,22,25,22,23,16,17,27,16,18,15,13,8,7,5,1
N00002448,326,26,15,24,27,30,16,14,13,22,23,24,14,22,8,16,7,18,4,3
N00002449,289,24,11,20,24,10,21,11,11,31,31,16,18,19,16,11,10,5,0,0
N00002450,287,15,17,14,17,13,19,12,14,26,24,18,14,17,14,17,20,5,8,3
N00002451,620,45,42,42,53,48,44,48,40,51,48,35,25,16,29,20,17,12,4,1
N00002452,307,11,23,19,25,23,19,15,12,26,22,25,19,15,20,15,9,3,6,0
N00002453,364,13,17,26,31,22,23,14,19,25,23,29,24,27,20,18,13,18,1,1
N00002454,354,4,4,15,18,16,10,16,12,17,15,28,15,35,28,42,31,30,12,6
N00002455,383,15,23,22,41,26,20,25,18,19,52,45,24,11,8,16,12,2,3,1
N00002456,381,13,21,26,30,24,15,10,26,25,33,31,36,33,20,19,11,5,1,2
N00002457,538,39,36,40,30,41,53,36,35,27,36,29,29,31,28,16,14,10,7,1
N00002458,299,19,10,19,17,19,18,19,18,20,22,17,14,39,15,9,11,8,4,1
N00002459,830,66,61,75,67,29,57,45,58,80,51,48,39,45,50,25,12,14,5,3
N00002460,459,34,43,54,30,31,21,33,44,50,27,27,24,13,12,7,7,1,1,0
N00002461,596,51,71,44,41,29,31,50,55,49,35,17,29,30,24,16,11,9,2,2
N00002462,536,46,41,42,43,18,31,31,34,52,47,27,27,37,22,16,9,5,5,3
N00002463,431,18,24,31,52,32,23,21,22,35,42,25,34,25,14,9,8,5,6,5
N00002464,411,15,30,33,29,25,21,19,22,41,44,22,27,15,18,20,14,8,6,2
N00002465,850,76,93,100,119,68,59,54,63,51,46,41,31,22,12,5,2,5,3,0
N00002466,302,27,15,23,36,26,26,17,15,8,19,29,19,16,11,10,3,1,0,1
N00002467,304,15,29,24,32,18,21,20,15,29,18,17,13,13,17,17,3,2,1,0
N00002468,280,16,9,12,22,37,26,18,23,18,18,20,23,26,11,1,0,0,0,0
N00002469,620,46,42,61,50,40,45,36,50,40,53,39,40,43,15,9,10,0,1,0
N00002470,394,27,22,36,30,36,27,17,20,32,26,26,26,15,22,9,9,7,6,1
N00002471,322,21,25,20,25,23,25,16,19,20,21,23,23,15,6,20,12,5,3,0
N00002472,478,42,53,44,37,33,39,29,32,36,27,26,28,11,16,7,9,7,2,0
N00002473,331,22,18,21,36,41,19,8,26,19,34,37,22,9,6,5,2,5,1,0
N00002474,373,35,26,33,33,39,41,16,15,16,28,27,15,10,8,9,17,3,2,0
N00002475,386,21,27,26,33,30,20,24,23,28,30,28,22,13,10,15,22,9,3,2
N00002476,387,17,23,34,27,29,24,20,25,39,32,25,10,11,8,25,21,11,5,1
N00002477,312,22,25,24,22,23,28,13,20,19,30,19,13,12,15,6,10,6,4,1
N00002478,570,62,62,70,55,47,52,45,32,41,35,21,19,12,11,1,2,1,1,1
N00002479,481,27,28,38,48,36,35,21,16,36,46,51,45,20,17,9,5,3,0,0
N00002480,659,38,40,60,60,33,35,23,49,60,60,41,40,43,29,25,8,12,2,1
N00002481,330,37,36,29,35,32,34,19,12,17,18,25,15,4,9,6,1,1,0,0
N00002482,314,30,31,34,21,20,41,18,15,22,30,19,17,7,4,3,1,1,0,0
N00002483,332,28,26,31,27,38,37,22,15,23,27,20,11,10,9,6,1,1,0,0
N00002484,322,32,19,30,33,30,35,21,17,16,36,14,9,12,10,5,2,1,0,0
N00002485,285,23,20,24,32,30,20,18,18,15,23,12,14,11,10,5,6,4,0,0
N00002486,446,39,40,46,53,33,34,28,28,22,43,14,19,16,19,8,3,1,0,0
N00002487,462,32,37,44,48,36,28,27,32,38,44,44,22,12,10,1,6,1,0,0
N00002488,1345,139,115,158,150,110,106,100,112,108,112,67,38,15,8,2,2,3,0,0
N00002489,818,32,52,79,67,52,58,39,36,71,70,61,67,50,30,26,26,2,0,0
N00002490,387,26,28,33,32,19,14,20,29,31,35,32,21,19,20,7,9,8,3,1
N00002491,339,33,15,29,38,35,21,17,19,22,17,26,16,15,15,11,6,2,1,1
N00002492,309,31,30,33,34,24,22,16,20,27,11,23,13,18,1,2,3,1,0,0
N00002493,319,27,19,22,15,28,28,22,16,13,21,20,25,32,18,5,6,2,0,0
N00002494,269,19,18,24,40,20,19,23,17,13,12,12,23,14,4,5,2,3,1,0
N00002495,594,45,48,63,45,53,49,49,57,42,38,30,26,17,14,5,8,3,2,0
N00002496,360,21,38,22,31,27,36,31,21,20,19,18,23,28,12,9,3,1,0,0
N00002497,615,73,64,58,70,48,50,34,37,34,34,32,26,14,18,15,5,1,2,0
N00002498,1256,122,130,147,118,84,75,84,98,100,74,64,41,38,23,38,14,5,0,1
N00002499,694,42,43,95,62,27,15,20,37,93,68,17,22,39,56,38,17,3,0,0
N00002500,603,49,64,84,59,29,29,45,64,62,62,18,10,5,6,6,7,3,1,0
N00002501,1778,189,197,183,171,86,70,109,183,200,132,104,53,41,25,13,14,5,3,0
N00002502,531,31,56,52,30,25,37,23,39,50,44,47,25,26,20,13,8,4,1,0
N00002503,294,6,8,15,14,10,11,10,7,13,20,11,33,21,16,21,17,30,22,9
N00002504,285,15,18,19,7,14,11,10,13,16,20,5,8,14,21,22,22,27,15,8
N00002505,254,19,7,9,15,19,21,25,25,21,18,14,16,5,13,9,11,2,4,1
N00002506,287,17,19,12,23,16,28,29,31,16,15,14,14,13,21,4,7,4,1,3
N00002507,304,26,22,27,29,28,21,18,24,20,18,13,16,13,10,4,7,4,3,1
N00002508,181,8,4,7,10,13,24,12,20,11,20,8,15,7,8,4,1,3,4,2
N00002509,243,6,8,14,5,18,22,14,20,13,13,9,11,9,18,20,17,15,6,5
N00002510,555,58,43,35,24,29,33,58,60,40,28,18,9,17,13,22,18,22,12,16
N00002511,166,15,7,5,15,12,23,5,13,14,7,9,16,7,5,5,3,1,3,1
N00002512,694,39,40,27,37,36,39,27,45,53,55,51,55,64,52,28,17,16,12,1
N00002513,321,13,21,14,33,15,15,7,18,22,35,26,31,15,22,15,13,4,2,0
N00002514,423,19,36,33,50,20,12,17,23,38,63,32,21,10,15,10,3,10,6,5
N00002515,315,12,22,12,16,6,16,5,20,17,22,20,29,27,24,14,9,17,17,10
N00002516,371,14,23,25,38,24,14,8,18,26,35,49,30,21,18,9,6,6,7,0
N00002517,346,27,29,29,20,13,9,24,25,41,17,20,20,22,15,12,5,14,1,3
N00002518,715,73,54,61,64,46,52,69,74,40,51,29,25,22,22,14,9,8,1,1
N00002519,336,22,25,35,31,15,23,14,32,37,34,18,19,10,6,4,5,2,3,1
N00002520,880,86,82,94,84,37,31,40,72,112,93,41,36,25,19,14,6,4,3,1
N00002521,1352,170,102,112,86,94,129,148,124,131,81,42,31,31,27,22,12,5,3,2
N00002522,299,22,24,21,33,19,25,13,22,27,25,21,11,9,12,6,7,2,0,0
N00002523,340,24,21,25,27,20,20,22,17,24,21,14,16,16,32,23,10,5,1,2
N00002524,416,28,33,35,44,26,40,47,26,40,30,26,10,9,7,8,2,2,2,1
N00002525,1801,179,134,134,140,102,128,159,170,150,136,95,78,72,51,35,21,12,5,0
N00002526,1103,107,84,80,63,50,57,97,96,90,92,48,64,66,34,24,27,14,7,3
N00002527,434,33,39,26,32,18,20,17,20,33,36,24,31,43,31,8,9,10,2,2
N00002528,300,14,15,26,38,20,23,14,18,28,39,20,27,7,5,3,1,2,0,0
N00002529,416,10,27,33,34,35,36,20,15,24,39,36,29,31,23,12,8,3,1,0
N00002530,400,28,45,30,42,28,25,22,24,49,24,37,16,17,4,3,4,2,0,0
N00002531,487,20,18,40,49,44,31,27,14,42,61,64,33,22,10,4,5,1,1,1
N00002532,359,12,15,32,33,23,25,21,16,30,32,30,24,13,21,19,5,6,2,0
N00002533,910,73,55,61,44,57,78,69,54,69,43,69,59,40,38,35,26,23,13,4
N00002534,433,25,24,24,28,33,38,27,18,31,27,28,33,33,22,16,12,4,8,2
N00002535,444,14,11,18,44,47,31,26,14,13,39,47,48,46,21,15,5,3,1,1
N00002536,607,59,49,42,35,31,59,63,37,43,33,40,33,28,22,18,12,1,2,0
N00002537,1634,90,127,131,128,110,98,104,136,152,125,85,79,83,61,53,41,21,8,2
N00002538,705,61,40,57,56,35,44,61,70,64,50,40,35,38,19,15,7,7,5,1
N00002539,265,12,14,18,19,15,21,23,17,10,15,24,14,24,15,7,11,4,2,0
N00002540,1969,186,183,174,158,119,104,172,203,198,162,100,58,55,33,40,15,7,2,0
N00002541,1232,50,45,55,67,73,87,70,83,70,92,82,110,128,87,59,33,22,7,12
N00002542,326,18,21,16,22,31,25,17,11,20,33,21,31,21,10,12,7,8,2,0
N00002543,265,24,11,15,15,21,23,29,29,18,23,9,14,13,10,4,2,2,1,2
N00002544,645,58,39,39,34,35,64,60,55,75,43,32,38,25,20,17,7,3,1,0
N00002545,321,44,27,16,25,17,34,35,31,26,21,8,14,10,5,4,3,0,0,1
N00002546,255,14,11,25,20,23,21,23,21,26,22,14,13,8,6,6,1,1,0,0
N00002547,1040,63,66,71,67,38,59,60,73,77,73,57,63,64,57,52,40,43,15,2
N00002548,574,27,28,28,29,34,31,36,34,42,50,36,36,33,36,37,24,18,9,6
N00002549,238,13,16,10,9,6,10,9,14,17,12,15,19,13,23,17,16,10,8,1
N00002550,269,13,9,12,15,14,18,18,18,20,18,21,10,22,21,17,13,6,2,2
N00002551,346,22,20,22,21,22,19,30,17,26,22,12,22,12,19,16,18,12,11,3
N00002552,279,25,14,14,12,20,29,24,29,20,24,18,14,7,5,8,8,5,2,1
N00002553,248,9,10,10,12,13,16,14,16,10,18,14,14,11,18,20,14,20,7,2
N00002554,372,25,18,23,35,33,27,21,23,35,31,30,7,26,14,13,7,1,2,1
N00002555,355,14,14,31,37,24,20,19,17,42,31,40,15,17,13,10,6,4,0,1
N00002556,320,28,18,28,22,23,35,26,33,10,16,19,16,19,17,4,4,2,0,0
N00002557,346,30,21,10,24,29,31,30,20,27,22,30,13,13,26,9,6,5,0,0
N00002558,307,24,20,18,16,22,25,19,25,18,27,25,15,20,7,11,5,3,7,0
N00002559,316,30,26,27,16,18,20,21,10,27,23,14,15,11,11,8,9,7,11,12
N00002560,471,24,31,29,52,32,17,16,22,41,56,41,32,44,15,10,5,1,1,2
N00002561,314,14,10,14,21,15,15,20,21,13,29,25,20,25,30,10,15,12,3,2
N00002562,347,24,12,23,28,19,25,19,12,34,33,24,29,13,8,14,14,10,2,4
N00002563,364,19,18,26,34,31,20,14,26,36,27,17,28,20,12,13,9,7,6,1
N00002564,266,19,13,7,15,22,13,21,14,18,13,12,17,31,21,13,10,2,3,2
N00002565,288,16,11,16,26,20,21,16,18,11,22,18,22,18,17,18,9,4,4,1
N00002566,303,12,10,15,17,11,21,21,17,12,15,16,22,24,35,31,15,4,5,0
N00002567,339,25,18,29,36,14,24,20,22,28,28,20,15,17,15,15,4,7,0,2
N00002568,309,16,14,15,23,23,15,16,23,20,24,18,15,14,16,26,20,7,3,1
N00002569,306,13,6,14,18,16,23,6,12,8,21,23,28,30,27,22,24,11,2,2
N00002570,263,11,14,7,16,16,15,5,8,15,19,8,17,16,21,21,20,17,10,7
N00002571,338,8,8,7,25,32,28,13,10,13,24,34,39,40,22,18,13,3,1,0
N00002572,346,20,14,15,16,21,21,22,20,22,15,31,17,31,29,19,14,11,5,3
N00002573,294,23,14,7,12,19,22,21,19,27,24,14,14,12,19,23,10,9,3,2
N00002574,298,10,17,15,20,15,28,32,21,22,21,18,17,23,12,11,7,8,1,0
N00002575,309,22,14,19,24,21,27,23,18,25,24,23,11,10,13,13,15,4,3,0
N00002576,785,33,29,37,50,73,95,61,51,50,75,48,63,44,29,12,16,11,5,3
N00002577,536,25,15,21,41,61,83,30,26,30,35,34,27,34,21,15,18,6,10,4
N00002578,299,16,10,23,26,23,41,24,23,28,21,21,12,8,10,7,3,2,1,0
N00002579,402,26,23,41,49,36,16,18,25,36,41,11,16,12,14,16,15,6,1,0
N00002580,306,16,19,18,19,23,20,17,10,21,20,18,15,34,18,15,13,8,0,2
N00002581,330,7,11,18,26,17,22,9,14,25,26,22,24,33,28,20,17,5,4,2
N00002582,1465,113,109,130,145,120,106,81,99,110,92,80,38,59,84,46,35,14,3,1
N00002583,327,43,25,36,24,28,40,20,21,14,18,18,22,11,5,1,0,1,0,0
N00002584,350,24,29,35,44,32,25,22,30,11,31,23,20,9,10,4,1,0,0,0
N00002585,262,23,16,19,19,23,22,24,11,15,17,11,22,13,10,5,8,3,1,0
N00002586,350,28,28,34,27,21,35,26,29,19,23,16,21,19,8,12,3,1,0,0
N00002587,836,87,94,87,62,69,86,56,53,46,41,28,40,40,24,11,6,3,3,0
N00002588,305,45,26,24,18,28,41,20,21,10,11,18,15,16,5,5,1,0,1,0
N00002589,317,25,27,27,25,26,32,25,22,24,15,12,17,18,12,7,2,0,1,0
N00002590,1559,162,148,161,178,111,127,117,123,118,92,73,51,33,28,23,10,4,0,0
N00002591,1265,124,131,144,117,98,107,79,68,113,106,71,32,30,22,9,9,3,1,1
