GeographyCode,QS606NI0001,QS606NI0002,QS606NI0003,QS606NI0004,QS606NI0005,QS606NI0006,QS606NI0007,QS606NI0008,QS606NI0009,QS606NI0010,QS606NI0011,QS606NI0012,QS606NI0013,QS606NI0014,QS606NI0015,QS606NI0016,QS606NI0017,QS606NI0018,QS606NI0019,QS606NI0020,QS606NI0021,QS606NI0022,QS606NI0023,QS606NI0024,QS606NI0025,QS606NI0026,QS606NI0027,QS606NI0028,QS606NI0029,QS606NI0030,QS606NI0031,QS606NI0032,QS606NI0033,QS606NI0034,QS606NI0035,QS606NI0036,QS606NI0037,QS606NI0038,QS606NI0039,QS606NI0040,QS606NI0041,QS606NI0042,QS606NI0043,QS606NI0044,QS606NI0045,QS606NI0046,QS606NI0047,QS606NI0048,QS606NI0049,QS606NI0050,QS606NI0051
N00003224,216,7,2,5,4,1,0,0,33,15,13,0,2,0,8,10,37,30,5,1,1,15,3,3,0,12,11,1,21,12,9,6,3,38,14,16,1,4,0,3,0,36,6,4,8,18,0,13,10,3,16
N00003225,231,21,6,15,11,2,2,0,63,48,46,1,0,1,8,7,39,30,7,2,0,25,11,11,0,14,14,0,11,7,4,3,1,27,10,12,0,1,0,2,2,21,2,7,8,4,0,7,3,4,17
N00003226,198,23,5,18,10,2,6,0,51,33,31,0,2,0,8,10,36,28,6,2,0,18,11,11,0,7,7,0,8,7,1,1,0,14,4,6,0,1,0,1,2,19,1,4,6,8,0,11,4,7,18
N00003227,160,14,1,13,7,4,2,0,34,22,19,1,2,0,8,4,22,14,7,1,0,10,4,4,0,6,6,0,10,4,6,5,1,21,8,5,0,4,0,2,2,27,2,3,9,12,1,14,10,4,8
N00003228,235,10,2,8,5,2,1,0,29,23,22,1,0,0,5,1,36,22,10,3,1,21,6,6,0,15,15,0,18,14,4,4,0,37,11,14,1,7,2,2,0,45,5,5,16,18,1,26,13,13,13
N00003229,169,6,3,3,2,1,0,0,18,10,8,0,2,0,5,3,15,12,1,1,1,9,3,3,0,6,5,1,8,5,3,2,1,30,7,16,1,0,2,1,3,38,8,7,5,18,0,37,35,2,8
N00003230,169,4,0,4,3,0,1,0,16,7,6,0,1,0,7,2,15,11,3,0,1,8,3,3,0,5,4,1,22,12,10,8,2,29,11,15,0,1,1,1,0,32,6,3,7,15,1,35,24,11,8
N00003231,111,4,0,4,2,1,1,0,7,4,4,0,0,0,1,2,6,4,1,1,0,15,3,3,0,12,10,2,7,2,5,5,0,19,4,7,1,5,1,1,0,17,2,2,5,8,0,23,20,3,13
N00003232,355,23,6,17,8,6,3,0,53,31,30,0,1,0,7,15,51,37,10,2,2,48,13,10,3,35,20,15,25,14,11,11,0,47,17,23,0,4,2,0,1,46,6,4,21,15,0,28,21,7,34
N00003233,288,9,3,6,3,3,0,0,31,17,16,1,0,0,7,7,24,18,3,0,3,32,8,6,2,24,17,7,19,12,7,6,1,47,7,25,0,7,5,1,2,49,5,5,14,24,1,52,41,11,25
N00003234,410,13,3,10,5,5,0,0,50,35,31,3,1,0,9,6,38,30,8,0,0,74,18,14,4,56,38,18,28,12,16,15,1,55,10,28,1,6,3,4,3,74,7,18,23,26,0,36,28,8,42
N00003235,374,19,1,18,10,5,2,1,61,38,34,1,2,1,13,10,43,31,6,6,0,70,17,16,1,53,32,21,22,15,7,7,0,38,8,17,3,2,3,2,3,50,5,12,21,12,0,29,19,10,42
N00003236,312,19,5,14,10,4,0,0,37,29,23,5,1,0,4,4,33,20,9,3,1,34,5,5,0,29,28,1,15,10,5,4,1,42,16,16,2,5,0,1,2,51,7,13,13,18,0,43,27,16,38
N00003237,680,36,9,27,14,7,5,1,120,84,73,5,4,2,24,12,69,51,15,3,0,112,24,21,3,88,78,10,28,9,19,15,4,83,22,36,4,8,1,11,1,92,7,17,33,35,0,66,42,24,74
N00003238,418,29,3,26,19,7,0,0,67,55,46,6,3,0,8,4,34,26,6,2,0,90,14,11,3,76,51,25,14,6,8,7,1,50,9,19,2,10,3,4,3,69,9,11,24,25,0,13,9,4,52
N00003239,306,28,7,21,15,4,2,0,50,41,38,0,3,0,6,3,29,18,5,4,2,76,17,12,5,59,40,19,19,10,9,8,1,28,7,15,2,2,2,0,0,31,3,9,12,7,0,15,13,2,30
N00003240,672,60,6,54,26,17,10,1,104,52,33,9,8,2,32,20,46,31,9,0,6,89,42,42,0,47,40,7,80,37,43,41,2,74,11,20,13,25,3,2,0,109,3,9,61,36,0,77,68,9,33
N00003241,280,32,8,24,13,3,8,0,65,47,37,3,7,0,13,5,36,24,4,5,3,60,19,15,4,41,28,13,13,6,7,6,1,31,11,9,1,2,5,2,1,13,2,1,4,5,1,9,4,5,21
N00003242,254,31,6,25,15,8,2,0,57,35,25,2,8,0,15,7,36,28,6,2,0,43,17,17,0,26,20,6,14,5,9,7,2,25,14,4,0,3,0,3,1,27,1,5,12,9,0,6,5,1,15
N00003243,336,37,8,29,17,8,4,0,86,62,47,3,10,2,16,8,52,40,11,1,0,47,18,16,2,29,22,7,14,6,8,7,1,41,15,10,4,3,2,7,0,16,1,0,8,7,0,8,7,1,35
N00003244,250,31,8,23,17,4,2,0,53,35,27,3,3,2,13,5,34,23,6,4,1,36,9,8,1,27,19,8,15,6,9,8,1,33,9,13,1,6,0,3,1,16,3,0,4,9,0,9,7,2,23
N00003245,334,39,7,32,20,7,5,0,89,49,34,9,5,1,23,17,44,30,11,1,2,58,26,20,6,32,24,8,18,11,7,7,0,37,12,13,1,7,0,2,2,20,2,2,9,6,1,5,4,1,24
N00003246,588,57,12,45,31,11,3,0,148,90,76,7,5,2,41,17,81,63,11,2,5,45,19,18,1,26,24,2,35,20,15,12,3,82,24,31,5,14,1,7,0,51,8,8,21,14,0,46,42,4,43
N00003247,567,70,15,55,35,14,5,1,157,100,84,10,4,2,32,25,82,55,17,6,4,56,16,16,0,40,35,5,44,22,22,20,2,61,33,15,4,3,0,5,1,40,4,2,21,13,0,11,8,3,46
N00003248,252,15,6,9,4,4,1,0,54,32,28,3,1,0,13,9,40,26,10,4,0,33,15,14,1,18,14,4,19,8,11,10,1,38,11,12,4,7,0,3,1,28,1,0,13,12,2,9,8,1,16
N00003249,288,26,4,22,18,2,2,0,59,33,24,7,1,1,13,13,56,38,12,5,1,19,3,3,0,16,14,2,27,7,20,19,1,41,17,10,2,1,2,8,1,30,7,1,15,7,0,8,2,6,22
N00003250,259,20,3,17,10,4,3,0,70,38,32,2,2,2,19,13,47,36,9,1,1,24,9,9,0,15,15,0,16,9,7,7,0,37,19,12,2,0,0,2,2,19,2,3,6,8,0,9,7,2,17
N00003251,208,17,3,14,10,2,2,0,48,30,30,0,0,0,8,10,34,25,4,4,1,17,2,2,0,15,15,0,12,6,6,6,0,31,15,8,2,4,0,2,0,18,3,0,11,4,0,7,4,3,24
N00003252,214,8,2,6,3,3,0,0,23,15,10,4,0,1,5,3,28,18,10,0,0,10,2,2,0,8,8,0,12,7,5,4,1,53,26,18,1,3,0,5,0,33,7,6,8,12,0,30,20,10,17
N00003253,213,9,2,7,4,2,1,0,40,25,20,3,2,0,8,7,35,25,9,1,0,20,6,6,0,14,12,2,19,11,8,7,1,47,18,16,2,4,0,6,1,22,2,1,7,12,0,10,8,2,11
N00003254,166,25,6,19,11,6,2,0,43,28,27,1,0,0,7,8,30,24,5,1,0,10,5,5,0,5,5,0,11,7,4,4,0,23,9,9,0,2,0,3,0,12,3,1,2,6,0,6,1,5,6
N00003255,217,15,1,14,8,5,1,0,46,33,29,1,3,0,5,8,33,24,6,3,0,17,2,2,0,15,14,1,18,6,12,10,2,35,14,10,4,2,0,4,1,13,4,1,3,5,0,15,12,3,25
N00003256,278,35,5,30,11,14,5,0,91,64,54,7,2,1,17,10,50,41,6,0,3,11,5,5,0,6,6,0,15,10,5,5,0,22,12,3,0,2,0,4,1,13,3,0,8,2,0,8,4,4,33
N00003257,262,38,11,27,18,5,3,1,92,61,48,7,6,0,23,8,42,34,6,2,0,13,8,8,0,5,5,0,10,7,3,3,0,22,14,4,0,2,0,2,0,9,2,1,4,2,0,4,1,3,32
N00003258,396,81,15,66,38,22,6,0,109,72,58,6,4,4,22,15,62,46,11,4,1,37,20,20,0,17,17,0,16,10,6,6,0,23,14,4,0,1,0,2,2,12,4,2,3,3,0,3,2,1,53
N00003259,252,32,7,25,19,2,3,1,62,32,25,4,2,1,16,14,45,34,7,2,2,14,5,5,0,9,9,0,12,5,7,7,0,37,18,9,1,3,0,5,1,18,4,2,3,9,0,4,3,1,28
N00003260,271,31,8,23,10,12,1,0,89,53,44,4,5,0,20,16,44,30,12,1,1,23,6,6,0,17,17,0,19,13,6,6,0,17,8,4,0,2,0,3,0,23,4,2,7,9,1,1,1,0,24
N00003261,330,60,14,46,26,14,6,0,89,51,47,3,1,0,23,15,49,33,10,4,2,15,5,4,1,10,10,0,15,5,10,10,0,28,17,9,0,0,0,2,0,11,3,2,4,2,0,5,2,3,58
N00003262,270,51,7,44,27,4,12,1,72,45,33,6,4,2,19,8,38,31,6,1,0,44,21,18,3,23,19,4,8,2,6,6,0,26,8,13,0,0,0,4,1,8,2,0,4,2,0,3,2,1,20
N00003263,297,38,4,34,24,3,5,2,77,45,39,1,1,4,22,10,42,32,6,2,2,49,23,20,3,26,15,11,10,4,6,6,0,24,10,7,1,3,1,2,0,23,3,0,8,8,4,6,3,3,28
N00003264,302,40,8,32,13,9,10,0,82,49,41,3,2,3,17,16,50,36,10,4,0,52,18,17,1,34,26,8,10,4,6,6,0,18,8,5,2,3,0,0,0,6,0,0,5,1,0,3,3,0,41
N00003265,285,42,5,37,16,11,10,0,58,37,34,3,0,0,15,6,41,33,7,1,0,63,18,16,2,45,27,18,13,5,8,7,1,23,8,9,1,1,1,2,1,17,3,0,9,5,0,5,2,3,23
N00003266,274,45,15,30,19,8,3,0,70,40,33,2,4,1,23,7,31,25,4,2,0,51,24,22,2,27,17,10,14,8,6,6,0,18,4,9,1,0,1,2,1,10,1,1,5,3,0,3,2,1,32
N00003267,295,31,4,27,17,2,6,2,90,58,45,3,5,5,22,10,38,32,5,1,0,46,19,19,0,27,21,6,13,10,3,3,0,30,13,11,0,0,1,4,1,20,3,0,9,7,1,1,1,0,26
N00003268,259,27,6,21,12,7,2,0,55,37,32,4,0,1,17,1,31,20,6,3,2,54,17,15,2,37,23,14,18,13,5,5,0,29,8,16,2,1,0,2,0,12,2,1,8,1,0,8,3,5,25
N00003269,267,34,3,31,17,4,9,1,63,42,36,2,3,1,15,6,31,24,4,0,3,46,15,12,3,31,25,6,15,9,6,5,1,33,12,12,0,6,0,2,1,18,1,3,7,7,0,7,7,0,20
N00003270,256,43,13,30,19,5,6,0,56,35,22,4,9,0,16,5,39,30,4,3,2,49,18,15,3,31,20,11,13,4,9,8,1,12,6,5,1,0,0,0,0,11,2,1,3,4,1,7,5,2,26
N00003271,407,12,2,10,10,0,0,0,38,22,20,2,0,0,10,6,49,30,13,4,2,21,5,5,0,16,16,0,38,25,13,12,1,90,36,36,7,7,0,4,0,74,9,9,20,36,0,41,27,14,44
N00003272,418,21,5,16,9,7,0,0,50,29,28,0,0,1,14,7,68,39,17,7,5,24,11,11,0,13,12,1,38,21,17,14,3,74,30,22,3,8,0,9,2,57,5,12,15,23,2,49,44,5,37
N00003273,566,71,13,58,37,17,4,0,146,98,80,15,2,1,31,17,96,75,12,5,4,47,11,11,0,36,36,0,38,19,19,15,4,74,21,27,2,7,0,11,6,34,5,4,15,10,0,13,6,7,47
N00003274,213,8,3,5,2,2,1,0,38,21,17,3,0,1,8,9,27,17,9,1,0,7,0,0,0,7,7,0,16,7,9,7,2,51,16,20,4,6,0,3,2,27,6,3,7,11,0,24,17,7,15
N00003275,157,2,2,0,0,0,0,0,19,11,11,0,0,0,6,2,15,10,3,2,0,6,3,3,0,3,3,0,9,5,4,4,0,51,16,24,5,3,0,2,1,29,4,5,6,14,0,17,7,10,9
N00003276,431,62,7,55,37,14,4,0,108,70,63,4,3,0,22,16,84,59,19,4,2,21,6,6,0,15,15,0,34,13,21,18,3,54,21,22,1,3,0,5,2,22,3,4,4,11,0,11,6,5,35
N00003277,354,35,4,31,16,12,3,0,83,54,48,2,4,0,14,15,64,46,11,5,2,24,6,6,0,18,17,1,23,13,10,10,0,53,17,20,3,4,1,7,1,35,1,6,12,15,1,3,1,2,34
N00003278,336,16,6,10,9,1,0,0,45,28,26,1,1,0,10,7,43,29,10,3,1,24,7,7,0,17,17,0,39,23,16,15,1,61,28,23,1,3,0,4,2,51,7,5,20,19,0,22,12,10,35
N00003279,172,4,2,2,1,1,0,0,20,12,9,3,0,0,5,3,15,9,4,2,0,10,6,6,0,4,4,0,19,10,9,9,0,51,27,20,0,3,0,1,0,30,3,2,15,10,0,11,7,4,12
N00003280,652,96,13,83,44,27,11,1,191,123,106,10,5,2,36,32,94,69,18,2,5,65,25,24,1,40,37,3,35,16,19,18,1,51,17,20,1,5,0,4,4,34,7,4,14,9,0,16,15,1,70
N00003281,260,8,2,6,3,3,0,0,39,19,15,2,2,0,14,6,34,27,5,1,1,50,11,10,1,39,36,3,25,14,11,10,1,32,15,11,2,3,0,1,0,38,4,4,13,16,1,12,6,6,22
N00003282,1575,128,24,104,65,35,4,0,342,225,185,26,10,4,75,42,303,221,55,16,11,115,39,39,0,76,74,2,125,66,59,57,2,244,92,83,15,23,2,24,5,152,17,11,53,70,1,56,30,26,110
N00003283,198,11,2,9,6,2,1,0,33,14,12,1,0,1,7,12,26,20,5,1,0,14,7,7,0,7,7,0,22,11,11,9,2,40,19,10,2,8,0,1,0,31,0,4,10,17,0,11,3,8,10
N00003284,208,11,2,9,5,4,0,0,34,20,17,1,2,0,10,4,27,20,4,1,2,11,0,0,0,11,11,0,17,7,10,10,0,42,20,16,1,2,0,2,1,43,4,6,20,13,0,12,6,6,11
N00003285,188,4,1,3,0,2,1,0,24,11,11,0,0,0,9,4,29,19,7,1,2,8,1,1,0,7,7,0,13,9,4,2,2,51,22,22,0,3,0,4,0,42,6,6,12,18,0,9,7,2,8
N00003286,197,13,1,12,10,1,1,0,32,16,15,1,0,0,11,5,33,27,2,2,2,10,2,2,0,8,8,0,20,13,7,6,1,32,13,14,3,1,0,1,0,33,2,2,11,18,0,10,6,4,14
N00003287,182,8,0,8,6,2,0,0,50,30,22,6,1,1,12,8,24,19,4,1,0,14,1,1,0,13,12,1,10,5,5,5,0,40,17,15,2,2,0,4,0,22,4,1,13,4,0,8,4,4,6
N00003288,217,10,2,8,4,1,3,0,46,23,16,4,2,1,10,13,37,20,15,2,0,18,3,3,0,15,14,1,21,12,9,9,0,28,9,13,1,1,0,4,0,30,4,6,8,12,0,7,4,3,20
N00003289,237,28,2,26,16,4,6,0,62,46,38,4,2,2,9,7,42,34,8,0,0,21,11,11,0,10,10,0,10,5,5,5,0,29,12,11,2,3,0,1,0,23,4,3,8,8,0,3,2,1,19
N00003290,364,44,10,34,20,8,6,0,81,57,48,6,3,0,15,9,43,33,6,3,1,46,21,20,1,25,21,4,22,11,11,10,1,55,26,19,3,1,1,4,1,33,5,2,10,16,0,11,6,5,29
N00003291,516,114,22,92,58,19,13,2,155,98,80,5,12,1,37,20,73,53,15,4,1,54,21,19,2,33,29,4,20,7,13,12,1,39,15,10,3,3,1,7,0,17,4,3,7,3,0,6,3,3,38
N00003292,231,15,2,13,5,5,2,1,72,48,39,3,5,1,12,12,50,36,7,3,4,6,3,2,1,3,3,0,19,7,12,11,1,30,11,11,3,1,0,3,1,23,1,3,12,7,0,2,2,0,14
N00003293,258,9,0,9,3,4,1,1,43,25,18,4,2,1,12,6,35,23,7,4,1,34,9,9,0,25,24,1,16,7,9,9,0,28,14,10,0,2,0,1,1,28,5,1,13,8,1,26,18,8,39
N00003294,238,6,0,6,3,0,3,0,15,6,6,0,0,0,3,6,22,14,7,1,0,9,2,2,0,7,7,0,13,11,2,2,0,51,25,12,2,6,0,4,2,33,5,1,10,17,0,59,44,15,30
N00003295,577,6,2,4,3,1,0,0,49,22,21,0,0,1,15,12,58,38,17,2,1,26,5,5,0,21,21,0,20,12,8,7,1,109,53,31,5,9,0,7,4,89,24,10,26,29,0,116,95,21,104
N00003296,243,5,1,4,2,0,2,0,20,8,8,0,0,0,5,7,25,17,7,1,0,11,5,5,0,6,6,0,8,5,3,3,0,39,15,20,1,2,0,1,0,46,10,9,11,15,1,58,41,17,31
N00003297,270,5,0,5,3,1,0,1,24,15,15,0,0,0,5,4,25,12,11,2,0,10,0,0,0,10,10,0,14,8,6,5,1,50,26,17,0,5,0,1,1,43,11,7,10,15,0,55,46,9,44
N00003298,386,3,0,3,1,1,1,0,29,14,12,1,1,0,11,4,34,23,6,3,2,8,1,1,0,7,7,0,17,9,8,7,1,72,39,24,0,3,0,5,1,56,8,8,18,22,0,89,74,15,78
N00003299,429,7,2,5,3,1,1,0,22,12,10,2,0,0,7,3,48,24,16,7,1,12,3,3,0,9,8,1,19,8,11,10,1,75,32,25,4,5,0,5,4,61,17,9,13,21,1,107,80,27,78
N00003300,177,1,0,1,1,0,0,0,11,8,7,0,1,0,2,1,10,6,4,0,0,7,0,0,0,7,6,1,12,8,4,3,1,37,12,15,2,3,0,3,2,39,9,3,11,16,0,43,33,10,17
N00003301,251,4,1,3,2,0,1,0,31,20,18,2,0,0,6,5,26,15,5,5,1,10,1,1,0,9,8,1,16,11,5,4,1,55,17,22,3,6,0,6,1,46,8,6,12,20,0,36,31,5,27
N00003302,340,6,2,4,3,1,0,0,34,16,16,0,0,0,10,8,32,19,12,1,0,16,2,2,0,14,14,0,25,12,13,11,2,63,34,19,1,5,0,3,1,59,16,13,12,18,0,61,52,9,44
N00003303,268,7,3,4,1,2,1,0,18,7,6,0,1,0,6,5,28,20,7,1,0,17,5,5,0,12,11,1,17,9,8,8,0,38,13,19,0,4,0,0,2,39,10,2,9,18,0,63,51,12,41
N00003304,204,2,0,2,2,0,0,0,25,15,12,1,2,0,4,6,16,6,8,1,1,7,1,1,0,6,6,0,14,5,9,7,2,46,17,16,4,5,0,4,0,32,8,2,7,15,0,44,33,11,18
N00003305,301,1,0,1,0,1,0,0,24,18,17,1,0,0,3,3,29,18,10,1,0,12,4,3,1,8,6,2,13,10,3,2,1,51,21,20,2,6,1,1,0,53,13,9,12,19,0,71,60,11,47
N00003306,430,20,10,10,5,3,2,0,68,36,28,3,5,0,19,13,62,35,17,9,1,18,3,3,0,15,15,0,36,21,15,14,1,85,26,37,6,6,0,7,3,42,13,5,11,13,0,37,26,11,62
N00003307,401,47,6,41,26,11,2,2,82,48,40,4,2,2,19,15,45,31,11,2,1,29,12,12,0,17,17,0,31,20,11,10,1,67,21,24,1,8,0,9,4,44,10,6,12,16,0,18,13,5,38
N00003308,1918,137,29,108,47,52,7,2,361,213,184,21,6,2,90,58,319,223,66,25,5,134,39,38,1,95,95,0,118,71,47,42,5,279,112,102,9,23,0,24,9,216,74,21,68,52,1,158,129,29,196
N00003309,217,6,2,4,3,1,0,0,26,16,14,1,1,0,4,6,30,19,8,2,1,12,2,2,0,10,10,0,22,6,16,14,2,45,12,21,1,6,0,5,0,31,5,4,8,14,0,23,15,8,22
N00003310,224,5,3,2,0,1,0,1,20,10,8,2,0,0,8,2,22,12,9,1,0,13,4,3,1,9,9,0,26,12,14,14,0,56,16,19,4,9,1,6,1,48,4,10,12,21,1,17,8,9,17
N00003311,831,34,7,27,13,12,2,0,142,79,68,5,6,0,33,30,155,99,31,20,5,78,15,15,0,63,63,0,54,22,32,28,4,122,52,44,2,8,0,11,5,76,15,5,26,29,1,56,38,18,114
N00003312,310,11,4,7,4,2,0,1,47,26,23,3,0,0,14,7,42,22,11,5,4,26,7,7,0,19,19,0,20,14,6,5,1,50,20,15,3,3,0,6,3,37,6,4,9,18,0,25,14,11,52
N00003313,1027,128,15,113,90,19,2,2,209,131,106,12,11,2,39,39,150,98,31,14,7,84,22,22,0,62,61,1,65,42,23,21,2,157,54,68,9,5,1,18,2,126,11,24,44,47,0,74,45,29,34
N00003314,542,97,23,74,49,19,6,0,164,101,75,15,9,2,41,22,97,71,17,7,2,25,6,6,0,19,19,0,18,11,7,6,1,49,23,17,1,3,0,4,1,14,4,1,6,3,0,12,10,2,66
N00003315,143,18,5,13,5,4,3,1,49,36,30,5,1,0,6,7,32,24,7,0,1,9,5,5,0,4,4,0,6,3,3,3,0,9,4,4,0,1,0,0,0,8,1,0,4,2,1,3,2,1,9
N00003316,260,19,5,14,12,2,0,0,53,35,30,4,1,0,14,4,28,17,8,3,0,24,6,6,0,18,18,0,19,6,13,13,0,50,16,25,2,2,0,5,0,38,4,4,9,21,0,10,5,5,19
N00003317,245,24,6,18,10,5,3,0,63,48,40,4,3,1,8,7,39,29,7,3,0,35,10,8,2,25,17,8,15,8,7,7,0,29,13,7,3,2,1,2,1,19,4,3,7,5,0,1,1,0,20
N00003318,699,117,22,95,48,29,14,4,202,131,105,8,14,4,50,21,104,81,15,8,0,72,22,22,0,50,41,9,27,14,13,11,2,62,32,16,2,4,1,2,5,32,9,2,12,9,0,8,4,4,75
N00003319,263,38,7,31,16,11,4,0,66,49,40,5,2,2,12,5,52,43,3,2,4,17,4,4,0,13,11,2,14,7,7,7,0,32,15,8,4,1,0,4,0,6,3,0,3,0,0,12,5,7,26
N00003320,220,22,6,16,7,8,1,0,63,39,29,4,4,2,14,10,31,18,8,3,2,14,6,6,0,8,8,0,14,9,5,4,1,27,9,11,1,5,0,0,1,14,2,0,7,4,1,10,6,4,25
N00003321,300,33,3,30,19,7,4,0,75,46,32,5,8,1,16,13,38,30,4,3,1,50,20,18,2,30,19,11,15,8,7,6,1,30,11,11,1,2,1,3,1,26,5,0,11,9,1,6,6,0,27
N00003322,299,28,6,22,15,6,1,0,71,49,38,1,5,5,15,7,38,27,10,0,1,52,12,12,0,40,31,9,15,7,8,7,1,35,12,16,2,1,3,1,0,24,1,4,10,9,0,6,3,3,30
N00003323,319,37,4,33,19,10,4,0,70,48,38,3,5,2,20,2,40,29,7,1,3,56,11,11,0,45,31,14,19,7,12,11,1,35,10,17,0,3,1,3,1,14,0,3,7,3,1,12,8,4,36
N00003324,256,21,4,17,8,5,4,0,51,29,25,1,2,1,14,8,44,32,7,3,2,29,10,10,0,19,16,3,12,10,2,2,0,45,10,21,3,3,2,5,1,27,4,3,13,7,0,12,5,7,15
N00003325,323,34,6,28,12,7,6,3,72,47,40,3,2,2,8,17,50,38,6,5,1,52,14,13,1,38,31,7,16,10,6,5,1,31,8,11,2,4,0,5,1,27,5,4,11,7,0,14,4,10,27
N00003326,439,20,3,17,8,7,2,0,80,44,38,6,0,0,19,17,86,52,19,9,6,55,15,13,2,40,36,4,38,23,15,14,1,76,27,34,2,5,0,4,4,47,5,3,22,17,0,22,16,6,15
N00003327,271,68,10,58,27,12,16,3,81,59,49,3,3,4,16,6,30,18,9,1,2,37,16,16,0,21,20,1,11,5,6,6,0,9,5,3,0,1,0,0,0,10,3,0,2,5,0,7,6,1,18
N00003328,164,40,6,34,20,4,8,2,60,47,36,4,6,1,10,3,26,15,7,2,2,5,3,3,0,2,2,0,7,2,5,5,0,14,7,5,2,0,0,0,0,5,1,2,1,1,0,1,0,1,6
N00003329,247,71,11,60,47,6,7,0,55,34,29,3,1,1,15,6,23,20,3,0,0,29,12,11,1,17,16,1,6,5,1,1,0,13,5,5,0,1,0,2,0,11,2,3,2,4,0,9,6,3,30
N00003330,251,65,10,55,36,6,12,1,82,56,44,1,10,1,13,13,33,23,5,3,2,21,6,5,1,15,11,4,7,4,3,2,1,10,2,3,0,1,0,3,1,9,0,3,3,3,0,2,0,2,22
N00003331,328,83,13,70,43,8,18,1,105,79,63,3,10,3,21,5,37,30,4,3,0,38,20,19,1,18,18,0,10,4,6,6,0,17,4,7,0,1,2,3,0,7,3,0,3,1,0,3,3,0,28
N00003332,270,43,6,37,19,5,13,0,55,26,19,2,3,2,17,12,38,29,7,2,0,47,24,24,0,23,17,6,11,6,5,4,1,29,11,11,2,1,0,4,0,13,4,0,4,5,0,9,5,4,25
N00003333,210,35,3,32,12,8,12,0,58,35,29,1,3,2,14,9,28,23,3,2,0,26,13,13,0,13,11,2,11,2,9,7,2,18,6,7,0,1,0,4,0,8,5,0,2,0,1,5,2,3,21
N00003334,233,48,12,36,25,5,6,0,55,37,29,2,3,3,11,7,34,27,3,3,1,26,14,14,0,12,11,1,10,5,5,5,0,21,8,8,0,3,0,1,1,14,3,1,7,3,0,1,1,0,24
N00003335,185,21,5,16,9,3,4,0,50,26,18,2,3,3,16,8,19,12,4,2,1,10,6,6,0,4,4,0,11,5,6,5,1,32,11,11,0,5,0,5,0,20,1,1,10,7,1,5,2,3,17
N00003336,295,39,12,27,14,4,9,0,73,41,30,5,5,1,22,10,36,29,6,1,0,56,16,9,7,40,26,14,15,9,6,6,0,29,9,13,0,3,0,4,0,17,2,1,13,1,0,6,5,1,24
N00003337,232,33,4,29,19,7,2,1,58,41,35,4,2,0,9,8,45,35,8,1,1,13,6,6,0,7,7,0,11,5,6,6,0,28,10,9,1,4,0,4,0,18,5,1,8,4,0,6,2,4,20
N00003338,190,15,1,14,9,4,0,1,64,42,36,5,1,0,9,13,28,15,10,2,1,12,3,3,0,9,8,1,11,4,7,6,1,17,4,11,1,1,0,0,0,15,3,2,5,5,0,15,8,7,13
N00003339,316,63,10,53,27,19,6,1,83,60,45,8,5,2,16,7,54,42,5,3,4,21,7,7,0,14,14,0,17,6,11,7,4,22,9,7,1,2,0,2,1,18,2,1,5,10,0,4,3,1,34
N00003340,162,26,5,21,13,5,3,0,42,32,26,4,2,0,8,2,22,14,3,5,0,14,3,3,0,11,11,0,9,5,4,3,1,15,3,6,1,1,1,1,2,15,3,1,4,7,0,8,7,1,11
N00003341,232,24,4,20,16,2,2,0,52,36,33,0,3,0,9,7,37,24,10,3,0,18,6,6,0,12,11,1,14,6,8,8,0,23,9,8,0,4,0,2,0,24,5,1,13,5,0,12,10,2,28
N00003342,266,42,6,36,25,9,2,0,79,56,48,5,3,0,14,9,34,27,4,2,1,20,7,7,0,13,13,0,5,4,1,1,0,29,10,12,0,0,0,4,3,15,4,2,4,5,0,12,7,5,30
N00003343,213,12,4,8,6,2,0,0,34,23,17,4,2,0,8,3,32,25,3,4,0,14,2,2,0,12,11,1,17,9,8,7,1,41,22,13,1,3,0,1,1,18,5,2,3,8,0,21,10,11,24
N00003344,210,28,4,24,14,7,3,0,54,37,32,4,1,0,9,8,39,25,12,1,1,18,7,7,0,11,11,0,16,9,7,7,0,18,10,5,0,2,0,1,0,22,7,6,3,6,0,5,4,1,10
N00003345,265,17,3,14,5,5,3,1,67,47,44,1,2,0,11,9,42,31,11,0,0,20,9,9,0,11,11,0,23,12,11,11,0,22,10,8,2,1,0,0,1,15,2,0,7,6,0,7,2,5,52
N00003346,367,35,8,27,15,12,0,0,86,55,49,3,1,2,15,16,66,49,11,3,3,24,12,12,0,12,12,0,21,12,9,9,0,38,17,16,1,1,0,1,2,15,1,1,10,3,0,6,3,3,76
N00003347,359,46,8,38,25,11,2,0,106,71,59,4,6,2,23,12,60,42,13,4,1,18,4,4,0,14,14,0,14,7,7,7,0,27,9,13,0,1,0,3,1,14,2,1,7,4,0,4,1,3,70
N00003348,445,75,13,62,41,15,5,1,113,80,72,2,5,1,16,17,70,46,20,2,2,28,16,16,0,12,11,1,20,14,6,6,0,37,20,12,0,1,1,3,0,12,5,0,2,5,0,14,11,3,76
N00003349,702,69,20,49,29,13,5,2,180,112,98,7,6,1,46,22,105,75,17,8,5,72,16,14,2,56,51,5,40,25,15,14,1,78,29,25,3,10,0,9,2,67,13,10,27,17,0,33,20,13,58
